Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Fullstack .Net Developer,Net,remote,senior,Reply Polska Sp. z o. o.,Katowice,13000-22000,,,"""JavaScript"" ""TypeScript"" ""Angular"" ""React"" ""Azure"" ""Docker""",/offers/reply-polska-sp-z-o-o-fullstack-net-developer-katowice
Frontend Developer,JS,hybrid,mid,ASERTO Sp. z o.o.,Tarnów,,None-None,"""React"" ""ReactJS"" ""HTML5"" ""CSS3"" ""REST API"" ""Next.js"" ""TypeScript"" ""Responsive Web Design""","""PHP"" ""PostgreSQL""",/offers/aserto-sp-z-o-o-frontend-developer-krosno
PHP Developer,PHP,remote,mid,Tidio,Gdańsk,10000-15800,12000-19000,"""PHP"" ""MySQL"" ""Architecture""","""CQRS"" ""DDD"" ""event storming"" ""Elasticsearch"" ""Redis"" ""RabbitMQ""",/offers/tidio-php-developer-gdansk-333417
Test Specialist (Mobile),Testing,remote,mid,Experis Manpower Group,Wrocław,,16800-21000,"""English"" ""Android"" ""Espresso"" ""Kotlin"" ""GitLab""","""Perfecto Mobile"" ""German""",/offers/experis-manpower-group-test-specialist-mobile
Senior Business Analyst,Analytics,remote,senior,Monogo Sp. z o.o.,Warszawa,14000-18000,16000-21000,"""CMS"" ""BPMN"" ""English"" ""Project Management""","""SQL"" ""Agile""",/offers/monogo-sp-z-o-o-senior-business-analyst-warszawa
IT Audit Senior Manager,Testing,hybrid,senior,State Street,Kraków,None-None,,"""Strong analytical skills"" ""English"" ""Communication Skills""","""IT Resilience"" ""Data Replication"" ""Disaster Recovery"" ""SIEM"" ""Cloud security""",/offers/state-street-it-audit-senior-manager-vice-president-hybrid
APEX Developer,Admin,hybrid,mid,PAYBACK,Warszawa,None-None,,"""MsSQL"" ""PL/SQL"" ""Oracle APEX"" ""Linux"" ""redhat""","""Oracle"" ""GCP"" ""AWS"" ""Python"" ""Shell""",/offers/payback-apex-developer
Senior Mobile QA Engineer,Testing,hybrid,senior,CAE Flight Services Poland,Kraków,None-None,None-None,"""Java/Groovy"" ""Mobile Apps Testing"" ""CI/CD tools""","""AWS"" ""Oracle"" ""Git"" ""JIRA""",/offers/cae-flight-services-poland-senior-mobile-qa-engineer
SAP Senior Consultant / CAR,ERP,remote,senior,EPAM Systems,Katowice,None-None,,"""SAP CAR"" ""English"" ""Agile"" ""Communication Skills"" ""SAP""",,/offers/epam-systems-sap-senior-consultant-car-katowice
Expert Java Developer,Java,remote,senior,Ciklum,Wrocław,,24372-30464,"""Java"" ""AWS"" ""Microservices"" ""Docker""",,/offers/ciklum-expert-java-developer-wroclaw-329810
IT security specialist (dev/SDLC),Security,remote,mid,mBank,Kraków,None-None,,"""SDLC"" ""IT Security""",,/offers/mbank-it-security-specialist-dev-sdlc-krakow
Quality Assurance Specialist,Testing,hybrid,mid,FlexiProject,Warszawa,,8000-12000,"""Testing"" ""REST API"" ""Web Application Testing""","""Test Automation"" ""JavaScript"" ""Postman"" ""Selenium"" ""DevOps"" ""Apache JMeter"" ""HTML""",/offers/flexiproject-quality-assurance-specialist
Senior Data Scientist (Linear Optimization),Python,remote,senior,hubQuest,Warszawa,,28500-37000,"""Linear Optimization"" ""Python"" ""Data Science"" ""Machine Learning"" ""Statistics"" ""Pandas"" ""PuLP / CVXpy / Gurobi""","""Azure"" ""pyomo""",/offers/hubquest-senior-data-scientist-linear-optimization-warszawa-323463
DevOps Engineer,DevOps,hybrid,mid,Siepomaga.pl,Poznań,,13000-19000,"""OVH"" ""Ubuntu"" ""Cloudflare"" ""MySQL""",,/offers/siepomaga-pl-regular-devops-engineer
Data Analyst/ PowerBI Developer,Analytics,hybrid,mid,NATEK,Warszawa,16000-16000,24000-24000,"""Business Analysis"" ""Communication Skills"" ""English"" ""Data analysis"" ""PowerBi"" ""Reporting"" ""Stakeholder Management"" ""SQL""","""AWS Redshift""",/offers/natek-data-analyst-powerbi-developer
Senior Cloud Developer (SAP UI5),ERP,remote,mid,SimplyVision GmbH,Warszawa,,27691-44133,"""sap ui5"" ""SAP CAP"" ""React.JS"" ""JavaScript"" ""DevOps"" ""SQL""","""Three.js""",/offers/simplyvision-gmbh-senior-cloud-developer-sap-ui5
Senior Angular Software Developer,JS,remote,senior,People More P.S.A.,Warszawa,,15000-25000,"""Angular"" ""Jasmine"" ""RxJS"" ""TypeScript"" ""SaaS"" ""Cypress"" ""API"" ""Karma"" ""Jest""","""Azure""",/offers/people-more-p-s-a-senior-angular-software-developer-warszawa
Senior SAP ABAP Consultant,ERP,remote,mid,Eviden an Atos Group,Warszawa,,,"""ABAP"" ""UI5"" ""JavaScript"" ""SAP"" ""SAP HANA"" ""SAP R/3"" ""OOP""",,/offers/eviden-an-atos-group-senior-sap-abap-consultant-warszawa
Administrator aplikacji,Admin,hybrid,mid,Nationale Nederlanden,Warszawa,None-None,,"""Tomcat"" ""JVM"" ""Windows"" ""Linux"" ""TCP/IP"" ""ELK Stack""",,/offers/nationale-nederlanden-administrator-aplikacji-warszawa-329796
Backend Node.js Engineer (remote),JS,remote,mid,Appfire,Gdańsk,13000-20000,,"""Node.js"" ""TypeScript"" ""REST API"" ""OOP"" ""Azure/GCP/AWS"" ""Kubernetes""","""Docker""",/offers/appfire-backend-node-js-engineer-remote-gdansk-325017
"Internship – Multimedia Camp –C++, Web",C,hybrid,junior,Samsung R&D Institute Poland,Warszawa,,,,"""C++"" ""Git"" ""Linux"" ""Python""",/offers/samsung-r-d-institute-poland-internship-multimedia-camp-c-web
Senior React Engineer,JS,hybrid,senior,Software Mansion,Kraków,16000-22400,20000-28000,"""React"" ""JavaScript""","""Node.js"" ""React Native""",/offers/software-mansion-senior-react-engineer-krakow-322900
Product Support Specialist,Support,remote,mid,Appfire,Warszawa,7000-8500,,"""Customer Support"" ""English""",,/offers/appfire-product-support-specialist
Microsoft 365 Engineer,Admin,remote,senior,Hemmersbach,Wrocław,None-None,None-None,"""Office 365"" ""Microsoft 365"" ""Troubleshooting"" ""MS Exchange"" ""SharePoint"" ""OneDrive"" ""Implementation and design"" ""IT consultant experience""",,/offers/hemmersbach-microsoft-365-engineer
Senior Compliance Specialist,Analytics,hybrid,senior,OChK,Warszawa,None-None,None-None,"""ISO"" ""UKNF"" ""Analityka"" ""Angielski""","""konsulting""",/offers/ochk-senior-compliance-specialist-warszawa
Senior IT Analyst,Analytics,hybrid,senior,emagine Polska,Warszawa,,22400-26880,"""System Analysis"" ""Business Analysis"" ""JIRA"" ""Confluence"" ""SOA""","""SQL"" ""Kafka"" ""Avro""",/offers/emagine-polska-senior-it-analyst-warszawa-321462
Senior Full Stack Developer Java/Angular,Java,hybrid,senior,Spyrosoft,Łódź,13550-21600,18480-29400,"""Java"" ""Angular"" ""CI/CD"" ""AWS"" ""Azure"" ""TypeScript"" ""English""",,/offers/spyrosoft-senior-full-stack-developer-java-angular-lodz
.Net Fullstack (Angular) Developer,Net,hybrid,mid,ITLT,Warszawa,,20040-25050,"""Polish"" "".Net"" ""Angular""","""MongoDB""",/offers/itlt-net-fullstack-angular-developer
SAP ALM & Solution Manager Consultant,ERP,remote,mid,Schaeffler Global Services Europe Sp. z o.o.,Wrocław,None-None,,"""ERP"" ""SAP S/4HANA"" ""SAP Application Lifecycle Management"" ""SAP Solution Manager""","""Fiori"" ""Tricentis Test Automation""",/offers/schaeffler-global-services-sap-alm-solution-manager-consultant
Node.JS Developer,JS,remote,mid,MindPal,Gliwice,,10000-18000,"""Node.js"" ""GraphQL"" ""GCP"" ""MongoDB"" ""MySQL"" ""Backend""",,/offers/mindpal-node-js-developer
Senior Symfony Developer,PHP,remote,senior,Proxify,Kijów,,,"""PHP"" ""Symfony"" ""DDD"" ""Docker"" ""JavaScript""","""RabbitMQ"" ""MySQL""",/offers/proxify-senior-symfony-developer-kijow
Kubernetes DevOps Inżynier (CI/CD),DevOps,remote,mid,Aplikacje Krytyczne,Warszawa,16000-20000,,"""CI/CD"" ""Kubernetes"" ""Docker"" ""Ansible"" ""Terraform"" ""Git""",,/offers/aplikacje-krytyczne-kubernetes-devops-inzynier-ci-cd
Konsultant ds. Serwisu Systemów Aptecznych,Support,office,junior,KAMSOFT S.A.,Leszno,None-None,,"""Hardware"" ""Windows""","""Helpdesk"" ""SQL""",/offers/kamsoft-s-a-konsultant-ds-serwisu-systemow-aptecznych-leszno
Senior .NET Developer (Backend/Fullstack),Net,hybrid,senior,Forte Digital,Katowice,15500-20500,21000-27700,""".Net"" ""ASP.NET"" ""C#"" ""Microsoft Azure Cloud""",""".Net 6, 7, 8"" ""React"" ""TypeScript"" ""JavaScript""",/offers/forte-digital-senior-net-developer-backend-fullstack-katowice
Mid IT Helpdesk and Network Specialist,Support,hybrid,mid,Link Group,Wrocław,,8000-12000,"""backup"" ""Microsoft Windows""",,/offers/link-group-mid-it-helpdesk-and-network-specialist
Data Engineer,Python,hybrid,mid,STS,Katowice,10000-14000,10000-14000,"""SQL"" ""BigQuery"" ""Python"" ""Apache Kafka"" ""Git"" ""Docker"" ""Kubernetes""","""Google Cloud Platform"" ""ETL""",/offers/sts-data-engineer-katowice
Ekspert ds. Bezpieczeństwa Informacji,Security,remote,mid,CodeTwo - HRejterzy,Wrocław,None-None,,"""Information Security""",,/offers/codetwo-hrejterzy-ekspert-ds-bezpieczenstwa-informacji
Senior Back-End Java Developer,Java,hybrid,senior,DSV ISS,Warszawa,None-None,,"""Java"" ""Kafka"" ""MongoDB"" ""PostreSQL"" ""OIDC"" ""Docker"" ""Kubernetes"" ""ELK Stack"" ""CI/CD"" ""Azure DevOps""",,/offers/dsv-iss-senior-back-end-java-developer-warszawa
Mid or Senior Level Backend Data Engineer,JS,remote,senior,ClickUp,Warszawa,,20000-35000,"""TypeScript"" ""PostgreSQL"" ""SQL""","""SaaS"" ""Aurora / RDS"" ""DynamoDB"" ""s3"" ""Redis"" ""Elasticsearch"" ""Docker""",/offers/clickup-mid-or-senior-level-backend-data-engineer-warszawa-316364
"Principal, Full-Stack Developer",Java,hybrid,senior,BNY Mellon (Poland),Wrocław,22000-35000,,"""Angular 14+"" ""Java 8"" ""Java 11"" ""Spring"" ""Spring Boot"" ""Spring Cloud"" ""Drools 7/8"" ""Camunda 7/8"" ""Hazelcast 4/5""",,/offers/bny-mellon-poland-principal-full-stack-developer
Junior CSS Developer (US eCommerce),HTML,remote,junior,From Poland With Dev,Wrocław,4500-7000,5000-9000,,"""JavaScript"" ""HTML"" ""SCSS"" ""jQuery"" ""SASS"" ""Shopify"" ""Laravel"" ""ReactJS"" ""Express.js"" ""Webpack""",/offers/from-poland-with-dev-junior-css-developer-us-ecommerce-wroclaw
Test Engineer,Testing,remote,senior,DCV Technologies,Kraków,,None-None,"""Testing""",,/offers/dcv-technologies-test-engineer-krakow
Cyber Audit,Security,hybrid,c_level,State Street,Kraków,None-None,,"""management skills"" ""English"" ""Analytical skills""","""Cyber risk management"" ""Cyber,Cloud technologies""",/offers/state-street-cyber-audit-vice-president-hybrid
Java Developer,Java,remote,mid,Solteq Poland,Wrocław,12000-22000,14000-26400,"""Java"" ""REST""","""Liferay"" ""HCl""",/offers/solteq-poland-java-developer-wroclaw-323948
Cloud Solution Sales Specialist with Italian,Analytics,hybrid,mid,Cognizant,Gdańsk,None-None,,,"""Cloud Computing"" ""Google Cloud Platform""",/offers/cognizant-cloud-solution-sales-specialist-with-italian
Strong Middle Full-Stack Developer (C#/JS),C,hybrid,mid,Brocoders,Warsaw,,13788-17727,"""React"" ""MySQL"" ""ASP.NET"" "".NET Core"" ""Azure"" ""DevOps""",,/offers/brocoders-strong-middle-full-stack-developer-c-js-warsaw
Senior PHP Developer,PHP,remote,senior,YetiForce S.A.,Warszawa,,17000-23000,"""Git"" ""PHP"" ""REST"" ""MySQL"" ""SOAP"" ""RabbitMQ"" ""HTML5 / CSS3"" ""jQuery"" ""PHPUnit""",,/offers/yetiforce-s-a-senior-php-developer-warszawa
SRE Team Leader,DevOps,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""DevOps"" ""Kubernetes"" ""Java"" ""Python"" ""Bash"" ""PostgreSQL"" ""Agile"" ""data technologies"" ""CI/CD tools""",,/offers/hsbc-service-delivery-sre-team-leader
Software Architect,Architecture,remote,mid,Rite NRG,Warszawa,26800-35000,25600-27000,"""TypeScript"" ""Nest.js"" ""Angular"" ""React"" ""DDD"" ""Hexagonal"" ""Clean Code"" ""CQRS"" ""Solid"" ""SQL""",,/offers/rite-nrg-software-architect-warszawa
Architekt MS Dynamics,Admin,remote,senior,KLG Solutions Sp. z o.o.,Warszawa,None-None,None-None,"""Dynamics 365"" ""Model driven app"" ""Power Automate"" ""Power Pages"" ""D365 Service""","""D365 Customer Service""",/offers/klg-solutions-sp-z-o-o-architekt-ms-dynamics-warszawa-304938
Senior Machine Learning Engineer,Data,remote,senior,Volven,Warszawa,,35000-70000,"""AI"" ""Python 3"" ""Deep Learning"" ""PyTorch"" ""Git"" ""Containers"" ""MLOps""","""Cloud Computing"" ""crypto""",/offers/volven-senior-machine-learning-engineer
Deployment and System Administrator – Paczkomat® Network,Admin,office,mid,InPost,"Krakow, Lesser Poland",None-None,None-None,"""GSM"" ""Windows"" ""Python"" ""Bash"" ""Golang"" ""Linux"" ""SQL""",,/offers/inpost-deployment-and-system-administrator-paczkomat-network-warszawa-332946
Network Automation Engineer,Data,office,mid,DSV ISS,Warszawa,None-None,,"""Python"" ""Network"" ""SQL"" ""Automation Tools""","""Cisco"" ""Atlassian"" ""Microsoft Azure"" ""Kubernetes"" ""Docker""",/offers/dsv-iss-network-automation-engineer-warszawa-329172
Linux Senior Developer,Admin,remote,senior,Fujitsu Technology Solutions,Wrocław,None-None,,"""Linux"" ""Git"" ""Ansible"" ""SUSE Manager"" ""RedHat Linux"" ""TeamCity"" ""Bitbucket""","""Morpheus"" ""Jenkins"" ""Python""",/offers/fujitsu-technology-solutions-linux-senior-developer
System Administrator with Python,Python,hybrid,mid,Opera,Wrocław,15000-18000,,"""Python"" ""IT Administration"" ""Linux""","""Ansible"" ""Puppet""",/offers/opera-system-administrator-with-python-wroclaw
Business Process Engineer,Analytics,remote,mid,Hemmersbach,Warszawa,None-None,None-None,"""Business Analysis"" ""Analityczne Myślenie"" ""Design Patterns"" ""process improvement"" ""Analiza Biznesowa"" ""Testing""",,/offers/hemmersbach-business-process-engineer-warszawa
St. Specjalista(-ka) ds. miar IT,Analytics,hybrid,senior,mBank,Warszawa,None-None,,"""Power BI"" ""Business Intelligence"" ""SQL"" ""Confluence"" ""JIRA"" ""English""",,/offers/mbank-st-specjalista-ka-ds-miar-it
Senior DevOps Engineer,DevOps,hybrid,senior,Connectis,Warszawa,,None-None,"""MS Azure"" ""Ansible"" ""Docker"" ""Kubernetes""",,/offers/connectis-senior-devops-engineer
Technical Program Manager,Java,remote,mid,InPost,Warszawa,None-None,None-None,"""Project Management"" ""Product Management"" ""IT technologies"" ""Waterfall"" ""Agile""","""Analytics""",/offers/inpost-technical-program-manager-warszawa-332846
SQL Developer,ERP,hybrid,senior,WIPRO,Mogilany,None-None,None-None,"""SQL"" ""SSRS"" ""SSIS"" ""MS SQL Server""","""Agile""",/offers/wipro-sql-developer-czestochowa
Konsultant Ms Dynamics 365 - Logistyka,ERP,hybrid,mid,Integris Systemy IT,Poznań,None-None,None-None,"""Microsoft Dynamics 365"" "".Net"" ""C#"" ""JavaScript"" ""English""","""MS Dynamics AX 2012"" ""Power BI"" ""German""",/offers/integris-systemy-it-konsultant-ms-dynamics-365-logistyka-poznan-317733
QA Engineer,Testing,remote,mid,Soldevelo,Poznań,6900-10400,10080-15120,"""Scrum"" ""REST API"" ""JIRA"" ""Postman"" ""Testing""",,/offers/soldevelo-qa-engineer-poznan
Developer Microsoft CMR,Admin,office,mid,Onninen,Teolin,None-None,,"""Microsoft Dynamics® CRM 2015"" ""SQLServer"" "".NET C#""","""Microsoft Dynamics 365"" ""SAP ERP"" ""AS400""",/offers/onninen-senior-developer-microsoft-crm-teolin
"Konsultant SAP, SAP S/4HANA (obszar finanse FI/CO)",ERP,remote,mid,DahliaMatic,Warszawa,,7000-15000,"""SAP"" ""SAP FI/CO"" ""SAP S/4HANA""",,/offers/dahliamatic-konsultant-sap-sap-s-4hana-obszar-finanse-fi-co
Enterprise Architect,Architecture,remote,senior,C&F,Warszawa,None-None,None-None,"""Enterprise Architect"" ""Agile"" ""Architecture"" ""Digital Transformation"" ""Machine Learning"" ""AI"" ""IIoT""",,/offers/c-f-s-a-enterprise-architect
Mid .Net Developer,Net,remote,mid,Axabee,Wrocław,,9000-14000,"""C#"" ""ASP.NET Web API"" ""SQL"" ""Git"" ""Entity Framework"" "".Net 8""","""React Native"" ""PostgreSQL""",/offers/axabee-mid-net-developer-wroclaw
