Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
🎨Senior UI Designer,UX/UI,remote,senior,Interia.pl Sp. z o.o.,Wrocław,,None-None,"""UI"" ""Figma"" ""Illustrator"" ""Photoshop""",,/offers/interia-pl-sp-z-o-o-senior-ui-designer-wroclaw
Senior Tech Lead (m/f/d),Java,office,senior,DATEV,Warszawa,28000-35000,,"""Spring Boot"" ""Angular"" ""Kafka"" ""PostgreSQL"" ""MongoDB"" ""Maven"" ""Jenkins"" ""JPA"" ""Git""",,/offers/datev-senior-tech-lead-m-f-d
ETL Developer,Data,hybrid,senior,DNV,Gdańsk,None-None,,"""SQL"" ""ETL"" ""ETL tools"" ""SSIS"" ""T-SQL"" ""BI"" ""DWH""","""Python"" ""MS Azure"" ""Agile""",/offers/dnv-etl-developer-gdansk-320921
Software Engineer SAP,ERP,hybrid,mid,IKEA Purchasing Services Poland,Warszawa,None-None,,"""SAP"" ""ABAP"" ""UI5"" ""Fiori""",,/offers/ikea-purchasing-services-software-engineer-sap
Senior Data Engineer/GCP,Data,remote,senior,Next Technology Professional,Wrocław,,26000-33000,"""GCP"" ""Data Warehousing""","""Python"" ""CI/CD""",/offers/next-technology-professional-senior-data-engineer-gcp-wroclaw
QA Python Software Engineer,Testing,hybrid,senior,CAE Flight Services Poland,Kraków,None-None,None-None,"""SQL"" ""Python"" ""AWS"" ""Windows"" ""English""",,/offers/cae-flight-services-poland-qa-python-software-engineer
IT System Administrator,Admin,hybrid,mid,GOG.com,Warszawa,14000-21000,14000-21000,"""Linux"" ""OpenStack"" ""Kubernetes"" ""Ansible"" ""Docker"" ""Terraform""",,/offers/gog-com-it-system-administrator
Manager for Automation & Infrastructure Department,Architecture,hybrid,senior,Arla,Gdańsk,None-None,,"""DevOps"" "".Net"" ""Project Management"" ""Data""",,/offers/arla-manager-for-automation-infrastructure-department-gdansk
Dynamics365 Supply Chain Management Consultant,ERP,remote,mid,KPMG,Warszawa,None-None,,"""ERP"" ""D365 SCM"" ""English""",,/offers/kpmg-dynamics365-supply-chain-management-consultant
Senior iOS Developer,Mobile,remote,senior,CrustLab,Kraków,,23000-27000,"""iOS"" ""Swift"" ""SwiftUI"" ""Unit Testing""","""WebSocket""",/offers/crustlab-senior-ios-developer
Junior Angular Developer,JS,hybrid,junior,House of Angular,Warszawa,,5000-10000,,"""JavaScript"" ""Angular"" ""TypeScript"" ""HTML/CSS"" ""English"" ""RxJS""",/offers/house-of-angular-junior-angular-developer-warszawa-327483
Azure Solution Enterprise Architect,Architecture,remote,senior,Novaris Sp. z o.o.,Warszawa,,32000-35000,"""Azure"" ""Terraform"" ""Bicep"" ""Puppet"" ""Powershell"" ""Python"" ""Bash"" ""Azure Pipelines"" ""GitHub Actions""",,/offers/novaris-sp-z-o-o-azure-solution-enterprise-architect
ELK Stack Specialist,DevOps,hybrid,mid,DSV ISS,Warszawa,None-None,,"""ELK Stack"" ""Elasticsearch"" ""OpenStack"" ""Azure"" ""GCP"" ""Docker"" ""Kubernetes"" ""Ansible"" ""Terraform"" ""Jenkins""",,/offers/dsv-iss-elk-stack-specialist-warszawa
Network Specialist,Admin,hybrid,mid,Randstad Polska Sp. z o.o.,Kraków,12000-21500,,"""Cloud"" ""Azure"" ""LAN"" ""Cisco"" ""Networks"" ""AWS"" ""Firewall"" ""Security""",,/offers/randstad-polska-sp-z-o-o-network-engineer-krakow
FullStack Developer,JS,hybrid,senior,People Trust,Warszawa,,28880-35200,"""Angular"" ""Node.js"" ""Git"" ""Linux"" ""NgRx"" ""Express.js""","""Docker"" ""AWS""",/offers/people-trust-fullstack-developer-warszawa
DWH Developer,Data,remote,mid,Britenet,Białystok,,15000-18500,"""T-SQL"" ""MS SQL"" ""SSIS"" ""Talend Open Studio"" ""Power BI"" ""Powershell"" ""Bitbucket"" ""Git"" ""SoapUI""","""Azure""",/offers/britenet-dwh-developer-bialystok
QA Automation Engineer,Testing,remote,mid,CrustLab,Warszawa,11000-14000,13000-17000,"""Cypress"" ""TypeScript"" ""Python"" ""HTTP protocol"" ""Locust""",,/offers/crustlab-qa-automation-engineer-warszawa-329363
DevOps Engineer,DevOps,hybrid,mid,monday.com,Warszawa,None-None,,"""Cloud"" ""Kubernetes""","""Amazon AWS"" ""Elasticsearch"" ""Docker"" ""Redis"" ""MySQL""",/offers/monday-com-devops-engineer-warszawa-320262
Node.js Developer,JS,remote,mid,The Software House,Gliwice,,9500-16000,"""JavaScript"" ""TypeScript"" ""Node.js"" ""Express.js"" ""Serverless"" ""AWS""",,/offers/the-software-house-node-js-developer-gliwice
Junior Salesforce Consultant,ERP,remote,junior,Enxoo,Warszawa,,5000-13000,,"""BPMN"" ""UML"" ""Scrum"" ""CRM""",/offers/enxoo-junior-salesforce-consultant-warszawa-327971
Programista ze znajomością bazy Oracle,Data,hybrid,senior,Soneta Sp. z o.o.,Kraków,None-None,None-None,""".Net"" ""C#"" ""Oracle"" ""Git"" ""Analityczne Myślenie""","""Visual Studio"" "".NET Core"" ""Azure DevOps""",/offers/soneta-sp-z-o-o-programista-ze-znajomoscia-bazy-oracle-krakow
IT Business Analyst,Analytics,hybrid,mid,KPMG,Warszawa,None-None,,"""Communication Skills"" ""Analytical Thinking"" ""Problem Solving"" ""MS Office""",,/offers/kpmg-it-business-analyst-warszawa-321545
Senior Software Engineer in Test - Web Apps,Testing,office,senior,Snowflake,Warszawa,30000-60000,,"""JavaScript"" ""TypeScript"" ""SQL"" ""Test Automation"" ""Playwright""","""Cypress""",/offers/snowflake-senior-software-engineer-in-test-warszawa-1
Senior Product Designer,UX/UI,hybrid,senior,Accenture,Warszawa,None-None,,"""Figma"" ""Sketch"" ""InVision"" ""Scrum""",,/offers/accenture-senior-product-designer
QA Engineer,Testing,remote,mid,Cleeng sp. z o.o.,Poznań,9000-14000,10000-16000,"""English"" ""API Testing"" ""JavaScript"" ""Cypress"" ""Git"" ""Communication Skills""","""SQL""",/offers/cleeng-sp-z-o-o-qa-engineer
Engineering Manager,PHP,remote,senior,MODIVO S.A.,Kraków,None-None,None-None,"""Java""",,/offers/modivo-s-a-engineering-manager-krakow-324074
Senior DevOps Engineer,DevOps,hybrid,senior,STATSCORE Sp. z o.o.,Tychy,18000-24000,21000-30000,"""Grafana"" ""Python"" ""Prometheus"" ""AWS"" ""Shell"" ""Ruby"" ""English"" ""Azure"" ""Kubernetes""",,/offers/statscore-sp-z-o-o-senior-devops-engineer-tychy-314801
(Senior) UX Designer based in Sweden,UX/UI,office,senior,Netguru,Gothenburg,,25497-29140,"""UX Design"" ""Analytical Thinking"" ""Design Tools""",,/offers/netguru-senior-ux-designer-based-in-sweden
Architekt/tka Rozwiązań IT,Architecture,hybrid,mid,Benefit Systems,Warszawa,None-None,None-None,"""Enterprise Architect"" ""ArchiMate"" ""UML"" ""BPMN""",,/offers/benefit-systems-architekt-tka-rozwiazan-it-warszawa-302475
Senior Python Developer Remote,Python,remote,senior,Superdevs,Warszawa,,25000-30000,"""Python"" ""Django"" ""English"" ""CI/CD""",,/offers/superdevs-senior-python-developer-remote-warszawa
Senior Angular Full-stack Developer,JS,remote,senior,Integral Solutions,Poznań,,26183-28197,"""Angular"" ""Node.js"" ""React"" ""English""",,/offers/integral-solutions-senior-angular-full-stack-developer-poznan
Oracle Database Administrator,ERP,remote,mid,Accenture Sp. z o. o.,Warszawa,None-None,,"""Oracle"" ""SQL"" ""Linux""","""Ansible"" ""Terraform""",/offers/accenture-sp-z-o-o-oracle-database-administrator
Senior ServiceNow Consultant,JS,remote,senior,GuideVision Polska,Wrocław,None-None,,"""ServiceNow""",,/offers/guidevision-polska-senior-servicenow-consultant-wroclaw-329692
Frontend Engineer,JS,remote,senior,Caterings,Warszawa,,16000-22000,"""JavaScript"" ""React"" ""Redux"" ""CSS""",,/offers/caterings-fronetnd-engineer
Mid Python Developer German language*,Python,remote,mid,MindPal,Gliwice,,8000-16000,"""Git"" ""GitFLow""","""Django"" ""Django Rest Framework"" ""Docker"" ""Flask"" ""Kubernetes"" ""GraphQL"" ""Blockchain""",/offers/mindpal-mid-python-developer-german-language
Senior QA automation Engineer (Python),Python,remote,senior,Luxoft Poland,Radom,None-None,,"""Python"" ""QA Automation"" ""Kafka"" ""REST""","""Linux""",/offers/luxoft-poland-senior-qa-automation-engineer-python-radom
DevOps Engineer/Senior SRE,DevOps,remote,senior,Ramp Network Sp. z o.o.,Lublin,,26000-30000,"""CI/CD"" ""Kubernetes"" ""Google Cloud Platform""",,/offers/ramp-network-sp-z-o-o-senior-site-reliability-engineer-lublin
SAP MM Consultant,ERP,hybrid,mid,Jeronimo Martins,Warszawa,None-None,None-None,"""Angielski B2"" ""SAP SD"" ""MM"" ""Retail""",,/offers/jeronimo-martins-sap-mm-consultant
Senior React/Node.js Developer (FinTech Project),JS,remote,senior,Sigma Software,Wrocław,None-None,None-None,"""JavaScript"" ""Node.js"" ""React"" ""AWS"" ""Testing""",,/offers/sigma-software-senior-react-node-js-developer-fintech-project-wroclaw
WordPress Developer,HTML,remote,mid,DigitLabs Sp. z o.o.,Warszawa,,8000-12000,"""WordPress"" ""HTML"" ""WooCommerce"" ""PHP"" ""JavaScript"" ""CSS""","""UX""",/offers/digitlabs-sp-z-o-o-wordpress-developer
Specjalista ds. Rozwoju Systemu Ryzyka Rynkowego,Data,hybrid,mid,PKO Bank Polski,Warszawa,None-None,,"""SQL"" ""MS Office""",,/offers/pko-bank-polski-specjalista-ds-rozwoju-systemu-ryzyka-rynkowego
SIEM Engineer (Splunk),Security,remote,senior,Fujitsu,Warszawa,,None-None,"""SIEM"" ""Linux"" ""Windows"" ""analysis skills"" ""MITRE ATT&CK"" ""Powershell"" ""Python"" ""Google Cloud"" ""AWS"" ""Azure""",,/offers/fujitsu-siem-engineer-splunk
ServiceNow Platform Lead,JS,remote,senior,Cognizant Technology,Wrocław,18000-22000,,"""ServiceNow"" ""JavaScript"" ""REST"" ""Powershell""",,/offers/cognizant-technology-servicenow-platform-lead-wroclaw
Senior .Net Developer,Net,remote,senior,Skillspark,Kraków,,25000-30000,""".Net"" "".NET Core"" ""WCF""","""Azure""",/offers/skillspark-senior-net-developer-krakow-331368
Android Automotive Software Developer,Java,hybrid,senior,Ework Group,Kraków,20000-25000,21840-26208,"""Android"" ""Kotlin"" ""Java"" ""Python"" ""C++""",,/offers/ework-group-android-automotive-software-developer
SME for Application Packaging,Admin,remote,mid,WIPRO,Wroclaw,None-None,None-None,"""Windows 10"" ""Wise Package Studio"" ""Instal Shield"" ""Powershell"" ""SCCM"" ""Altiris""",,/offers/wipro-sme-for-application-packaging-wroclaw
SAP Inhouse Consultant,ERP,remote,mid,HUB HR,Bydgoszcz,17000-20000,,"""SAP"" ""SAP SD"" ""SAP MM"" ""SAP PP"" ""SAP WM""",,/offers/hub-hr-sap-inhouse-consultant
ServiceNow Technical Lead,Support,office,senior,Stonex Poland,Kraków,None-None,,"""ServiceNow"" ""Web Services"" ""JavaScript""",,/offers/stonex-poland-servicenow-technical-lead
Demo Script Writer,Data,remote,senior,QAD Polska Sp. z o.o.,Wrocław,None-None,,"""Supply Chain"" ""ERP"" ""Google Workspace"" ""Microsoft Office"" ""English""","""video production""",/offers/qad-polska-sp-z-o-o-demo-script-writer
Konsultant Wiodący SAP PS,ERP,hybrid,senior,Detable,Poznań,,20000-30000,"""SAP"" ""BPMN2"" ""SAP PS""",,/offers/detable-konsultant-wiodacy-sap-ps-poznan
Architekt Korporacyjny (k/m),Architecture,hybrid,senior,PSE S.A.,Warszawa,None-None,,"""TOGAF"" ""Angielski"" ""Architecture"" ""Enterprise Architect""","""ArchiMate"" ""Cybersecurity"" ""ESB"" ""AWS"" ""IBM"" ""Sparx Prolaborate""",/offers/pse-innowacje-sp-z-o-o-architekt-korporacyjny-k-m
Analityk Biznesowo-Systemowy,ERP,hybrid,mid,Totalizator Sportowy,Warszawa,None-None,,"""UML"" ""BPMN"" ""Enterprise Architect""","""SAP""",/offers/totalizator-sportowy-analityk-biznesowo-systemowy-warszawa-330628
Administrator systemów,Admin,hybrid,mid,ASTEK Polska,Wrocław,,18900-21000,"""Red Hat"" ""Linux"" ""Jenkins"" ""Oracle DB"" ""MsSQL"" ""Kubernetes""","""MS Windows Server""",/offers/astek-polska-administrator-systemow
Test Coordinator,Testing,hybrid,senior,ITLT,Warszawa,,21500-25500,"""Manual Testing"" ""Test Cases"" ""API Testing"" ""Automated Testing""",,/offers/itlt-test-coordinator-warszawa-320081
Programista rozwiązań wewnętrznych,Net,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""C#"" ""Web API"" ""Angielski""","""DevOps"" ""Microsoft Azure"" ""Windows / Linux"" ""TFS"" ""Git""",/offers/soneta-sp-z-o-o-programista-rozwiazan-wewnetrznych-krakow
Customer Success Specialist,Support,remote,mid,Heroify,Warszawa,,5000-7000,"""Customer Support""",,/offers/heroify-customer-success-specialist
PrestaShop Developer (Mid / Senior),JS,hybrid,mid,JustIdea Agency,Kraków,,10000-12000,"""CSS"" ""SCSS"" ""PrestaShop"" ""MySQL"" ""PHP"" ""HTML"" ""JavaScript""",,/offers/justidea-agency-prestashop-developer-mid-senior-wieliczka-320684
Information Security and Compliance Specialist,Security,remote,mid,Astec,Zielona Góra,,,"""ISO 27001"" ""SOC 2"" ""GDPR""","""TISAX""",/offers/astec-information-security-and-compliance-specialist
Engineering Team Lead (Internal Engineering),Java,remote,senior,SmartRecruiters Inc.,Kraków,21000-28000,24500-31500,"""Java"" ""Databases"" ""Prometheus"" ""Grafana"" ""SDLC""","""AWS"" ""Python"" ""Bash""",/offers/smartrecruiters-inc-engineering-team-lead-reliability-team
Senior Data Engineer,Python,remote,senior,Aterian,Warszawa,,16112-26988,"""Python"" ""PySpark"" ""PostgreSQL"" ""Databricks""",,/offers/aterian-senior-data-engineer
Data Engineer (ETL pipeline),Data,remote,mid,Primotly,Kraków,,11000-15000,"""SQL"" ""ETL tools"" ""ETL""","""Python""",/offers/primotly-data-engineer-etl-pipeline
Senior Site Reliability Engineer (SRE),DevOps,remote,senior,Product Madness,Warszawa,,22000-27000,"""SRE"" ""DevOps"" ""GCP"" ""Linux / Unix"" ""CI/CD""","""Java"" ""Python"" ""Bash""",/offers/product-madness-site-reliability-engineer-sre-remote-warszawa
Senior QA Engineer - Mobile,Testing,hybrid,senior,Backbase,Kraków,17000-22000,,"""Mobile Apps"" ""Android"" ""iOS"" ""Appium"" ""Swift"" ""Kotlin"" ""XCode"" ""Espresso""",,/offers/backbase-senior-qa-engineer-mobile
Konsultant - Administrator SAP,Admin,hybrid,mid,BUDIMEX,Warszawa,None-None,None-None,"""SAP FI"" ""product owner"" ""Product Management"" ""Agile"" ""JIRA"" ""Scrum"" ""Business Intelligence"" ""Angielski""","""SAP CO""",/offers/budimex-konsultant-administrator-sapc-warszawa
Edytor Interaktywnych Kursów Językowych,Support,hybrid,junior,MPC,Sosnowiec,4242-4242,,"""English""",,/offers/mpc-edytor-interaktywnych-kursow-jezykowych
LLM Engineer,ERP,office,senior,rynekpierwotny.pl,Warszawa,,None-None,"""Python"" ""SQL"" ""LLM""",,/offers/rynekpierwotny-pl-llm-engineer-28efc0ea-1f22-4711-aa9b-7390a9daf6d3
Senior PWA Developer (React),JS,remote,senior,Altimetrik Poland,Kraków,,21000-28000,"""React"" ""HTML"" ""CSS"" ""TypeScript"" ""PWA"" ""TDD"" ""BDD"" ""JSON"" ""Redux"" ""SaaS""",,/offers/altimetrik-poland-senior-pwa-developer-react-krakow
Java Fullstack Developer,Java,remote,mid,Hobly,Warszawa,,18000-24000,"""Spring"" ""Hibernate"" ""SQL"" ""Git"" ""Java"" ""REST"" ""Angular"" ""React"" ""Docker"" ""Kubernetes""",,/offers/hobly-java-fullstack-developer
Python / Azure Developer,Python,hybrid,senior,Talent Hills,Warszawa,23000-27000,,"""Azure"" ""Python"" ""Azure SQL"" ""Azure API"" ""Azure Data Lake"" ""Apache Spark"" ""Apache Kafka""","""Java""",/offers/talent-hills-python-azure-developer
Product Owner (Data Science),PM,hybrid,junior,Silky Coders,Suchy Dwór,None-None,None-None,,"""Analytics"" ""Communication Skills"" ""Agile"" ""Scrum""",/offers/silky-coders-product-owner-data-science-suchy-dwor
Medical Software Engineer (C++),C,office,mid,Human4Human Recruitment,Kraków,22000-26000,,"""C++"" ""STL"" ""UML""","""Automated Testing""",/offers/human4human-recruitment-medical-software-engineer-c
Safety Architect,Security,remote,senior,MindPal,Gdańsk,,25000-30000,"""CISM"" ""CISP"" ""CEH"" ""AWS"" ""GCP"" ""C++"" ""C#"" ""Python"" ""Java"" ""JavaScript""",,/offers/mindpal-safety-architect-gdansk
Network Engineer,Support,office,mid,DSV ISS,Warszawa,None-None,,"""Cisco"" ""Networking"" ""data centre"" ""TCP/IP"" ""Cisco ASR"" ""Cisco Firepower"" ""ASA"" ""Nexus""",,/offers/dsv-iss-network-engineer-warszawa
"Fullstack Developer (React, Node.js)",JS,remote,mid,G2A,Kraków,None-None,None-None,"""React"" ""Node.js"" ""JavaScript"" ""TypeScript"" ""Next.js""","""Docker"" ""Kubernetes""",/offers/g2a-fullstack-developer-react-node-js
Programista ze znajomością bazy Oracle,Net,hybrid,senior,Soneta Sp. z o.o.,Kraków,None-None,None-None,""".Net"" ""C#"" ""Oracle"" ""Git"" ""Analityczne Myślenie""","""Visual Studio"" "".NET Core"" ""Azure DevOps""",/offers/soneta-sp-z-o-o-programista-ze-znajomoscia-bazy-oracle-krakow-323010
Production Engineer,Admin,hybrid,mid,HSBC Service Delivery,Kraków,11000-15000,,"""CI/CD"" ""Jenkins"" ""SOA"" ""Kubernetes"" ""Docker"" ""Kafka"" ""JVM"" ""Spring Boot"" ""Bamboo""",,/offers/hsbc-service-delivery-production-engineer
Platform Engineer with .NET,Net,remote,senior,Scalac,Gdańsk,,20000-30000,""".Net"" ""C#"" ""English"" ""Microservice Architecture""",,/offers/scalac-platform-engineer-with-net
Security SIEM Expert with German,Security,remote,senior,Experis Manpower Group,Warszawa,,36960-42000,"""SIEM"" ""QRadar"" ""Splunk"" ""IDS/IPS"" ""SoC""",,/offers/experis-manpower-group-security-siem-expert-with-german
Konsultant projektu CRM,Analytics,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""Enova365"" ""XML"" ""PL/SQL"" ""testy""","""C#"" ""CRM"" ""ERP""",/offers/soneta-sp-z-o-o-konsultant-projektu-crm-krakow-323000
Data Analyst,Data,remote,senior,Kordian Group sp zoo,Warszawa,None-None,,"""SQL"" ""Data architecture"" ""PowerBi""","""Looker"" ""DBT""",/offers/kordian-group-sp-zoo-data-analyst-warszawa-326309
Java/Scala Software Engineer,Java,remote,senior,HERE Technologies,Kraków,12000-19000,12000-19000,"""Java""","""Scala"" ""AWS"" ""Docker"" ""CI/CD""",/offers/here-technologies-java-scala-software-engineer
Engineering Manager Go/Python - Remote,Python,remote,c_level,itMatch,Warszawa,,None-None,"""Linux"" ""Go"" ""Python"" ""React"" ""Docker"" ""Kubernetes"" ""English""","""SaaS""",/offers/itmatch-engineering-manager-go-python-remote
Application Manual Tester,Testing,hybrid,mid,Alter Solutions Polska,Warszawa,,8400-15120,"""Postman"" ""API Testing"" ""Mobile Apps""",,/offers/alter-solutions-polska-application-manual-tester
IT Manager,PM,hybrid,c_level,Goodvalley Sp. z o.o.,Człuchów,None-None,,"""Angielski"" ""Polski"" ""zarządzanie IT"" ""Microsoft 365"" ""Azure Servers"" ""IoT""","""DevOps"" ""ITIL 4"" ""ukraiński""",/offers/goodvalley-sp-z-o-o-it-manager-czluchow
Senior DevOps/Site Reliability Engineer (SRE),DevOps,remote,senior,Focal Systems,Poznań ,,45000-55000,"""DevOps"" ""SRE"" ""Docker"" ""Kubernetes"" ""Kafka"" ""SQL""",,/offers/focal-systems-senior-devops-site-reliability-engineer-sre-poznan
Senior Python Developer,Python,remote,senior,Skillspark,Warszawa,,18212-21855,"""Python"" ""Git"" ""JavaScript""","""Docker"" ""MySQL"" ""AWS""",/offers/skillspark-senior-python-developer
Platform DevOps Engineer,DevOps,hybrid,mid,DNV,Gdynia,None-None,,"""Azure DevOps"" ""Azure""",,/offers/dnv-platform-devops-engineer
Senior Test Automation Expert,Testing,hybrid,senior,Rödl & Partner,Gdańsk,None-None,None-None,"""GUI"" ""Test Automation"" ""XML"" ""REST""","""Java"" ""JavaScript"" ""UiPath""",/offers/rodl-partner-senior-test-automation-expert
Młodszy Inżynier Service Desk,Support,hybrid,mid,GTV Poland,Pruszków,None-None,,"""MS Office"" ""Active Directory"" ""Angielski"" ""sieci LAN, WAN, Wi-Fi,""","""obsługa klienta""",/offers/gtv-poland-mlodszy-inzynier-service-desk
Mobile Device Tester with Danish,Testing,hybrid,mid,Samsung R&D Institute Poland,Warszawa,None-None,,,"""Android""",/offers/samsung-r-d-institute-poland-mobile-device-tester-with-danish
Junior Full Stack Developer,JS,hybrid,junior,Pragmatic Coders,Kraków,,8400-12600,,"""TypeScript"" ""JavaScript"" ""React"" ""Node.js"" ""AWS""",/offers/pragmatic-coders-full-stack-developer
Programista .NET,Net,remote,mid,Currenda Sp. z o.o.,Sopot,9000-12000,11000-14000,"""C#"" ""ASP.NET Core"" "".Net"" ""PostgreSQL"" ""MS SQL"" ""XML"" ""Git""","""Docker"" ""Microsoft Azure""",/offers/currenda-sp-z-o-o-programista-net-sopot
Senior Platform Engineer (relocation to MY or CY),Python,remote,senior,Exness,Barcelona,None-None,,"""Python"" ""Golang"" ""Kubernetes"" ""CI/CD"" ""Docker"" ""Grafana"" ""Prometheus"" ""ELK""",,/offers/exness-senior-platform-engineer-barcelona
Senior Mulesoft Administrator,Admin,remote,senior,Altimetrik Poland,Warszawa,,23000-28000,"""System Administration"" ""OpenShift"" ""Docker"" ""AWS"" ""Ansible"" ""MuleSoft"" ""English""",,/offers/altimetrik-poland-senior-mulesoft-administrator
Architekt Danych,Data,hybrid,senior,Leroy Merlin Polska,Warszawa,15000-22600,,"""Collibra"" ""Enterprise Architect""",,/offers/leroy-merlin-polska-architekt-danych-warszawa
Administrator IT,Admin,hybrid,mid,GTV Poland,Pruszków,None-None,,"""GTV"" ""Service Desk"" ""Angielski""",,/offers/gtv-poland-administrator-it
C++ Developer,C,remote,mid,Optimo Development,Łódź,,15000-20000,"""C++"" ""Linux / Unix"" ""MySQL / NoSQL"" ""GIT / SVN""",,/offers/optimo-development-c-developer-a6385737-5547-4e5c-ae31-e0a30853381a
Specjalista / Specjalistka ds. monitorowania systemów IT,Admin,hybrid,mid,Centralny Ośrodek Informatyki,Piaseczno,7200-9000,,"""Linux"" ""RPA"" ""Nagios"" ""ManageEngine""","""Python"" ""Bash""",/offers/centralny-osrodekinformatyki-specjalista-specjalistka-ds-monitorowania-systemow-it-piaseczno
Programista Java Regular,Java,remote,mid,SOLID MCG,Kraków,None-None,,"""Java 11"" ""REST"" ""Spring"" ""JPA"" ""Hibernate"" ""ActiveMQ"" ""JMS"" ""SQL"" ""Maven""",,/offers/solid-mcg-programista-java-regular
IT Business Application Manager,PM,hybrid,senior,Roland,Włocławek,None-None,None-None,"""SAP"" ""Project Management""",,/offers/roland-it-business-application-manager-kuny
Konsultant Serwisowy SAP FI,ERP,remote,mid,SI-Consulting,Wrocław,None-None,,"""SAP FI"" ""SAP CO""","""SAP AA""",/offers/si-consulting-konsultant-serwisowy-sap-fi
Java Developer with React,Java,remote,senior,iRonin.IT,Kraków,,22000-28000,"""Java 8+"" ""Spring"" ""React"" ""Spring Boot"" ""Linux"" ""JavaScript"" ""Spring Boot Security""","""Python""",/offers/ironin-it-java-developer-with-react-krakow-322840
Technical Support Manager ,Support,hybrid,senior,XPERI Poland,Wrocław,None-None,None-None,"""Troubleshooting"" ""JavaScript"" ""HTML"" ""CSS""",,/offers/xperi-poland-technical-account-manager-wroclaw
