Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Cloud Solutions Presales,DevOps,hybrid,mid,Oktawave,Warszawa,None-None,,"""Azure"" ""AWS"" ""GCP""",,/offers/oktawave-cloud-solutions-presales
Investment Compliance Specialist,Analytics,office,mid,BNP Paribas SA oddział w Polsce,Warszawa,None-None,,"""English"" ""Problem Solving"" ""Microsoft Office""","""French""",/offers/bnp-paribas-sa-investment-compliance-specialist
Cloud Platform Engineer,DevOps,remote,senior,EcoVadis,Warszawa,,None-None,""".Net"" ""C#"" ""CI/CD"" ""Azure DevOps""",,/offers/ecovadis-cloud-platform-engineer
DWH Developer,Data,remote,junior,InfiniteDATA,Warszawa,8000-11500,10000-15000,"""SQL"" ""ETL"" ""Bash Scripting"" ""DWH"" ""Teradata""",,/offers/infinitedata-dwh-developer-warszawa-322579
Senior Backend Engineer (C# and Python),Net,hybrid,senior,STATSCORE Sp. z o.o.,Jastrzębie-Zdroj,18000-23000,21600-27600,"""C#"" "".Net"" "".NET Core"" ""Python"" ""Kafka"" ""RabbitMQ"" ""AWS"" ""English""",,/offers/statscore-sp-z-o-o-senior-backend-engineer-c-and-python-jastrzebie-zdroj-332402
Junior Java Developer,Java,hybrid,junior,Asseco Data Systems,Koszalin,None-None,None-None,,"""Java 8+"" ""SQL"" ""Git"" ""SVN""",/offers/asseco-data-systems-junior-java-developer-koszalin-327452
Platform Engineer with .NET,Net,remote,senior,Scalac,Gdańsk,,20000-30000,""".Net"" ""C#"" ""English"" ""Microservice Architecture""",,/offers/scalac-platform-engineer-with-net
Senior DevOps Engineer,DevOps,hybrid,senior,Procter & Gamble,Warsaw,None-None,,"""Azure DevOps"" ""Microsoft Azure Cloud"" ""Kubernetes"" ""CI/CD"" ""Docker"" ""Agile""",,/offers/procter-gamble-senior-devops-engineer
Wordpress + Next.js Developer [FULL TIME lub PART TIME],JS,remote,mid,Hello World! Sp. z o.o.,Warszawa,,9500-13000,"""WordPress"" ""Next.js"" ""React""",,/offers/hello-world-sp-z-o-o-wordpress-next-js-developer-full-time-lub-part-time
DevOps Engineer,DevOps,hybrid,senior,STEPWISE,Warszawa,,25000-30000,"""GCP"" ""Terraform"" ""Docker"" ""GitHub"" ""Kubernetes"" ""Helm"" ""GitOPS""",,/offers/stepwise-devops-engineer-warszawa-307189
Senior Data Engineer,Data,remote,senior,Rite NRG,Kraków,26800-35000,25600-32000,"""SQL"" ""AWS"" ""Snowflake"" ""ETL"" ""Python""","""Kafka""",/offers/rite-nrg-senior-data-engineer-warszawa
IBM B2B Sterling Administrator,Admin,remote,mid,WIPRO,Poland (Remote),None-None,None-None,"""IBM Sterling"" ""IBM Connect:Direct""",,/offers/wipro-ibm-b2b-sterling-administrator
Solutions Architect,Architecture,hybrid,senior,KUBO,Warszawa,,20000-27000,"""Agile"" ""Microservices""","""Java"" ""AngularJS""",/offers/kubo-solutions-architect
Java/Kotlin Developer - Testing Automation,Java,office,senior,LeoVegas,Warszawa,19000-23000,23000-28000,"""Java"" ""MySQL""","""Kafka"" ""Jenkins"" ""Kotlin"" ""TypeScript"" ""Mabl"" ""Postman""",/offers/leovegas-java-kotlin-developer-testing-automation
Angular Developer,JS,remote,mid,Nexio Management,Warszawa,None-None,None-None,"""Angular 2+"" ""HTML5 / CSS3""","""TypeScript""",/offers/nexio-management-angular-developer-warszawa
Engineering Manager,PHP,remote,senior,MODIVO S.A.,Kraków,None-None,None-None,"""Java""",,/offers/modivo-s-a-engineering-manager-krakow-324074
SAP ECP Business Analyst,ERP,remote,mid,Ryanair Labs,Wrocław,None-None,None-None,"""HRIS"" ""Payroll"" ""Analytical Thinking"" ""English""",,/offers/ryanair-labs-sap-ecp-business-analyst
Scala Developer,Scala,hybrid,mid,Accenture,Warszawa,None-None,,"""Scala"" ""Spark"" ""Hadoop"" ""ETL"" ""REST API""",,/offers/accenture-scala-developer
Senior Fullstack Developer,Java,hybrid,senior,DCG,Kraków,20000-22750,,"""Angular 2+"" ""Java"" ""TypeScript"" ""Hibernate""",,/offers/dcg-senior-fullstack-developer-krakow-327942
Senior Citrix Engineer,Admin,hybrid,senior,DCV Technologies,Kraków,,23868-25944,"""Citrix"" ""XenApp"" ""NetScaler"" ""PowerShell Scripting"" ""Windows Server"" ""VMware ESXi"" ""SCCM""",,/offers/dcv-technologies-senior-citrix-engineer
System & Application Security Specialist,Security,remote,mid,Rentals United,Warszawa,,None-None,"""IT Security"" ""Cybersecurity"" ""Information Security"" ""GDPR"" ""SOC 2"" ""PCI SSC"" ""Amazon AWS"" ""ISO security standards""","""penetration testing"" ""Vanta""",/offers/rentals-united-system-application-security-specialist-warszawa-325166
Product Owner,PM,hybrid,mid,Caterings,Warszawa,,12000-16000,"""Product Management"" ""Project Management"" ""Analytical Thinking""",,/offers/caterings-product-owner
Dynamics 365 F&O / Dynamics AX Developer,ERP,office,mid,INLOGICA,Poznań,10000-16500,12000-20000,"""Microsoft Dynamics 365"" ""Microsoft Dynamics AX"" ""English"" ""Microsoft SQL Server""",""".Net"" ""C#"" ""C++"" ""Microsoft Power Platform""",/offers/inlogica-dynamics-365-f-o-dynamics-ax-developer
Specjalista ds. Procesów i Jakości,Analytics,hybrid,mid,Super-Pharm,Warszawa,None-None,,"""zdolności analityczne"" ""myślenie koncepcyjne"" ""Komunikacja z biznesem"" ""Angielski"" ""Procesy retail""","""BPMN"" ""UML""",/offers/super-pharm-specjalista-ds-procesow-i-jakosci
SAP FI/CO Consultant,ERP,remote,senior,Link Group,Warszawa,,25200-31000,"""SAP"" ""SAP FI"" ""SAP CO""",,/offers/link-group-sap-fi-co-consultant
SAP Developer,ERP,remote,senior,GSD SOFTWARE,Łódź,,22000-29000,"""SAP CI"" ""SAP CC"" ""SAP"" ""SAP HANA""",,/offers/gsd-software-sap-developer
Administrator Sieci LAN/WAN,Admin,hybrid,mid,Polkomtel Sp. z o. o.,Warszawa,None-None,,"""LAN/WAN"" ""Wlan"" ""VPN"" ""Cisco""",,/offers/polkomtel-sp-z-o-o-administrator-sieci-lan-wan-warszawa
Senior Clinical Data Review Specialist,Data,hybrid,senior,KUBO,Gdańsk,None-None,,"""Data"" ""JReview""",,/offers/kubo-senior-clinical-data-review-specialist
Head of Engineering,Python,remote,c_level,Szkoła w Chmurze,Warszawa,,None-None,"""Django Rest Framework"" ""Tech Lead""",,/offers/szkola-w-chmurze-head-of-engineering-warszawa
.NET Developer (Senior),Net,office,senior,InfoFinder,Sosnowiec,,None-None,""".Net"" ""MsSQL"" ""WPF"" ""Entity Framework"" ""Blazor"" ""C#"" ""ASP.NET Core"" ""IIS""","""GraphQL"" ""Azure DevOps""",/offers/infofinder-net-developer-senior-sosnowiec
Mid/Senior Fullstack Developer,Java,hybrid,mid,Clurgo,Gdynia,,20160-25200,"""Java"" ""Spring Boot"" ""Hibernate"" ""Maven"" ""PostgreSQL"" ""MongoDB""","""Kafka"" ""React"" ""Next.js"" ""TypeScript""",/offers/clurgo-mid-senior-fullstack-developer-gdynia
Web Developer,DevOps,remote,mid,CodeTwo sp. z o.o. sp. k.,Jelenia Góra,10000-17000,10000-17000,"""React"" ""JavaScript"" ""C#"" ""CSS"" ""Visual Studio""","""ASP.NET"" ""Azure""",/offers/codetwo-sp-z-o-o-sp-k-web-developer
Konsultant/ka AI,Other,remote,senior,KRUK S.A,Wrocław,None-None,None-None,"""AI""",,/offers/kruk-s-a-konsultant-ka-ai
Mid-Level Product Designer,UX/UI,hybrid,mid,Accenture,Warsaw,None-None,,"""Figma"" ""InVision"" ""Sketch""",,/offers/accenture-mid-level-product-designer
Młodszy Specjalista ds. Obsługi Klienta,Support,hybrid,junior,cyber_Folks S.A.,Rzeszów,None-None,,,"""Customer Support"" ""WordPress"" ""Joomla"" ""PrestaShop""",/offers/cyber_folks-s-a-mlodszy-specjalista-ds-obslugi-klienta-rzeszow-330103
IT security specialist (dev/SDLC),Security,remote,mid,mBank,Warszawa,None-None,,"""SDLC"" ""IT Security""",,/offers/mbank-it-security-specialist-dev-sdlc
Full-Stack Developer in IAM Team,Net,remote,senior,Islandsbanki,Warszawa,,24000-27000,""".NET Core"" ""C#"" ""Angular"" ""Azure DevOps"" ""Docker"" ""Kubernetes"" ""MsSQL"" ""IAM""",,/offers/islandsbanki-full-stack-developer-in-iam-team
Senior Symfony Full Stack Developer,PHP,remote,senior,Polcode,Warszawa,14000-17500,17000-21000,"""Symfony"" ""PHP"" ""ReactJS"" ""Vue.js"" ""English""",,/offers/polcode-senior-symfony-full-stack-developer
Remote Senior Frontend Developer,JS,remote,senior,Shift4,Gdańsk,,25000-32000,"""React"" ""JavaScript"" ""ES7"" ""TypeScript"" ""SCSS""","""Cypress""",/offers/shift4-remote-senior-frontend-developer-gdansk
Automation Quality Assurance Specialist,Testing,remote,mid,Monogo Sp. z o.o.,Wrocław,9000-14000,9000-16000,"""Scrum"" ""Agile"" ""Waterfall"" ""Git""","""Selenium"" ""Cypress"" ""CI/CD"" ""JMeter""",/offers/monogo-sp-z-o-o-automation-quality-assurance-specialist-wroclaw
Single Sign-On (SSO) Specialist,Admin,hybrid,mid,o4b Sp. z o.o.,Lublin,6000-13000,8000-18000,"""SSO"" ""zarządzanie integracjami"" ""SAML"" ""API"" ""Cybersecurity"" ""Azure AD"" ""WSO2"" ""Okta""","""MFA"" ""Kubernetes""",/offers/o4b-sp-z-o-o-single-sign-on-sso-specialist-lublin
Infrastructure Administrator,Admin,hybrid,mid,BEST S.A.,Gdańsk,None-None,None-None,"""Microsoft 365"" ""VMware"" ""Windows"" ""Powershell"" ""PowerApps"" ""Microsoft Azure""",,/offers/best-s-a-infrastructure-administrator-gdansk
Java Developer,Java,hybrid,mid,Talent Hills,Warszawa,13000-20000,,"""Java"" ""JEE"" ""Spring"" ""SQL"" ""Linux"" ""AWS"" ""Docker""","""Apache Kafka"" ""JavaScript""",/offers/talent-hills-java-developer-warszawa-326841
Lead Cloud Security Engineer (Remote),Security,remote,senior,Shaped Thoughts,Warszawa,,32000-39000,"""AWS"" ""OWASP""","""Python"" ""PostgreSQL""",/offers/shaped-thoughts-lead-cloud-security-engineer-remote
Senior DevOps Engineer,DevOps,remote,senior,SmartWays Recruitment,"Krakow, Lesser Poland",22000-27000,25000-35000,"""AWS"" ""Azure"" ""Terraform"" ""Kubernetes"" ""Python"" ""CI/CD"" ""Powershell"" ""Oracle DB"" ""Unit Testing"" ""TDD""",,/offers/smartways-recruitment-senior-devops-engineer
.Net Developer based in Sweden,Net,office,mid,Netguru,Gothenburg,,25425-29057,"""English"" ""C#"" "".NET Core"" "".Net Framework"" ""SQL""",,/offers/netguru-net-developer-based-in-sweden
Business Manager,PM,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""Business Analysis"" ""Oracle"" ""Finances"" ""MS Office""",,/offers/hsbc-service-delivery-business-manager
Cloud Architect (wage in € option),Architecture,remote,senior,Unikie,Warszawa,,20000-30000,"""AWS"" ""GCP"" ""English""",,/offers/unikie-cloud-architect-wage-in-option-warszawa
Administrator systemów IT / Helpdesk,Admin,hybrid,mid,ITTI,Poznań,None-None,,"""Linux"" ""Windows"" ""LAN/TCP/IP""","""Active Directory"" ""Wirtualizacja"" ""Bash""",/offers/itti-administrator-systemow-it-helpdesk
Network Specialist,Admin,hybrid,mid,Randstad Polska Sp. z o.o.,Kraków,12000-21500,,"""Cloud"" ""Azure"" ""LAN"" ""Cisco"" ""Networks"" ""AWS"" ""Firewall"" ""Security""",,/offers/randstad-polska-sp-z-o-o-network-engineer-krakow
Senior .NET Developer,Net,hybrid,senior,Digital Care Sp.z.o.o.,Warszawa,None-None,None-None,"""ASP.NET Core"" ""Angular"" ""Microsoft Azure Cloud"" ""REST"" ""SOAP"" ""MS SQL"" ""SQL""","""JavaScript"" ""TypeScript"" ""ES6+""",/offers/digital-care-sp-z-o-o-net-developer
Menedżer ds. Zarządzania Tożsamością i Dostępem,Security,hybrid,senior,ERGO Hestia,Sopot,None-None,,"""IGA"" ""PIM/PAM"" ""IAM""",,/offers/ergo-hestia-menedzer-ds-zarzadzania-tozsamoscia-i-dostepem
Samodzielny Konsultant SAP HR,ERP,hybrid,mid,KPMG,Warszawa,None-None,,"""Analityczne Myślenie"" ""English"" ""SAP HR""",,/offers/kpmg-samodzielny-konsultant-sap-hr-warszawa-319557
"Senior Associate, Product Management",Data,hybrid,mid,BNY Mellon Poland Sp. z o.o.,Wrocław,None-None,,"""Microsoft SQL"" ""Data Integration""","""ETL"" ""Kafka"" ""Microservices"" ""Snowflake""",/offers/bny-mellon-poland-sp-z-o-o-senior-associate-product-management
Software Architect (Embedded),Architecture,hybrid,senior,Winged IT,Warszawa,None-None,,"""C++"" ""UML"" ""SysML"" ""CI/CD"" ""Docker"" ""Bash""","""Autosar"" ""Python"" ""Jenkins"" ""GitHub""",/offers/winged-it-software-architect-embedded
QA Engineer,C,remote,mid,Software Interactive Sp. z o.o.,Sosnowiec,,8000-15000,"""English"" ""C++""","""Linux""",/offers/software-interactive-sp-z-o-o-qa-engineer-8629225c-ac1d-4142-b300-81ea4bcf602f
Team Lead - Carfax US,Java,hybrid,senior,S&P Global,Gdynia,20000-30000,,"""Java"" ""Team Leadership""","""AWS"" ""React"" ""Kotlin"" ""GitLab"" ""Spring""",/offers/s-p-global-team-lead-carfax-us-gdynia
Lead Java Engineer,Java,remote,senior,N-iX,Poznań,,25737-26925,"""Java"" ""Maven"" ""Kafka"" ""AWS"" ""Front-End""",,/offers/n-ix-lead-java-engineer-poznan
Senior Back-End Java Developer,Java,hybrid,senior,DSV ISS,Warszawa,None-None,,"""Java"" ""Kafka"" ""MongoDB"" ""PostreSQL"" ""OIDC"" ""Docker"" ""Kubernetes"" ""ELK Stack"" ""CI/CD"" ""Azure DevOps""",,/offers/dsv-iss-senior-back-end-java-developer-warszawa
Mid Full Stack Engineer,Java,hybrid,mid,Cognizant,Warszawa,13000-19000,,"""Java"" ""Java 11"" ""Java 8"" ""Java 8+"" ""Angular""","""TypeScript"" ""SQL"" ""PostgreSQL"" ""MsSQL""",/offers/cognizant-mid-full-stack-engineer
Automation Software Tester,Testing,remote,mid,Profitroom,Poznań,8000-11500,9600-13800,"""Cypress"" ""SQL""",,/offers/profitroom-automation-software-tester
Embedded Software Engineer,C,hybrid,mid,Rainlabs Services Sp.z o.o.,Kraków,11000-16000,16800-28560,"""CMake"" ""Linux"" ""C++"" ""English""","""QNX"" ""gRPC"" ""SOME/IP"" ""DOIP"" ""UDS"" ""ProtoBuf""",/offers/rainlabs-services-sp-z-o-o-embedded-software-engineer
Symfony PHP Developer,PHP,hybrid,mid,CFI/ELEARNDEV sp. z o.o.,Warszawa,,18000-25000,"""PHP"" ""Symfony"" ""SQL"" ""LEMP"" ""TDD"" ""SOLID Principles"" ""Docker""","""Amazon AWS""",/offers/cfi-elearndev-sp-z-o-o-symfony-php-developer
Senior Frontend developer,JS,remote,senior,Emoti Group,Wrocław,,19458-21620,"""JS"" ""HTML5"" ""CSS"" ""SCSS"" ""React"" ""NextJS"" ""TypeScript""",,/offers/emoti-group-senior-frontend-developer-wroclaw
Lead Application Support Specialist (Lead SRE),Other,hybrid,mid,Thomson Reuters,Gdańsk,None-None,,,"""Web Applications""",/offers/thomson-reuters-lead-application-support-specialist-lead-sre
Application Expert/ System Analyst,Analytics,hybrid,mid,Lyreco Advantage,Gdańsk,None-None,,"""English"" ""Agile"" ""SQL""",,/offers/lyreco-advantage-application-expert-system-analyst
Analityk/Tester IT,Analytics,office,junior,Experis Manpower Group,Warszawa,8000-10000,,"""MS Excel"" ""Manual Testing""",,/offers/experis-manpower-group-anality-tester-it
Senior QA C#,Testing,hybrid,senior,RITS Professional Services,Kraków,,None-None,"""C#"" ""T-SQL"" ""Bitbucket"" ""NUnit""",,/offers/rits-professional-services-senior-qa-c
IAM Azure Technical Lead,DevOps,hybrid,senior,DCV Technologies,Kraków,,30000-32000,"""Powershell"" ""Azure""",,/offers/dcv-technologies-iam-azure-technical-lead
Freelancer - IT Support,Support,office,mid,Craon.pl,Gdańsk,,None-None,"""LAN"" ""CCNA""","""MySQL"" ""Oracle"" ""VMware""",/offers/craon-pl-freelancer-it-support-gdansk
Specjalista ds. Serwisu i Wsparcia IT,Support,office,junior,Lidl Polska sp. z o.o.,Rusocin,None-None,,,"""angielski/niemiecki"" ""Service Desk"" ""Help Desk"" ""Customer Service""",/offers/lidl-polska-sp-z-o-o-specjalista-ds-serwisu-i-wsparcia-it
Analityk Systemowy IT w Zespole Rozwoju IKO,Analytics,hybrid,mid,PKO Bank Polski,Warszawa,None-None,None-None,"""UML"" ""SQL"" ""JIRA"" ""Confluence""",,/offers/pko-bank-polski-analityk-systemowy-it-w-zespole-rozwoju-iko
Data Analyst (Delivery Experience Finance & Controlling),Data,hybrid,mid,Allegro,Poznań,None-None,,"""SQL"" ""Analytical Thinking"" ""English""",,/offers/allegro-data-analyst-delivery-experience-finance-controlling
Data Engineer,Data,remote,mid,Tpay,Poznań,17500-23000,17500-23000,"""ETL/ELT"" ""Data modeling"" ""Data Warehousing"" ""SQL"" ""Cloud""","""BI"" ""GCP"" ""Kafka""",/offers/tpay-data-engineer-poznan
DevOps Expert,DevOps,remote,senior,DevsData LLC,Kraków,,31676-43555,"""Ansible"" ""Puppet"" ""Docker"" ""Kubernetes"" ""Python"" ""Groovy"" ""Bash"" ""Go"" ""GitHub"" ""CI""",,/offers/devsdata-llc-devops-expert-krakow
IT Service Manager (Document Services),Support,hybrid,mid,ERGO Technology & Services,Warszawa,None-None,,"""German"" ""English"" ""Service Management"" ""Communication Skills"" ""Process management"" ""Solution Design"" ""Mainframe programming"" ""DB2""",,/offers/ergo-technology-services-it-service-manager-document-services
DevOps / Inżynier(-ka) systemowy(-a),DevOps,hybrid,mid,mBank,Warszawa,None-None,,"""SQL"" ""SQL Server"" ""Powershell"" ""VBS""","""Azure DevOps"" ""ASP.NET""",/offers/mbank-devops-inzynier-ka-systemowy-a
System Analyst for AI Platform,Data,remote,senior,STEPWISE,Warszawa,,15000-22000,"""REST API"" ""Business Intelligence"" ""Business Analysis"" ""English""","""LLM""",/offers/stepwise-system-analyst-for-ai-platform-warszawa
Project Manager E-commerce,PM,remote,mid,Tebim,Kraków,5000-9000,7000-12000,"""PM"" ""Project Management"" ""E-commerce"" ""Scrum"" ""Testing"" ""Writing Test Scenarios""","""Agile""",/offers/tebim-project-manager-e-commerce-krakow-333520
Software Engineer - Mendix (low-code) expert,Other,remote,senior,Tietoevry,Wrocław,None-None,None-None,"""Mendix"" ""Software Development"" ""English"" ""Java/JavaScript""",,/offers/tietoevry-software-engineer-mendix-low-code-expert
Specjalista / Ekspert ds. narzędzi monitoringu IT,Admin,hybrid,mid,PKO Bank Polski,Warszawa,None-None,,"""Linux / Unix""","""Grafana"" ""GCP"" ""Azure"" ""Zabbix""",/offers/pko-bank-polski-specjalista-ekspert-ds-narzedzi-monitoringu-it
Senior Salesforce Developer,Other,remote,senior,SwingDev,Kraków,,24000-30000,"""Salesforce"" ""Apex"" ""Visualforce"" ""LWC""",,/offers/swingdev-senior-salesforce-developer-krakow-331225
Senior Software Engineer (m/f/d),Java,office,senior,DATEV,Warszawa,18000-32000,,"""Spring Boot"" ""Angular"" ""Kafka"" ""PostgreSQL"" ""MongoDB"" ""Git"" ""Jenkins"" ""Maven"" ""JPA""",,/offers/datev-senior-software-engineer-m-f-d
IT Project Manager - Banking 💰,PM,hybrid,mid,ITDS,Warsaw,12000-15000,16000-20000,"""MS Office 365"" ""TAX"" ""Accounting"" ""Agile""",,/offers/itds-it-project-manager-banking
Zabbix DevOps Engineer,DevOps,hybrid,senior,WASKO S.A.,Gliwice,8000-16000,8000-16000,"""Zabbix"" ""MuleSoft"" ""WSO2"" ""Web Services"" ""SQL""",,/offers/wasko-s-a-zabbix-devops-engineer
Senior Java Developer,Java,remote,senior,Asseco Data Systems,Łódź,None-None,None-None,"""Java"" ""Git"" ""Hibernate"" ""Maven""",,/offers/asseco-data-systems-senior-java-developer-lodz-334240
Site Reliability Engineer - BugSnag,DevOps,remote,mid,SmartBear,Wrocław,14000-17000,17000-21000,"""Microservice Architecture"" ""Linux"" ""Software Development"" ""GCP"" ""Databases""","""DevOps""",/offers/smartbear-site-reliability-engineer-bugsnag-wroclaw-315797
Chief Project Electronics Engineer,Architecture,office,c_level,Human4Human Recruitment,Kraków,28000-34000,,"""Architecture"" ""Software Architecture""",,/offers/human4human-recruitment-chief-project-electronics-engineer
Developer Microsoft CMR,Admin,office,mid,Onninen,Teolin,None-None,,"""Microsoft Dynamics® CRM 2015"" ""SQLServer"" "".NET C#""","""Microsoft Dynamics 365"" ""SAP ERP"" ""AS400""",/offers/onninen-senior-developer-microsoft-crm-teolin
React Developer German language*,JS,remote,mid,MindPal,Gdańsk,,None-None,"""JavaScript"" ""React"" ""TypeScript""",,/offers/mindpal-react-developer-german-language-gdansk
Senior iOS Developer,Mobile,remote,senior,Silky Coders,Gdańsk,None-None,None-None,"""iOS"" ""Git"" ""REST API"" ""Swift""",,/offers/silky-coders-senior-ios-developer-gdansk
"Praktyki w obszarze IT (PHP, JAVA, SQL, C++, Python, JavaScript)",Other,remote,junior,Accenture,Warszawa,,,"""programming basics"" ""English""","""SQL""",/offers/accenture-praktyki-w-obszarze-it-php-java-sql-c-python-javascript
Inżynier / Inżynierka ds. Bezpieczeństwa IT w Chmurze,Data,hybrid,senior,PwC Polska,Kraków,None-None,,"""GCP"" ""Azure"" ""IT Security"" ""NIST"" ""ISO 27001"" ""Zero Trust"" ""DevOps""","""AWS""",/offers/pwc-polska-inzynier-inzynierka-ds-bezpieczenstwa-it-w-chmurze
Remote Java Developer,Java,remote,mid,CDQ,Warszawa,10000-16000,11800-18500,"""Java"" ""Spring Boot"" ""SQL""","""RabbitMQ"" ""Kafka"" ""Swagger"" ""MariaDB"" ""Fuseki"" ""SPARQL"" ""Redis""",/offers/cdq-remote-java-developer
Senior Data Engineer,Python,hybrid,senior,BCF Software Sp. z o.o.,Poznań,,None-None,"""Python"" ""Databricks platform"" ""AWS or Azure"" ""ML Development""","""C/C++"" ""Java""",/offers/bcf-software-sp-z-o-o-senior-data-engineer-poznan
Fullstack Developer .NET & Angular,JS,remote,mid,Directio,Warszawa,16500-20000,21500-28500,""".Net"" ""Azure"" ""MS SQL"" ""Angular""",,/offers/directio-fullstack-developer-net-angular
Skrypter/Skrypterka,HTML,hybrid,mid,Ipsos Sp. z o.o.,Warszawa,None-None,,"""MS Office"" ""j. angielski"" ""JavaScript"" ""HTML"" ""VBA""",,/offers/ipsos-sp-z-o-o-skrypter-skrypterka-warszawa-332430
IT Security Consultant (Cyber Security),Security,office,mid,Bosch Polska,Warszawa,None-None,,"""Windows"" ""CISSP"" ""OSCP""",,/offers/bosch-polska-it-security-consultant-cyber-security
DevOps Engineer,DevOps,hybrid,mid,Beesafe,Warszawa,,13000-20000,"""Azure DevOps"" ""Ansible"" ""Terraform"" ""Docker"" ""Kubernetes"" ""Prometheus"" ""Grafana"" ""ELK""","""Bash"" ""Python""",/offers/beesafe-devops-engineer
Senior PHP Developer,PHP,office,senior,Centra,Wrocław,15000-20000,18000-24000,"""PHP"" ""OOP"" ""MySQL"" ""Elasticsearch""","""GraphQL""",/offers/centra-senior-php-developer
Lead Cloud Engineer (AWS),DevOps,remote,c_level,7N,Gdańsk,,36960-40320,"""AWS"" ""Python"" ""CI/CD"" ""Docker"" ""TypeScript""","""Lake Formation""",/offers/7n-lead-cloud-engineer-aws-gdansk
Senior Java Developer,Java,remote,senior,Awareson Sp. z o.o.,Warszawa,,28500-31000,"""Java"" ""Spring"" ""Apache Kafka"" ""Docker"" ""Kubernetes""","""Flink"" ""Spark""",/offers/awareson-sp-z-o-o-senior-java-developer-warszawa
IT internship with French,Admin,remote,junior,Accenture,Katowice,,,"""English"" ""French"" ""Polish""","""Windows Server admin."" ""SQL"" ""programming basics""",/offers/accenture-it-internship-with-french
Research Developer - Cloud Solutions,Other,hybrid,junior,CloudFerro S.A.,Warszawa,10000-15000,10000-15000,"""English"" ""Communication Skills""","""Open source"" ""OpenStack"" ""Python"" ""Kubernetes"" ""Linux"" ""Docker"" ""Prometheus"" ""MySQL""",/offers/cloudferro-s-a-research-developer-cloud-solutions
Programistka/programista .Net C#,Net,remote,senior,Aon,Warszawa,,13500-20160,""".NET C#"" ""WinForms"" ""SQL""","""ASP.NET"" ""Python"" ""DevExpress""",/offers/aon-programistka-programista-net-c-warszawa
Senior Software Engineer,Java,remote,senior,Marcura,Warszawa,,None-None,"""Spring"" ""Java"" ""SQL"" ""NoSQL"" ""Docker""","""Python"" ""Angular""",/offers/marcura-senior-software-engineer-frontend-poland-remote
.NET Developer,Net,hybrid,senior,Schibsted,Gdańsk,12000-24000,14400-28800,"""C#"" "".Net"" ""Microservices""",,/offers/schibsted-net-developer-krakow
SAP Authorization Development Specialist,ERP,remote,mid,Schaeffler Global Services Europe Sp. z o.o.,Kraków,None-None,,"""SAP"" ""SAP Authorizations""","""SAP HANA""",/offers/schaeffler-sap-authorization-development-specialist-krakow
AI Engineer,Other,hybrid,mid,BoomBit S.A.,Gdańsk,None-None,None-None,"""AI"" ""LLM text models"" ""text-to-image AI tools"" ""workflows AI tools""",,/offers/boombit-s-a-ai-engineer
Specjalista w zakresie facility CPD,Other,hybrid,mid,ORLEN S.A.,Płock,,None-None,"""Operator DC"" ""uprawnienia energet. G1"" ""facility CPD""",,/offers/orlen-s-a-specjalista-w-zakresie-facility-cpd
Java Developer,Java,remote,mid,CrustLab,Kraków,,15200-20160,"""Java"" ""API Design"" ""message queues"" ""Spring Boot"" ""SQL"" ""NoSQL""","""DDD"" ""Event sourcing"" ""Kafka"" ""Akka""",/offers/crustlab-java-developer-krakow-324923
AWS Architect (Security),Architecture,remote,senior,emagine Polska,Warszawa,,30240-36960,"""AWS"" ""Security"" ""Datalog, Splunk, Prisma"" ""Risk Management"" ""Python"" ""TypeScript"" ""AWS CDK""",,/offers/emagine-polska-aws-architect-security-warszawa
Digital (Web) Analyst,Analytics,remote,mid,AirHelp,Kraków,None-None,None-None,"""Google Tag Manager"" ""GTM"" ""Google Analytics"" ""BI""","""G4A"" ""JS"" ""HTML""",/offers/airhelp-digital-web-analyst
Frontend Developer (React),JS,remote,mid,Fast White Cat,Szczecin,,16000-20000,"""React"" ""JavaScript"" ""GraphQL"" ""Webpack"" ""Redux"" ""Git""","""Cypress"" ""PWA Studio""",/offers/fast-white-cat-frontend-developer-react-szczecin
AI Team Lead,PM,remote,senior,C&F,Warszawa,None-None,None-None,"""Communication Skills"" ""Team Leadership"" ""Machine Learning"" ""AI"" ""English"" ""GenAI""",,/offers/c-f-s-a-ai-team-lead-warszawa-325448
Senior Fullstack Engineer,DevOps,office,senior,Dynatrace,Gdańsk,16000-24000,,,"""Java"" ""AWS"" ""CI/CD"" ""English""",/offers/dynatrace-senior-fullstack-engineer
Software Engineering Manager,Architecture,hybrid,senior,Lyreco Advantage,Gdańsk,None-None,None-None,"""English""",,/offers/lyreco-advantage-software-engineering-manager-gdansk-331979
Konsultant ds. wydajności oprogramowania ERP,ERP,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,""".Net"" ""SQL"" ""Analityczne Myślenie"" ""Visual Studio""","""MS SQL""",/offers/soneta-sp-z-o-o-konsultant-ds-wydajnosci-oprogramowania-erp-krakow
Entry ServiceNow Specialist,Support,hybrid,junior,Arla,Gdańsk,None-None,,"""ServiceNow""","""JavaScript""",/offers/arla-entry-servicenow-specialist-gdansk
