Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Principal Application Java Architect - Crew Manager,Architecture,hybrid,senior,CAE Flight Services Poland,Kraków,None-None,None-None,"""Java Development"" ""Spring"" ""Spring Boot"" ""Apache Camel"" ""Drools"" ""Big Data"" ""English""",,/offers/cae-flight-services-poland-principal-application-java-architect-crew-manager-krakow
Programista Backend (C#),Net,hybrid,mid,Asseco Business Solutions,Warszawa,None-None,None-None,"""C#"" ""T-SQL"" ""REST API"" ""Visual Studio""","""AWS"" ""Azure""",/offers/asseco-business-solutions-programista-backend-c-warszawa-322534
Konsultant SAP z j. niemieckim - FI/CO,ERP,remote,mid,dmTECH Polska,Wrocław,,16000-22000,"""Niemiecki"" ""SAP"" ""ERP""",,/offers/dmtech-polska-konsultant-sap-z-j-niemieckim-fi-co
PHP Developer,PHP,hybrid,mid,PGB Human Resources,Katowice,,None-None,"""PHP"" ""PostgreSQL"" ""REST API""","""Symfony"" ""React.JS"" ""Git""",/offers/pgb-human-resources-php-developer-katowice
RPG iSeries Developer,Java,hybrid,senior,Templeton & Partners,Warszawa,,32000-40000,"""RPG"" ""iSeries"" ""Java"" ""Web Services"" ""IBM rational"" ""AS400""",,/offers/templeton-partners-rpg-iseries-developer
Senior Site Reliability Engineer,Python,hybrid,senior,Procter & Gamble,Warszawa,,,"""Python"" ""SQL"" ""GCP"" ""Azure"" ""AI Engineering"" ""Spark"" ""pytest"" ""Databases""",,/offers/procter-gamble-sre-tech-lead-ai-engineering-team-warszawa
Azure Solutions Engineer,Data,remote,mid,C&F,Wrocław,None-None,None-None,"""Databricks"" ""Data Lake"" ""Synapse"" ""Azure SQL"" ""Azure Data Factory"" ""ETL tools"" ""Azure Data Explorer""",,/offers/c-f-s-a-azure-solutions-engineer-wroclaw-321122
SME for Application Packaging,Admin,remote,mid,WIPRO,Wroclaw,None-None,None-None,"""Windows 10"" ""Wise Package Studio"" ""Instal Shield"" ""Powershell"" ""SCCM"" ""Altiris""",,/offers/wipro-sme-for-application-packaging-wroclaw
Administrator Sieci Informatycznych,Admin,hybrid,mid,BALTIC HUB,Gdańsk,None-None,,"""routing"" ""Administracja"" ""konfiguracja"" ""switching"" ""Angielski""",,/offers/baltic-hub-administrator-sieci-informatycznych
Konsultant systemu ERP ds. technicznych w dziale wsparcia,ERP,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""SQL"" ""IT"" ""Umiejętności analityczne"" ""Windows""","""Azure DevOps"" ""C#""",/offers/soneta-sp-z-o-o-konsultant-systemu-erp-ds-technicznych-w-dziale-wsparcia-krakow
React Developer Remote,Other,remote,mid,Softwarely,Warszawa,,120-180,"""React"" ""TypeScript"" ""Redux"" ""Redux Toolkit"" ""Redux - Saga""","""Ant Design""",/offers/softwarely-react-developer-remote
Senior Java Developer [m/f/x],Java,hybrid,senior,CPL Jobs,Wrocław,20000-24000,,"""Java 11"" ""Spring Boot"" ""Hibernate"" ""MS SQL"" ""Spring"" ""REST API"" ""Linux"" ""GitHub""",,/offers/101-500-senior-java-developer-m-f-x
IT Coordinator,PM,office,mid,LEVEL WORK,Warszawa,12000-17000,,"""MS Server"" ""Active Directory"" ""LAN/WAN""",,/offers/level-work-it-coordinator-warszawa-320980
"Senior Data Engineer (Azure Data Factory, Data Vault, Snowflake)",Data,remote,senior,DataArt,Warszawa,21000-26000,26000-31000,"""Python"" ""Snowflake"" ""Azure"" ""Data Warehousing"" ""Azure Data Factory"" ""Data modeling""",,/offers/dataart-senior-data-engineer-azure-data-factory-data-vault-snowflake
Senior/ Tech Lead DevOps Engineer,DevOps,hybrid,senior,CAE Flight Services Poland,Kraków,None-None,None-None,"""DevOps"" ""Amazon Web Services"" ""Git"" ""Powershell"" ""JavaScript"" ""Python"" ""AWS Rosa""","""GCP""",/offers/cae-flight-services-poland-senior-tech-lead-devops-enginee
Service Now Developer,Admin,remote,mid,ADC Eastern Europe,Poznań,15000-15000,,"""ServiceNow"" ""JavaScript"" ""HTML""",,/offers/adc-eastern-europe-service-now-developer-poznan
HT Functional Consultant with ERP Industry Solutions all levels,ERP,remote,mid,Accenture,Warszawa,None-None,,"""English"" ""ERP"" ""Problem Solving"" ""Communication Skills"" ""Analytical Thinking""",,/offers/accenture-ht-functional-consultant-with-erp
Engineering Manger,DevOps,hybrid,senior,Schibsted,Kraków,None-None,,"""Kubernetes"" ""DevOps""",,/offers/schibsted-engineering-manger
DevOps Engineer,DevOps,remote,senior,Ciklum,Wrocław,,22190-27737,"""Kubernetes""",,/offers/ciklum-devops-engineer-wroclaw-329564
IT Operations Specialist,Support,hybrid,mid,ERGO Technology & Services,Gdańsk,None-None,,"""English"" ""IBM SDC"" ""TSM for backup"" ""DELL HP servers"" ""Virtualization VM-Vare"" ""Team Player"" ""Communication Skills"" ""Problem Solving"" ""Organizational Skills""","""German""",/offers/ergo-technology-services-it-operations-specialist
Data Engineer,Data,hybrid,senior,KUBO,Gdańsk,None-None,,"""SQL"" ""PL/SQL"" ""ETL"" ""Java"" ""SAS"" ""C#""",,/offers/kubo-data-engineer-gdansk
Ekspert_ka ds. bezpieczeństwa sieci IT,Security,hybrid,senior,Generali Poland,Warszawa,,None-None,"""Linux"" ""Windows"" ""Active Directory""",,/offers/generali-poland-ekspert-ka-ds-bezpieczenstwa-sieci-it
ERP Platform Owner Supply Chain,Analytics,hybrid,senior,Takeda,Łódź,None-None,,"""ERP"" ""SAP SD"" ""SAP MM""",,/offers/takeda-erp-platform-owner-supply-chain-lodz-321794
JavaScript Developer,JS,remote,senior,CYFROWY POLSAT S.A.,Warszawa,,None-None,"""ReactJS"" ""ES6+"" ""TypeScript"" ""HTML5"" ""CSS3""",,/offers/cyfrowy-polsat-s-a-javascript-developer-a70ca6cb-ed13-457e-afbd-23752024835d
