Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Programista Informatica PowerCenter,Data,remote,mid,emagine Polska,Łódź,,20186-23520,"""Informatica Power Center"" ""PL/SQL"" ""SQL""",,/offers/emagine-polska-programista-informatica-powercenter-lodz
Fullstack/Web Developer,Java,hybrid,senior,PAYBACK,Pruszków,None-None,,"""JavaScript"" ""TypeScript"" ""Java"" ""Spring Boot"" ""HTML"" ""CSS"" ""Clean Code"" ""TDD"" ""SOLID Principles""",,/offers/payback-fullstack-web-developer-pruszkow-327657
AI Research Engineer,Data,hybrid,senior,Zeta Labs,Warszawa,,30000-40000,"""AI"" ""Machine Learning"" ""LLM""",,/offers/zeta-labs-ai-research-engineer
Senior/Principal Backend Software Engineer,Go,remote,senior,Booksy,Warszawa,None-None,None-None,"""Python"" ""Golang"" ""TypeScript"" ""Django"" ""REST API"" ""PostgreSQL""",,/offers/booksy-senior-principal-backend-software-engineer-warszawa
⚓ Data Engineer with Java/Scala,Data,remote,senior,emagine Polska,Poland (Remote),,30240-33600,"""Java"" ""Scala"" ""Git"" ""DevOps""","""Apache Spark"" ""Databricks"" ""Airflow"" ""Kubernetes"" ""Public Cloud""",/offers/emagine-polska-data-engineer-with-java-scala
SAP Project System Consultant,ERP,hybrid,senior,DCV Technologies,Aleksandrów Łódzki,,None-None,"""SAP PS""",,/offers/dcv-technologies-sap-project-system-consultant-aleksandrow-lodzki
Architekt (Rozwiązań) obszaru Telekomunikacji,Architecture,hybrid,mid,PGE Systemy S.A.,Warszawa,None-None,,"""Telekomunikacja"" ""Enterprise Architect"" ""Architecture""","""Cloud""",/offers/pge-systemy-s-a-architekt-rozwiazan-obszaru-telekomunikacji
Senior UX/UI Designer,UX/UI,remote,mid,Unity Group,Wrocław,,None-None,"""Figma"" ""Adobe XD"" ""MIRO"" ""Adobe Photoshop"" ""Adobe Illustrator""",,/offers/unity-group-senior-ux-ui-designer
UC O365 Security and Compliance,Security,hybrid,mid,State Street,Kraków,None-None,,"""Powershell"" ""Power Automate"" ""Python"" ""Office 365 products"" ""data retention policies""",,/offers/state-street-uc-o365-security-and-compliance-krakow
Vue.js Developer,JS,remote,senior,Froggly,Warszawa,,18000-25000,"""Vue"" ""Vue.js"" ""Nuxt"" ""TypeScript""","""Node.js"" ""Nest.js""",/offers/froggly-vue-js-developer
DevOps Engineer,DevOps,office,mid,Sollers Consulting Sp. z.o.o,Białystok,11230-17360,13550-19000,"""DevOps"" ""AWS"" ""MS Azure"" ""PostgreSQL"" ""Oracle"" ""Jenkins"" ""Linux"" ""VMware""",,/offers/sollers-consulting-sp-z-o-o-devops-engineer-29d28120-9af9-46e0-991b-a8e71bb57086
Java Developer,Java,remote,mid,Punkta Pro,Warszawa,10000-14000,12000-17000,"""Java EE"" ""Java"" ""Hibernate"" ""REST"" ""Git"" ""SQL"" ""JUnit""","""Docker"" ""Angular"" ""Spring""",/offers/punkta-pro-java-developer-warszawa-322046
DevOps Engineer,DevOps,remote,mid,The Software House,Kraków,,9500-19000,"""DevOps"" ""AWS"" ""CI/CD"" ""Docker"" ""Kubernetes"" ""Ansible"" ""Terraform""",,/offers/the-software-house-devops-engineer-krakow-318493
