Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Middle Python Engineer,Python,remote,mid,N-iX,Warszawa,11504-14875,13884-17851,"""fastapi"" ""Flask"" ""MongoDB"" ""Security"" ""Scrum""",,/offers/n-ix-middle-python-engineer-warszawa
PHP Developer,Analytics,remote,senior,Bertek,Kraków,,21000-24500,"""PHP"" ""Symphony"" ""Behat"" ""MySQL"" ""REST API"" ""PostgreSQL"" ""MongoDB"" ""AWS""",,/offers/bertek-php-developer-krakow
Senior End User Engineer,Admin,hybrid,senior,Herbalife Nutrition,Kraków,None-None,,"""Active Directory"" ""Microsoft Azure"" ""MDM"" ""Networking"" ""ITIL""",,/offers/herbalife-nutrition-senior-end-user-engineer
Principal Engineer,Architecture,remote,c_level,DAC.digital,Gdańsk,,35000-45000,"""Architecture"" ""Maths"" ""Software Development"" ""Software Architecture"" ""English""",,/offers/dac-digital-principal-engineer
Młodszy Dyspozytor IT,Support,office,junior,GreenMinds Sp. z o.o.,Warszawa,6000-8000,,,"""MS Office"" ""CRM"" ""Windows Server"" ""Windows""",/offers/greenminds-sp-z-o-o-mlodszy-dyspozytor-it
Senior React Developer,JS,remote,senior,Sigma IT Poland,Warszawa,14000-16700,16800-20160,"""React"" ""Next.js"" ""TypeScript"" ""material UI"" ""HiCharts""",,/offers/sigma-it-poland-senior-react-developer-warszawa
Senior Data Engineer - DataOps,Data,remote,senior,Tidio,Wrocław,,22000-30000,"""Python"" ""AWS"" ""Airflow"" ""Terraform"" ""Ansible"" ""Docker"" ""CI/CD""",,/offers/tidio-senior-data-engineer-dataops-wroclaw
Senior SAP ABAP Developer,ERP,remote,senior,Experis Manpower Group,Warszawa,,33600-38640,"""SAP ABAP"" ""IDocs"" ""SAP S/4HANA"" ""ABAP OO"" ""English""",,/offers/experis-manpower-group-senior-sap-abap-developer
DevOps Engineer,DevOps,hybrid,senior,Backbase,"Krakow, Lesser Poland",21000-29000,,"""DevOps"" ""Docker"" ""Spring Cloud""",,/offers/backbase-devops-engineer
Starszy_a Analityk_czka Systemowy_a,Analytics,hybrid,senior,Generali Poland,Warszawa,None-None,,"""UML"" ""BPMN"" ""Confluence"" ""Enterprise Architect""",,/offers/generali-poland-starszy-a-analityk-czka-systemowy-a
Specjalista MLOps,Python,hybrid,mid,PKO Bank Polski,Warsaw,None-None,,"""Python"" ""SQL"" ""Git"" ""Data Science"" ""TensorFlow""","""GCP"" ""BigQuery"" ""Airflow"" ""Jenkins"" ""CI/CD""",/offers/pko-bank-polski-specjalista-mlops
SAP Project System Consultant,ERP,hybrid,senior,DCV Technologies,Aleksandrów Łódzki,,None-None,"""SAP PS""",,/offers/dcv-technologies-sap-project-system-consultant-aleksandrow-lodzki
Inżynier / Inżynierka ds. Bezpieczeństwa IT w Chmurze,Data,hybrid,senior,PwC Polska,Kraków,None-None,,"""GCP"" ""Azure"" ""IT Security"" ""NIST"" ""ISO 27001"" ""Zero Trust"" ""DevOps""","""AWS""",/offers/pwc-polska-inzynier-inzynierka-ds-bezpieczenstwa-it-w-chmurze
Senior Java / Tech Lead Developer,Java,hybrid,senior,Talent Hills,Warszawa,23000-28000,,"""Java"" ""JEE"" ""Spring Boot"" ""SQL"" ""Git"" ""JIRA"" ""Confluence""","""Azure""",/offers/talent-hills-senior-java-tech-lead-developer
Senior BackEnd Developer,JS,remote,senior,Nortal,Kraków,,25000-32000,"""Java"" ""JavaScript"" ""TypeScript"" ""Kotlin"" ""REST API"" ""AWS""",,/offers/nortal-senior-backend-developer-krakow
Application Support Engineer - Operation Department,Admin,office,mid,T-Mobile Polska S.A.,Warszawa,,None-None,"""Linux"" ""Nagios"" ""Jenkins""","""Java"" ""Docker"" ""Kibana"" ""Kubernetes""",/offers/t-mobile-polska-s-a-application-support-engineer-operation-department
Voice Engineer,Other,hybrid,senior,Randstad Polska Sp. z o.o.,Warszawa,20000-21000,,"""VBScript"" ""Powershell"" ""C#/.NET"" ""Azure"" ""Graph API"" ""Microsoft technologies"" ""NICE"" ""Verba""",,/offers/randstad-polska-sp-z-o-o-voice-engineer-warszawa
Senior PHP Developer,PHP,remote,senior,Inhabit,Warszawa,,17000-21000,"""PHP"" ""Laravel"" ""Bootstrap"" ""JavaScript"" ""jQuery"" ""CSS"" ""SASS""",,/offers/inhabit-senior-php-developer-warszawa
Specjalista/ka ds. Wsparcia Wewnętrznego IT,Support,office,mid,Wirtualna Polska Media S.A.,Warszawa,None-None,,"""IT Support"" ""MS Active Directory""","""JIRA Servicedesk""",/offers/wirtualna-polska-media-s-a-specjalista-ka-ds-wsparcia-wewnetrznego-it
C# .Net Developer with Cloud and Data Science,Net,remote,mid,Ryanair Labs,Wrocław,None-None,None-None,"""English"" "".NET C#"" ""Cloud"" ""Python"" ""SQL""","""Machine Learning""",/offers/ryanair-labs-c-net-developer-with-cloud-and-data-science
Principal Technical Consultant,Support,remote,senior,Fujitsu,Katowice,None-None,,"""BigQuery"" ""BigLake"" ""Dockers"" ""Kubernetes""",,/offers/fujitsu-principal-technical-consultant-katowice
Administrator SAP - Moduł MM,Admin,hybrid,mid,PWPW S.A,Warszawa,None-None,,"""SAP MM""",,/offers/pwpw-s-a-administrator-sap-modul-mm
Autosar Security Engineer,Security,remote,senior,Harman Connected Services,Łódź,16000-28000,21300-37300,"""Autosar"" ""C"" ""Cybersecurity"" ""Embedded""",,/offers/harman-connected-services-autosar-security-engineer
Salesforce Developer,Other,remote,mid,Awesome Bytes,Łódź,8000-13000,8000-13000,"""Java"" ""Salesforce"" ""Git"" ""Apex""",,/offers/awesome-bytes-salesforce-developer-lodz-333019
Agile Coach,PM,hybrid,senior,Backbase,Kraków,None-None,,"""Scrum"" ""Agile""",,/offers/backbase-agile-coach
Senior Scala Developer,Scala,remote,senior,Reality Games,Kraków,,25000-28000,"""Scala 2"" ""Kubernetes"" ""Kafka"" ""Elasticsearch"" ""Couchbase"" ""MySQL""",,/offers/reality-games-senior-scala-developer-krakow-331069
Senior DevOps Engineer,DevOps,remote,senior,Syberry,Warszawa,,25000-35000,"""AWS"" ""Terraform""",,/offers/syberry-senior-devops-engineer-warszawa-323629
"Systems Enginer (Linux, Cloud, DevOps)",DevOps,hybrid,mid,Lufthansa Systems,Gdańsk,8000-16000,,"""Azure"" ""Linux"" ""Unix"" ""Prometheus"" ""Grafana"" ""Elastic"" ""Consul"" ""CMS""","""Ansible"" ""Kubernetes""",/offers/lufthansa-systems-systems-enginer-linux-cloud-devops
Technology Specialist - Product Architect SEM/CTS/HUB,Architecture,office,mid,Heineken,Kraków,None-None,,"""English"" ""Scrum Master"" ""Agile"" ""DevOps"" ""JIRA""","""Microsoft Dynamics 365"" ""Cloud Computing"" ""Machine Learning""",/offers/heineken-technology-specialist-product-architect-sem-cts-hub
Data Tech Lead,Data,remote,senior,Acaisoft,Warszawa,28000-34000,31000-38000,"""Python"" ""SQL"" ""Snowflake"" ""English"" ""AWS""","""Airflow"" ""Hadoop"" ""Spark""",/offers/acaisoft-data-tech-lead
SAP Developer,Other,hybrid,mid,Hapag-Lloyd,Gdańsk,None-None,,"""SAP"" ""S/4HANA"" ""ABAP"" ""HTML5"" ""JavaScript"" ""CSS""",,/offers/hapag-lloyd-sap-developer
SailPoint Content Developer,Security,remote,mid,RITS Professional Services,Warszawa,,None-None,"""SailPoint"" ""Active Directory""","""LDAP"" ""Radius""",/offers/rits-professional-services-sailpoint-content-developer
Senior Tester Oprogramowania,Testing,hybrid,senior,Oferteo,Wrocław,12000-15500,13200-17050,"""Testing"" ""SEO"" ""Mobile App Testing"" ""ISTQB"" ""SQL"" ""JIRA"" ""Automated Testing""",,/offers/oferteo-senior-tester-oprogramowania
Senior Cloud Operations Engineer,Admin,office,senior,Arla,Gdańsk,None-None,None-None,"""Azure Data Factory"" ""Azure Data Lake"" ""Spark"" ""ARM"" ""Python"" ""SQL""","""Databricks""",/offers/arla-senior-cloud-operations-engineer-gdansk-312157
eCom Engineer,Other,hybrid,mid,NATEK,Kraków,,None-None,"""eCom technologies"" ""Trading technologies"" ""Nice, Verba & Veritas""",,/offers/natek-ecom-engineer-krakow
EDI Developer,Java,hybrid,senior,DSV ISS,Warszawa,None-None,,"""EDI"" ""Java"" ""C++"" ""C#"" ""SQL"" ""XML"" ""JSON"" ""XPath"" ""CSV""",,/offers/dsv-iss-edi-developer-warszawa
IMS Telecommunication Engineer,Java,hybrid,mid,Samsung R&D Institute Poland,Warsaw,None-None,,"""C++"" ""GitHub"" ""SIP"" ""SDP"" ""HTTP"" ""Perforce""",,/offers/samsung-r-d-institute-poland-ims-telecommunication-engineer-warsaw
Administrator aplikacji IT (k/m),Admin,hybrid,senior,PSE S.A.,Warszawa,None-None,,"""budowa systemów inform."" ""Angielski""","""SQL"" ""PL/SQL"" ""T-SQL"" ""Git"" ""Python"" ""M365"" ""Enterprise""",/offers/pse-s-a-administrator-aplikacji-it-k-m
Senior Python Developer,Python,remote,senior,Polcode,Katowice,13500-17500,16000-21000,"""Python"" ""Django"" ""Flask"" ""NoSQL"" ""Serverless""",,/offers/polcode-senior-python-developer-katowice
Embedded Software Developer,C,hybrid,mid,Bergman Engineering,Bielany Wrocławskie,13000-16500,,"""C"" ""C++"" ""RTOS"" ""Angielski""",,/offers/bergman-engineering-embedded-software-developer
Vue Developer,JS,remote,mid,TeamQuest,Warszawa,,12000-15000,"""Vue"" ""Docker"" ""TypeScript"" ""CSS"" ""RESTful API"" ""GitHub""","""UX Design""",/offers/teamquest-vue-developer
Expert Lead Web Development,Data,remote,senior,Josera,Łódź,None-None,,"""Cloud Experience"" ""Data Lake"" ""Data Platform"" ""Big Data"" ""APIs"" ""SQL/NoSQL"" ""Python"" ""Java""",,/offers/josera-expert-lead-web-development-lodz
Team Leader (Software Team),PM,hybrid,senior,Lufthansa Systems,Gdynia,15000-25000,,"""Team Leadership"" ""Software Development""",,/offers/lufthansa-systems-team-leader-software-team-gdynia
Konsultant ds. systemów ERP,ERP,office,junior,Ordersoft sp. z o.o.,Poznań,5500-8000,,,"""ERP"" ""SQL""",/offers/ordersoft-sp-z-o-o-konsultant-ds-systemow-erp
Cloud Engineer,DevOps,hybrid,senior,DAZN,Katowice,None-None,,"""Node.js"" ""Python"" ""Bash"" ""AWS"" ""Azure"" ""Terraform"" ""GitHub""",,/offers/dazn-cloud-engineer-katowice
Pre-Sales Service Architect,Architecture,remote,mid,Fujitsu,Łódź,None-None,,"""TOGAF"" ""ITIL"" ""Design Thinking""","""Agile""",/offers/fujitsu-pre-sales-service-architect
Senior Data Engineer,Data,hybrid,senior,Alter Solutions Polska,Warszawa,,,"""Informatica Powercenter"" ""ETL"" ""Oracle DB""",,/offers/alter-solutions-polska-senior-data-engineer
Junior ABAP Developer,ERP,remote,junior,Convista Consulting,Wrocław,7500-10000,,"""Niemiecki""","""ABAP""",/offers/convista-consulting-junior-abap-developer
Cyber Security Engineer ELK,Security,office,mid,Bosch,Warszawa,None-None,,"""Red Hat"" ""Linux"" ""CentOS"" ""Docker"" ""ELK Stack""","""Python"" ""Shell"" ""Ansible"" ""CI/CD"" ""ECE""",/offers/bosch-cyber-security-engineer-elk
Specjalista ds. Rozwoju Systemu Ryzyka Rynkowego,Data,hybrid,mid,PKO Bank Polski,Warszawa,None-None,,"""SQL"" ""MS Office""",,/offers/pko-bank-polski-specjalista-ds-rozwoju-systemu-ryzyka-rynkowego
IT Service Manager,Support,hybrid,mid,SIX,Warszawa,None-None,,"""ITSM"" ""Communication Skills"" ""Customer Support"" ""Proactivity"" ""Contact with a client"" ""Helpdesk"" ""Problem Solving""","""JIRA""",/offers/six-it-service-manager-warsaw
Software Developer,C,hybrid,senior,Curiosity Diagnostics/Bio-Rad Laboratories,Warszawa,None-None,,"""C/C++"" ""Linux"" ""SDLC""",,/offers/curiosity-diagnostics-software-developer
Senior Backend Java Developer (remote),Java,remote,senior,Appfire,Wrocław,17000-24500,,"""Java"" ""Spring"" ""REST"" ""Hibernate/JPA"" ""Docker"" ""Databases"" ""Maven"" ""Spock/JUnit/Mockito""","""DDD"" ""Hexagonal Architecture""",/offers/appfire-senior-backend-java-developer-remote-wroclaw-309790
Senior PHP Developer with Symfony,PHP,remote,senior,Idego,Toruń,,24000-28000,"""PHP"" ""Symfony"" ""Cloud"" ""AWS"" ""Architecture""",,/offers/idego-senior-php-developer-with-symfony-torun
