Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Senior DevOps/Site Reliability Engineer (SRE),DevOps,remote,senior,Focal Systems,Warszawa,,45000-55000,"""DevOps"" ""SRE"" ""Docker"" ""Kubernetes"" ""Kafka"" ""SQL""",,/offers/focal-systems-senior-devops-site-reliability-engineer-sre
SAP Competence Center Manager,ERP,hybrid,senior,Hays Poland,Żywiec,27000-33000,,"""SAP""",,/offers/hays-poland-sap-competence-center-manager
Oracle PL/SQL & APEX Developer,Data,remote,mid,CAŇBI,Gdańsk,None-None,,"""SQL"" ""PL/SQL"" ""zdolności analityczne""","""REST"" ""JavaScript"" ""HTML"" ""CSS3"" ""Apex""",/offers/canbi-oracle-pl-sql-apex-developer-gdansk
Specjalista ds. Kontraktów IT i Współpracy z Dostawcami,Other,hybrid,mid,Bank Millennium,Warszawa,None-None,,,"""IT""",/offers/bank-millennium-specjalista-ds-kontraktow-it-warszawa
DevOps Engineer,DevOps,hybrid,mid,Centra,Wrocław,,None-None,"""Linux"" ""Bash"" ""IaC""",,/offers/centra-devops-engineer
IT helpdesk with German,Support,hybrid,mid,DCV Technologies,Bukareszt,,8597-9026,"""IT Support""",,/offers/dcv-technologies-it-helpdesk-with-german
Salesforce Starter Academy,ERP,remote,junior,Accenture,Kraków,,,,"""CRM"" ""CI/CD"" ""JavaScript"" ""SQL"" ""Git"" ""VSCode/Intellij"" ""Scrum"" ""Java""",/offers/accenture-salesforce-starter-academy-krakow
Software Engineer-C/Embedded - ORAN - L1,C,remote,mid,Tietoevry,Poznań,None-None,None-None,"""C"" ""Linux"" ""L1"" ""Git"" ""Telco""",,/offers/tietoevry-software-engineer-c-embedded-oran-l1-poznan
SRE Team Leader,DevOps,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""DevOps"" ""Kubernetes"" ""Java"" ""Python"" ""Bash"" ""PostgreSQL"" ""Agile"" ""data technologies"" ""CI/CD tools""",,/offers/hsbc-service-delivery-sre-team-leader
Mid/Senior DevOps Engineer,DevOps,remote,senior,SlickCloud,Warszawa,,18500-33500,"""Kubernetes"" ""Terraform"" ""Cloud"" ""CI/CD"" ""Python"" ""Bash""",,/offers/slickcloud-mid-senior-devops-engineer
Senior QA Engineer,Testing,remote,senior,Hobly,Warszawa,,20000-23500,"""JUnit"" ""Git"" ""SQL"" ""REST API"" ""Java"" ""BDD""","""CI/CD""",/offers/hobly-senior-qa-engineer
Frontend Angular Developer,JS,hybrid,mid,ITLT,Warszawa,,23520-26880,"""Angular"" ""TypeScript"" ""English""","""Angular Material"" ""AWS""",/offers/itlt-frontend-angular-developer-warszawa-325643
DevOps Engineer/SRE,Other,remote,mid,Ramp Network,Kraków,,17000-26000,"""Kubernetes"" ""GCP"" ""Grafana Cloud""",,/offers/ramp-network-site-reliability-engineer-krakow
Senior Backend Developer (with Vaadin),Java,remote,senior,STEPWISE,Poznań,,20000-26000,"""Kotlin"" ""Spring Boot"" ""Docker"" ""GCP"" ""Java"" ""Kubernetes"" ""NoSQL"" ""Rancher"" ""Vaadin""",,/offers/stepwise-senior-backend-developer-with-vaadin-poznan
Administrator Systemów Kopii Zapasowych,Admin,hybrid,mid,ORLEN S.A.,Płock,,None-None,"""Networker"" ""Avamar"" ""Commvault"" ""veritas"" ""Linux"" ""VMware""","""Automation Tools"" ""Network"" ""Cybersecurity""",/offers/orlen-s-a-administrator-systemow-kopii-zapasowych
Java Developer - rozliczenie godzinowe (projekt),Java,remote,mid,Sensly Sp. z o.o.,Warszawa,,,"""PostgreSQL"" ""Spring"" ""Docker"" ""Java"" ""Architecture"" ""Linux""",,/offers/sensly-sp-z-o-o-java-developer-praca-projektowa
Data Engineer,Java,remote,senior,Capco Poland,Warszawa,,25000-30000,"""Java"" ""Scala"" ""Apache Hadoop"" ""Apache Spark"" ""PySpark"" ""Python""",,/offers/capco-poland-data-engineer-warsaw
Mid Python Developer German language*,Python,remote,mid,MindPal,Gdańsk,,8000-16000,"""Git"" ""GitFLow""","""Django"" ""Django Rest Framework"" ""Docker"" ""Flask"" ""Kubernetes"" ""GraphQL"" ""Blockchain""",/offers/mindpal-mid-python-developer-german-language-gdansk
Software Engineer – Compiler Engineer,C,hybrid,mid,Samsung R&D Institute Poland,Warszawa,None-None,,"""C++"" ""CPU"" ""GPU"" ""NPU"" ""llvm""",,/offers/samsung-r-d-institute-poland-software-engineer-compiler-engineer
Service Desk Agent with Slovak,Support,hybrid,mid,Fujitsu Technology Solutions,Wrocław,None-None,,"""Slovak"" ""English"" ""MS Office""",,/offers/fujitsu-technology-solutions-service-desk-agent-with-slovak
C#/SQL Developer - Systemy Logistyczne,Net,remote,mid,Rossmann,Łódź,None-None,None-None,"""C#"" "".Net"" ""MS SQL"" ""SQL"" ""Docker"" ""Kubernetes""","""Scrum"" ""React"" ""TypeScript"" ""CSS""",/offers/rossmann-c-net-developer-sekcja-logisytyczna
Architekt Systemów IT,Architecture,remote,senior,EXORIGO UPOS S.A.,Gliwice,None-None,None-None,"""SQL"" ""English""","""UML"" ""Azure"" ""Linux"" ""Docker"" ""JMS"" ""Kubernetes""",/offers/exorigo-upos-s-a-architekt-systemow-it
License Manager / Software License Management Specialist,Other,hybrid,mid,Centralny Ośrodek Informatyki,Warszawa,9000-12000,,"""zarządzanie licencjami"" ""ISO/IEC"" ""Software Asset Management"" ""Oracle"" ""VMware""","""Microsoft""",/offers/centralny-osrodekinformatyki-specjalista-specjalistka-ds-zarzadzania-licencjami-warszawa
Senior Java Developer z jęz. niemieckim,Java,remote,senior,Prime Force,Warszawa,,12000-20000,"""Java"" ""Spring"" ""REST"" ""Git"" ""English"" ""German""","""Documentum"" ""ECM"" ""Front-End""",/offers/prime-force-remote-java-developer
Incident Manager with German,Support,remote,mid,WIPRO,Gdańsk,,None-None,"""Service Desk"" ""Management"" ""Network Architecture"" ""Incident management""",,/offers/wipro-incident-manager-with-german
SAP  Basis Administrator,Admin,remote,mid,Schaeffler Global Services Europe Sp. z o.o.,Wrocław,None-None,,"""Admin"" ""ERP"" ""Data"" ""PM"" ""IT Support""",,/offers/schaeffler-sap-basis-administrator
Site IT Manager,ERP,hybrid,c_level,Hitachi Energy,Łódź,None-None,,"""IoT"" ""SAP HANA""",,/offers/hitachi-energy-site-it-manager
Application Security Specialist (junior/regular/senior),Security,hybrid,mid,Accenture,Warszawa,None-None,,"""Azure/GCP""","""Python/Bash/PowerShell"" ""Java/.NET/C#/JavaScript"" ""Docker/Kubernetes"" ""OWASP TOP 10"" ""SSDLC"" ""Malware Analysis"" ""Reverse engineering""",/offers/accenture-application-security-specialist-junior-regular-senior
Principal Architect,Architecture,remote,c_level,Altimetrik Poland,Wrocław,,None-None,"""English"" ""Data Engineering"" ""DevSecOps"" ""Cloud Services""",,/offers/altimetrik-poland-principal-architect
NetScaler Lead,Other,remote,senior,WIPRO,Wroclaw,None-None,None-None,"""NetScaler"" ""Citrix"" ""ADC Gateway""",,/offers/wipro-netscaler-lead-wroclaw
Chief Project Electronics Engineer,Architecture,office,c_level,Human4Human Recruitment,Kraków,28000-34000,,"""Architecture"" ""Software Architecture""",,/offers/human4human-recruitment-chief-project-electronics-engineer
Cloud Engineer,Admin,office,mid,DSV ISS,Warszawa,None-None,,"""Cloud"" ""Azure"" ""GCP"" ""DevOps"" ""CI/CD"" ""Terraform"" ""Powershell"" ""Ansible"" ""Docker"" ""Kubernetes""",,/offers/dsv-iss-cloud-engineer-warszawa
Lead Data Engineer,Python,remote,senior,AURA,Warsaw,,None-None,"""Spark"" ""Python"" ""SQL"" ""Databases"" ""Data modeling"" ""Scala""","""Databricks"" ""Airflow"" ""Containers""",/offers/aura-lead-data-engineer-warsaw-329388
​Analityk Biznesowo-Systemowy,Analytics,office,mid,Auchan Polska,Warszawa,None-None,,"""O2C"" ""procesy sprzedażowe"" ""architektura systemów"" ""Angielski"" ""SQL"" ""XML"" ""ITIL"" ""UML""",,/offers/auchan-polska-analityk-biznesowo-systemowy-warszawa
Digital and IT Analyst RPA Systems,Data,hybrid,mid,Parker Hannifin ESSC,Wrocław,None-None,,"""English"" ""SQL"" "".Net"" ""Technical Knowledge"" ""Project Management""",,/offers/parker-hannifin-essc-digital-and-it-analyst-rpa-systems-wroclaw-332712
Senior Frontend Developer,JS,hybrid,senior,Silky Coders,Gdańsk,None-None,None-None,"""ReactJS"" ""JavaScript"" ""Git"" ""Linux"" ""Webpack"" ""Redux""",,/offers/silky-coders-senior-frontend-developer-gdansk
Mid/Senior Back-end Developer,PHP,office,mid,Wyższa Szkoła Kształcenia Zawodowego,Wrocław,12000-20000,14000-24000,"""PHP"" ""SQL"" ""Git"" ""Composer"" ""API""",,/offers/wyzsza-szkola-ksztalcenia-zawodowego-mid-senior-back-end-developer-wroclaw
Technical Team Lead,Java,remote,senior,Appliscale,Kraków,23000-25500,24000-30000,"""Java"" ""Team Leadership"" ""AWS"" ""Microservice Architecture""","""TypeScript"" ""JavaScript""",/offers/appliscale-technical-team-lead
Analityk biznesowy,Data,remote,mid,SPIID,Rybnik,None-None,None-None,"""SQL"" ""UML"" ""Enterprise Architect"" ""JIRA"" ""SharePoint"" ""ETL""","""PostgreSQL""",/offers/spiid-analityk-biznesowy-rybnik
Junior MES System Developer/Consultant,ERP,remote,junior,ER Group,Kraków,8000-13000,,,"""Oracle"" ""ERP"" ""MES""",/offers/eagle-recruitment-group-junior-mes-system-developer-consultant
IT Security Engineer,Security,remote,mid,MindPal,Gliwice,,20000-25000,"""CISM"" ""CISP"" ""CEH""",,/offers/mindpal-it-security-engineer
Senior Product Designer,UX/UI,remote,senior,Text SA,Warszawa,,21000-25000,"""Figma""","""Beamer"" ""Sprig""",/offers/text-sa-senior-product-designer-warszawa
Senior Ruby On Rails Developer,Ruby,remote,senior,Siepomaga.pl,Warszawa,,19000-25000,"""Ruby on Rails"" ""Ruby"" ""RSpec"" ""SQL""",,/offers/siepomaga-pl-senior-ruby-on-rails-developer-warszawa-332777
Senior Frontend Software Engineer,JS,remote,senior,ClickUp,Warszawa,,33000-39000,"""Angular 2+"" ""JavaScript"" ""Redux"" ""Ngrs"" ""TypeScript"" ""RxJS"" ""HTML/CSS""",,/offers/clickup-senior-frontend-software-engineer
Specjalista ds. informatyki,Support,office,mid,CCC S.A.,Warszawa,None-None,,"""Microsoft"" ""Active Directory""",,/offers/ccc-s-a-specjalista-ds-informatyki-warszawa
Junior Administrator,Admin,office,junior,Hostersi,Rybnik,4500-7000,,,"""Linux"" ""Windows Server""",/offers/hostersi-junior-administrator
Junior Proxy Product Owner,PM,hybrid,junior,MasterBorn Sp. z o.o.,Wrocław,,5500-6500,"""English"" ""Polish""","""Analytical Thinking"" ""Product Management"" ""Project Management"" ""Scrum"" ""Agile"" ""Product Discovery""",/offers/masterborn-sp-z-o-o-junior-proxy-product-owner-wroclaw
Test Lead (IAM),Testing,remote,senior,ITDS,Katowice,14000-16000,20000-22000,"""JMeter"" ""LoadRunner""","""IAM"" ""PAM""",/offers/itds-test-lead-iam-katowice
Mid .Net Developer,Net,remote,mid,Axabee,Wrocław,,9000-14000,"""C#"" ""ASP.NET Web API"" ""SQL"" ""Git"" ""Entity Framework"" "".Net 8""","""React Native"" ""PostgreSQL""",/offers/axabee-mid-net-developer-wroclaw
Test Manager Automotive,Testing,remote,senior,Eviden an Atos Group,Wrocław,,,"""QA"" ""English"" ""Management""","""German"" ""ISTQB""",/offers/eviden-an-atos-group-test-manager-automotive
Data Engineer (mid/senior),Data,hybrid,mid,Next Technology Professionals,warszawa,17000-27000,,"""ETL"" ""Data Warehousing"" ""Data modeling"" ""MS SQL Server""","""Salesforce""",/offers/next-technologyprofessionals-data-engineer-mid-senior
SQL Developer,ERP,hybrid,senior,WIPRO,Zator,None-None,None-None,"""SQL"" ""SSRS"" ""SSIS"" ""MS SQL Server""","""Agile""",/offers/wipro-sql-developer-katowice
IT Service Manager,Support,hybrid,mid,SIX,Warszawa,None-None,,"""ITSM"" ""Communication Skills"" ""Customer Support"" ""Proactivity"" ""Contact with a client"" ""Helpdesk"" ""Problem Solving""","""JIRA""",/offers/six-it-service-manager-warsaw
Lead Data Engineer,Data,remote,senior,Onwelo Sp. z o.o.,Warszawa,,24000-30000,"""BI"" ""Data"" ""GCP"" ""Python"" ""Airflow""",,/offers/onwelo-sp-z-o-o-lead-data-engineer
Inżynier testów jednostkowych C#,Testing,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""TDD"" ""C#"" ""Git"" ""CI/CD"" ""testy""","""Azure DevOps"" ""Agile/Scrum""",/offers/soneta-sp-z-o-o-inzynier-testow-jednostkowych-c-krakow-322867
Senior DevOps Engineer with OpenStack,DevOps,hybrid,senior,Samsung R&D Institute Poland,Kraków,None-None,,"""OpenStack"" ""GitLab"" ""Ansible"" ""Bash"" ""Python 3""",,/offers/samsung-r-d-institute-poland-senior-devops-engineer-with-openstack
Web Front-End Developer (Vue.js),HTML,remote,mid,AutoDialog NV,Berlin,,64478-107463,"""JS Frameworks"" ""Vue.js"" ""HTML5 / CSS3"" ""TypeScript""",,/offers/autodialog-nv-web-front-end-developer-vue-js-berlin
Senior C++ Engineer,C,remote,senior,Appliscale,Katowice,20000-26000,22000-29000,"""C++"" ""Microservice Architecture"" ""REST API""","""Go"" ""C#"" ""Unity 3D"" ""Unreal Engine""",/offers/appliscale-senior-c-engineer-katowice-324378
Web Developer,DevOps,remote,mid,CodeTwo sp. z o.o. sp. k.,Jelenia Góra,10000-17000,10000-17000,"""React"" ""JavaScript"" ""C#"" ""CSS"" ""Visual Studio""","""ASP.NET"" ""Azure""",/offers/codetwo-sp-z-o-o-sp-k-web-developer
ELK Stack Specialist,Other,hybrid,mid,DSV ISS,Warszawa,None-None,,"""ELK Stack"" ""Elasticsearch"" ""OpenStack"" ""Azure"" ""GCP"" ""Docker"" ""Kubernetes"" ""Ansible"" ""Terraform"" ""Jenkins""",,/offers/dsv-iss-elk-stack-specialist-warszawa-326177
Junior IT Engineer - Graduate Hiring Program,Admin,remote,junior,DXC Technology,Gdańsk,None-None,,"""English""","""Linux"" ""SQL"" ""Windows Server"" ""ITIL""",/offers/dxc-technology-junior-it-engineer-graduate-hiring-program-gdansk
Android Developer,Mobile,office,mid,Experis Manpower Group,Kraków,,21840-25200,"""Java"" ""Kotlin"" ""Android""",,/offers/experis-manpower-group-android-developer-krakow
Specjalista/ka ds. Wsparcia Wewnętrznego IT,Support,office,mid,Wirtualna Polska Media S.A.,Warszawa,None-None,,"""IT Support"" ""MS Active Directory""","""JIRA Servicedesk""",/offers/wirtualna-polska-media-s-a-specjalista-ka-ds-wsparcia-wewnetrznego-it
IT Help Desk Specialist,Other,hybrid,mid,CIC Poland,Warszawa,13000-15000,,"""Mac OS"" ""Helpdesk"" ""ServiceNow"" ""JIRA"" ""ITIL""",,/offers/cic-poland-it-help-desk-specialist
Mobile Device Tester with Swedish,Testing,hybrid,mid,Samsung R&D Institute Poland,Warszawa,None-None,,,"""Android""",/offers/samsung-r-d-institute-poland-mobile-device-tester-with-swedish
Senior DevOps Engineer,DevOps,remote,senior,SoftServe,Kraków,,16000-32000,"""Kubernetes"" ""GitLab"" ""Helm"" ""Red Hat""",,/offers/softserve-senior-devops-engineer-krakow-327303
Java Developer,Java,remote,senior,BlueSoft,Poznań,,20000-26800,"""Java 17"" ""Spring Boot"" ""JPA"" ""Spring Cloud"" ""Kafka"" ""Kubernetes"" ""Microservice Architecture"" ""REST"" ""JUnit"" ""SQL""",,/offers/bluesoft-java-developer-poznan-333149
Middle JavaScript Developer (React),JS,hybrid,mid,airSlate,Wrocław,,11000-18000,"""React"" ""JavaScript"" ""TypeScript""","""Nest.js""",/offers/airslate-javascript-developer-wroclaw-323016
AWS Architect (Security),Architecture,remote,senior,emagine Polska,Warszawa,,30240-36960,"""AWS"" ""Security"" ""Datalog, Splunk, Prisma"" ""Risk Management"" ""Python"" ""TypeScript"" ""AWS CDK""",,/offers/emagine-polska-aws-architect-security-warszawa
Technik Informatyk w Dziale Utrzymania,Admin,office,mid,Ledatel,Nowy Konik,None-None,,"""service and administratio""","""Linux""",/offers/ledatel-technik-informatyk-w-dziale-utrzymania-nowy-konik-330245
Senior DevOps Engineer (AWS),DevOps,remote,senior,Astec,Zielona Góra,17500-23500,23520-31920,"""AWS"" ""GitHub"" ""Kubernetes"" ""Terraform"" ""Linux"" ""Elasticsearch""",,/offers/astec-senior-devops-engineer-aws
Analityk Systemowo-Biznesowy (konsultant wdrożeniowy obszaru bezpieczeństwa pracy),Analytics,office,mid,BUDIMEX,Warszawa,None-None,None-None,"""Analiza Biznesowa"" ""UML"" ""English""",,/offers/budimex-analityk-systemowo-biznesowy
PHP Developer,PHP,hybrid,mid,Webanywhere sp. z o.o.,Katowice,13000-16000,16000-18000,"""Git"" ""HTML"" ""CSS"" ""MySQL"" ""PHP"" ""Symphony""",,/offers/webanywhere-sp-z-o-o-php-developer-katowice
Backend Engineering Manager,PHP,hybrid,senior,Centra,Wrocław,18000-25000,20000-30000,"""English"" ""People Management"" ""PHP""",,/offers/centra-backend-engineering-manager-wroclaw
Platform Engineer with Python,DevOps,hybrid,mid,Opera Software,Wrocław,16000-20000,,"""Software Development"" ""Python"" ""Microservice Architecture""","""Ansible"" ""Puppet"" ""TCP/IP"" ""Prometheus""",/offers/opera-software-platform-engineer-with-python
Senior Cloud Administrator,Admin,hybrid,senior,KUBO,Warsaw,,25000-30000,"""Cloud Computing"" ""AWS""",,/offers/kubo-senior-cloud-administrator-warsaw
Remote IT Sales Specialist,Other,remote,mid,Montrose Software( Polska),Gdańsk,5000-10000,6000-11000,"""English"" ""CRM systems""",,/offers/montrose-software-polska-remote-it-sales-specialist-gdansk
Google Cloud Architect,Architecture,hybrid,mid,NORDCLOUD,Kuopio,19343-25791,,"""Cloud Computing"" ""Google Cloud Platform"" ""Python"" ""Bash"" ""Terraform"" ""CI/CD"" ""Containers"" ""Docker"" ""Kubernetes"" ""GitHub""",,/offers/nordcloud-google-cloud-architect-kuopio
(Senior) API Management Engineer,Admin,hybrid,senior,European Investment Bank,Luksemburg,None-None,,"""API"" ""API Gateway"" ""Jenkins"" ""JIRA"" ""Git""",,/offers/european-investment-bank-senior-api-management-engineer
SAS Developer,Data,hybrid,senior,Optiveum,Warszawa,,None-None,"""SAS 4GL"" ""SAS Data Integrated Studi"" ""SAS Management Console"" ""SAS Enterprise Guide"" ""SAS Viya"" ""SQL""","""GreenPlum"" ""Oracle"" ""HDFS"" ""Kafka""",/offers/optiveum-sas-developer
Senior Specialist - Information Security,Security,hybrid,senior,Arla,Sopot,None-None,,"""Agile"" ""Azure Services"" ""SAP"" ""ERP"" ""Data Integration""",,/offers/arla-senior-specialist-information-security-sopot
Specjalista ds. Rozwoju Technologicznego Sklepów,PM,hybrid,mid,Rossmann,Łódź,None-None,None-None,"""techologie IT"" ""R&D"" ""systemy operacyjne""",,/offers/rossmann-specjalista-ds-rozwoju-technologicznego-sklepow-lodz-329232
Senior DataStage Developer,Data,hybrid,senior,ASTEK Polska,Gdańsk,15000-16500,18500-20000,"""SQL"" ""Agile"" ""Scrum""","""SAFe"" ""TDD""",/offers/astek-polska-senior-datastage-developer
Senior Fullstack Developer,Java,remote,senior,ASTEK Polska,Wrocław,14000-20000,21000-29400,"""Java 8+"" ""TypeScript"" ""Angular"" ""HTML5 / CSS3"" ""Spring Boot"" ""Hibernate"" ""PostgreSQL"" ""Apache Kafka"" ""Maven""","""Docker""",/offers/astek-polska-senior-fullstack-developer-wroclaw
Dashboard Builder (Amplitude Specialist),Data,hybrid,mid,STEPWISE,Warszawa,,None-None,"""Amplitude"" ""Dashboards"" ""English""",,/offers/stepwise-dashboard-builder-amplitude-specialist-warszawa-325108
Administrator Systemów Linux,Admin,remote,mid,POLSKIE ePŁATNOŚCI S.A.,Poznań,8000-10000,8000-10000,"""Linux"" ""Linux (Debian)"" ""CentOS"" ""Apache"" ""Docker""","""TCP/IP""",/offers/polskie-eplatnosci-s-a-administrator-systemow-linux-pozanan
Senior Modern Desktop Engineer,Data,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""Windows"" ""Microsoft Systems Centre"" ""Microsoft Powershell"" ""Analysis""",,/offers/hsbc-service-delivery-senior-modern-desktop-engineer-krakow
Administrator Systemów,Admin,hybrid,mid,SAFETEC Sp. z o.o.,Wieliczka,None-None,None-None,"""IT Security"" ""Microsoft"" ""Veeam B&R"" ""file server"" ""Terminal Server""",,/offers/safetec-sp-z-o-o-administrator-systemow-wieliczka
Senior Data Engineer,Data,hybrid,senior,GOG.com,Legionowo,20000-30000,20000-30000,"""Python"" ""Machine Learning"" ""API"" ""BigQuery""",,/offers/gog-com-senior-data-engineer-legionowo
Senior Software Engineer - Carfax US,Java,hybrid,senior,S&P Global,Gdańsk,17000-21000,20500-24850,"""Java"" ""AWS"" ""English"" ""GitLab"" ""CI/CD"" ""Pair Programming"" ""Infrastructure as a code"" ""DevOps""","""JavaScript"" ""Python""",/offers/s-p-global-senior-software-engineer-carfax-us
DevOps Engineer (GCP) German language*,DevOps,remote,mid,MindPal,Poznań,,16000-25000,"""GCP""","""Kubernetes"" ""Docker"" ""Terraform"" ""Jenkins""",/offers/mindpal-devops-engineer-gcp-german-language-poznan
Inżynier testów jednostkowych C#,Net,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""TDD"" ""C#"" ""Git"" ""CI/CD"" ""testy""","""Azure DevOps"" ""Agile/Scrum""",/offers/soneta-sp-z-o-o-inzynier-testow-jednostkowych-c-krakow-323013
5G Cellular Core Network Developer,Admin,remote,mid,Experis Manpower Group,Warszawa,,25200-30400,"""erlang"" ""Elixir"" ""TCP/IP"" ""5G""",,/offers/experis-manpower-group-5g-cellular-core-network-developer
Junior Data Engineer,Data,office,junior,Kearney,Warszawa,9500-12000,,,"""SQL"" ""T-SQL"" ""Python"" ""SSIS"" ""Airflow"" ""Azure""",/offers/kearney-junior-data-engineer
Principal Quality Assurance Engineer,Testing,remote,senior,STEPWISE,Kraków,,20000-25000,"""API Testing"" ""Testing"" ""Quality Assurance""",,/offers/stepwise-principal-quality-assurance-engineer-krakow
Fullstack Developer Java/Angular,Java,remote,senior,Unide,Warszawa,,18000-24000,"""Java"" ""PostgreSQL"" ""Angular"" ""Spring Boot"" ""Kafka"" ""Kubernetes""",,/offers/unide-regular-fullstack-developer-java-angular
Senior Software Developer C++/C#,C,hybrid,senior,CAE Flight Services Poland,Kraków,None-None,None-None,"""C++"" ""C#"" "".Net"" ""Microsoft Windows"" ""Visual Studio"" ""Oracle"" ""SQL""",,/offers/cae-flight-services-poland-senior-software-developer-c-c
Automation Test Lead - 100% remotely,Testing,remote,senior,Crestt,Wrocław,15000-16300,19200-21200,"""Java"" ""Selenium"" ""Cucumber""","""Jenkins""",/offers/crestt-test-automation-senior-lead-100-remotely-wroclaw
System Administrator (Infor ERP),Admin,office,mid,Aircom Automotive,Pietrzykowice,None-None,,"""Infor LN"" ""Windows Server"" ""Bazy Danych"" ""Analityczne Myślenie"" ""Angielski""","""ERP"" ""Bartender/Inter Form"" ""Automotive Exchange"" ""Factory Track"" ""EDI""",/offers/aircom-automotive-system-administrator-infor-erp
Senior Data Scientist (Python),Python,remote,senior,Sigma Software,Praga,,None-None,"""Python"" ""AWS"" ""Azure"" ""Computer Vision"" ""NLP"" ""TensorFlow""",,/offers/sigma-software-senior-data-scientist-python-praga
Software Engineer,Net,remote,mid,Oktawave,Piaseczno,None-None,,""".NET C#"" ""REST"" ""NHibernate"" ""Entity Framework"" ""MS SQL"" ""HTTP"" ""DNS"" ""OOP"" ""Solid""","""TCP/IP""",/offers/oktawave-software-engineer-wroclaw
Principal QA Engineer,Testing,hybrid,senior,Acoustic,Gdańsk,None-None,,"""Test Automation"" ""Git"" ""GitHub"" ""AWS""","""Docker"" ""CI/CD""",/offers/acoustic-test-automation-lead-gdansk
Oracle Administrator,Admin,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""Oracle Administrator"" ""Scripting"" ""Problem Solving""","""Security Techniques""",/offers/hsbc-service-delivery-oracle-administrator-krakow
Senior Oracle Developer,Admin,office,senior,DSV ISS,Warszawa,None-None,,"""Oracle DB"" ""PL/SQL"" ""T-SQL"" ""Visual Studio"" ""Oracle SQL"" ""Git""","""WMS""",/offers/dsv-iss-senior-oracle-developer-warszawa
DevOps Software Engineer,DevOps,hybrid,junior,SIX,Warszawa,None-None,,"""C"" ""Linux"" ""Ansible""","""C++""",/offers/six-devops-software-engineer-warszawa
Programista PL/SQL,Data,hybrid,senior,4IT Solutions,Warszawa,,13440-20160,"""SQL"" ""PL/SQL""","""Oracle"" ""Git""",/offers/4it-solutions-programista-pl-sql-warszawa-330367
IT Project/Product Manager,PM,hybrid,mid,Reply Polska Sp. z o. o.,Katowice,12000-20000,,"""Project Management"" ""Product Management"" ""Agile""",,/offers/reply-polska-sp-z-o-o-it-project-product-manager
Product Designer (UX/UI),UX/UI,remote,mid,25wat,Wrocław,,9000-16000,"""UX"" ""Design"" ""Figma"" ""UI"" ""Angielski""",,/offers/25wat-product-designer-ux-ui
