Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Senior React Developer,JS,remote,senior,Fireart,Kraków,,12056-16879,"""JavaScript"" ""React"" ""TypeScript""",,/offers/fireart-senior-react-developer-krakow-317439
Azure Cloud Architect (Data),Architecture,remote,senior,Link Group,Kraków,,35280-40000,"""Azure"" ""ETL"" ""Architecture"" ""Big Data"" ""Data modeling"" ""Data Warehousing""",,/offers/link-group-azure-cloud-architect-data-krakow
IT Business Application Manager,ERP,hybrid,senior,Roland,Kuny,None-None,None-None,"""SAP"" ""Project Management""",,/offers/roland-it-business-application-manager
Creative Services Manager,Other,remote,senior,CKSource,Kraków,None-None,None-None,"""Creative Design"" ""Graphic design"" ""Adobe Creative Suite"" ""Figma"" ""Team Management""",,/offers/cksource-creative-services-manager-krakow
Senior PHP Developer,PHP,remote,senior,Cloudflight,Kraków,13800-21500,16800-26000,"""Symfony"" ""PHP"" ""MySQL"" ""PostgreSQL""",,/offers/cloudflight-senior-php-developer-krakow
SAP Business One Consultant - Obszar Produkcji,ERP,remote,mid,CompuTec. S.A.,Poznań,,,"""SQL"" ""ERP"" ""English"" ""SAP HANA"" ""Business Analysis"" ""BPMN""",,/offers/computec-s-a-sap-business-one-consultant-obszar-produkcji
AWS Architect (Security),Architecture,remote,senior,emagine Polska,Łódź,,30240-36960,"""AWS"" ""Security"" ""Datalog, Splunk, Prisma"" ""Risk Management"" ""Python"" ""TypeScript"" ""AWS CDK""",,/offers/emagine-polska-aws-architect-security-lodz
Salesforce Starter Academy,ERP,remote,junior,Accenture,Warszawa,,,,"""CRM"" ""CI/CD"" ""JavaScript"" ""SQL"" ""Git"" ""VSCode/Intellij"" ""Scrum"" ""Java""",/offers/accenture-salesforce-starter-academy
Manager for Automation & Infrastructure Department,Admin,hybrid,senior,Arla,Sopot,None-None,,"""DevOps"" "".Net"" ""Project Management"" ""Data""",,/offers/arla-manager-for-automation-infrastructure-department-sopot
Data & AI Consultant,Data,remote,senior,Awareson Sp. z o.o.,Warszawa,,32000-38500,"""Azure"" ""AWS"" ""GCP"" ""Teradata"" ""Informatica""",,/offers/awareson-sp-z-o-o-data-ai-consultant
Graphic Designer,UX/UI,hybrid,mid,Eveo,Rzeszów,None-None,,"""Adobe Photoshop"" ""Adobe XD"" ""Illustrator"" ""bridge"" ""Figma""","""HTML/CSS""",/offers/eveo-graphic-designer
DevOps Database Specialist,DevOps,remote,mid,Bank Millennium,Warszawa,None-None,None-None,"""MS SQL"" ""SQL"" ""T-SQL"" ""SSIS"" ""SSRS"" ""Azure""",,/offers/bank-millennium-devops-database-specialist-warszawa
Forensic Software Developer,Net,remote,mid,KLDiscovery,Katowice,12000-17000,,""".NET C#"" ""SQL""",,/offers/kldiscovery-forensic-software-developer-torun
Data Scientist,Python,remote,mid,Sigma IT Poland,Wrocław,16500-19500,20000-23500,"""Python"" ""Data Science"" ""MLOps"" ""Flask"" ""Azure""",,/offers/sigma-it-poland-data-scientist-wroclaw-320109
Data Engineer/Python Developer,Python,remote,mid,Aberg Connect,Kraków,None-None,,"""ETL"" ""Python"" ""Big Data"" ""Microservices""",,/offers/aberg-connect-data-engineer-krakow-317132
Remote Senior Data Engineer,Python,remote,senior,Kingfisher plc,Kraków,22000-25000,,"""Python"" ""SQL"" ""AWS""",,/offers/kingfisher-plc-remote-senior-data-engineer
Manual Tester,Testing,hybrid,junior,ULAN SOFTWARE,Wrocław,,,,"""JavaScript"" ""Manual Testing"" ""API Testing"" ""CI/CD"" ""Test Cases"" ""Jenkins"" ""MySQL"" ""PostgreSQL"" ""Writing Test Scenarios"" ""Web Application Testing""",/offers/ulan-software-manual-tester
Inżynier DevOps,DevOps,remote,mid,Dom Maklerski BOŚ SA,Wroclaw,14000-22000,17000-26500,"""CI/CD"" ""Git"" ""Linux"" ""Apache""","""Oracle""",/offers/dom-maklerski-bos-sa-inzynier-devops-wroclaw-324473
MLOps Platform Engineer,Other,remote,mid,DXC Technology,Warszawa,None-None,None-None,"""CI/CD"" ""Azure DevOps"" ""Python"" ""Azure"" ""Shell Scripting"" ""Kubernetes"" ""Azure ML""","""Terraform"" ""Spark"" ""Databricks""",/offers/dxc-technology-mlops-platform-engineer-warszawa-317274
Test Lead (IAM),Testing,remote,senior,ITDS,Kraków,14000-16000,20000-22000,"""JMeter"" ""LoadRunner""","""IAM"" ""PAM""",/offers/itds-test-lead-iam
Third Line Solution Architect,Architecture,hybrid,senior,Centra,Wrocław,None-None,None-None,"""Problem Solving"" ""API""",,/offers/centra-third-line-solution-architect-wroclaw
Senior Product UX/UI Designer,UX/UI,hybrid,senior,debesto.com,Wrocław,,15000-18000,"""UX Design"" ""UX Research"" ""UI"" ""UI Design""",,/offers/debesto-com-senior-product-ux-ui-designer-wroclaw
Digital Services Developer,JS,hybrid,mid,Beesafe,Warszawa,,13000-20000,"""JavaScript"" ""TypeScript"" ""Node.js"" ""React"" ""Agile""",,/offers/beesafe-digital-services-developer
Junior DevOps Engineer,DevOps,hybrid,junior,Britenet,Lublin,None-None,None-None,,"""Linux"" ""Ansible"" ""Jenkins""",/offers/britenet-junior-devops-engineer
Administrator IT - Specjalista ds. Sieci Informatycznych,Admin,office,mid,Teleaudyt sp. z o. o.,Skawina,7000-8000,,"""VPN"" ""DNS"" ""English""","""Linux"" ""Zabbix""",/offers/teleaudyt-sp-z-o-o-administrator-it-specjalista-ds-sieci-informatycznych-skawina
Product Owner Marketing Platform,PM,office,mid,PAYBACK,Łomianki,None-None,,"""English"" ""Agile"" ""technical data modeling""","""CRM"" ""Greman""",/offers/payback-product-owner-marketing-platform-lomianki
Business System Analyst,Analytics,office,mid,Digital Care Sp.z.o.o.,Warszawa,None-None,None-None,"""REST API"" ""SOAP"" ""SQL"" ""BPMN"" ""JIRA"" ""XML"" ""JSON""",,/offers/digital-care-sp-z-o-o-business-system-analyst
Lead PHP Developer,PHP,hybrid,senior,INELO Polska,Bielsko-Biała,12000-20000,,"""PHP 7.x"" ""OOP"" ""Git"" ""TDD"" ""Symfony"" ""SOLID Principles""","""NoSQL""",/offers/inelo-polska-lead-php-developer
M365 Support Engineer,Support,office,senior,LTIMindtree,Warszawa,10000-16000,7143-10880,"""Office 365""",,/offers/ltimindtree-m365-support-engineer
Senior DevOps Eng,DevOps,remote,senior,Equiem,Wrocław,,29000-35000,"""Amazon Web Services"" ""CI/CD"" ""CDK"" ""PostgreSQL"" ""Node"" ""TypeScript"" ""Programing Languages""",,/offers/equiem-principal-devops-engineer
Senior React Developer,JS,remote,senior,Sigma IT Poland,Gdańsk,14000-16700,16800-20160,"""React"" ""Next.js"" ""TypeScript"" ""HiCharts"" ""material UI""",,/offers/sigma-it-poland-senior-react-developer-gdansk
Systems Engineer (Linux),Admin,hybrid,senior,XPERI Poland,Warszawa,None-None,None-None,"""Linux / Unix"" ""Hardware"" ""VMware"" ""Amazon AWS""",,/offers/xperi-poland-sr-engineer-information-systems
Tester Manualny,Testing,remote,mid,YetiForce S.A.,Rzeszów,,6000-9000,"""Manual Testing"" ""API Testing"" ""Testy regresyjne"" ""JIRA"" ""Postman"" ""SQL""","""Git"" ""Selenium"" ""Cypress""",/offers/yetiforce-s-a-tester-manualny-rzeszow
BI Developer,Data,office,mid,Kearney,Warszawa,12000-18000,,"""Power BI""","""SQL"" ""Python"" ""Microsoft Azure""",/offers/kearney-bi-developer
Project Development Engineer,PM,hybrid,mid,Thales,Gdańsk,None-None,,"""Problem Solving"" ""GSM/3G/LTE/5G"" ""Analytical Thinking"" ""Project Management""","""SIM/Smart card""",/offers/thales-project-development-engineer-gdansk-308902
Senior Site Reliability Engineer,DevOps,remote,senior,Ramp Network Sp. z o.o.,Warszawa,,26000-30000,"""CI/CD"" ""Kubernetes"" ""Google Cloud Platform""",,/offers/ramp-network-sp-z-o-o-senior-site-reliability-engineer
Junior Application Support Specialist with German,Support,remote,junior,Eviden an Atos Group,Warszawa,None-None,,"""English""","""German"" ""ITIL"" ""SQL""",/offers/eviden-an-atos-group-junior-application-support-specialist-with-german-warszawa
Tester Oprogramowania,Testing,office,mid,Unisoft,Gdynia,None-None,,"""testy"" ""Analityczne Myślenie""","""testowanie aplikacji"" ""Test complete"" ""Playwright"" ""Postman"" ""SQL""",/offers/unisoft-tester-oprogramowania-gdynia
Senior Angular Developer with German,JS,remote,senior,VM.PL,Kraków,18000-22500,25000-32000,"""German"" ""Signals"" ""Standalone Components"" ""NgRx"" ""Angular"" ""English""",,/offers/vm-pl-senior-angular-developer-with-german-krakow-328812
IT helpdesk with German,Support,hybrid,mid,DCV Technologies,Bukareszt,,8655-9088,"""IT Support""",,/offers/dcv-technologies-it-helpdesk-with-german
Senior Mobile Test Engineer - Hybrid Warsaw,Testing,hybrid,mid,DCV Technologies,Warszawa,,None-None,"""iOS"" ""Android"" ""Mobile App Testing"" ""Selenium"" ""Appium""",,/offers/dcv-technologies-senior-mobile-test-engineer-hybrid-warsaw
Data Engineer,Data,remote,mid,MindPal,Warszawa,,13000-20000,"""Python"" ""PL/SQL"" ""SQL"" ""AWS""","""Spark"" ""PySpark""",/offers/sky-gate-data-engineer-warszawa
Ekspert ds. Cyberbezpieczeństwa,Security,remote,senior,home.pl,Łódź,None-None,None-None,"""Cybersecurity"" ""IT Security""",,/offers/home-pl-ekspert-ds-cyberbezpieczenstwa-lodz
Senior Java Software Engineer - Crew Manager,Java,hybrid,senior,CAE Flight Services Poland,Kraków,None-None,None-None,"""Java"" ""JUnit/Unit Testing"" ""Spring Framework"" ""Hibernate"" ""Oracle"" ""PL/SQL""","""Agile Development""",/offers/cae-flight-services-poland-senior-java-software-engineer-crew-manager
Senior .NET Developer,Net,remote,senior,Directio,Kraków,17500-20400,23000-27000,"""C#"" "".Net"" ""Azure"" ""MS SQL"" ""CI/CD"" ""PostgreSQL"" ""Docker"" ""Kubernetes"" ""MongoDB""",,/offers/direct-communication-senior-net-developer
Młodszy Analityk IT/Product Owner - staż,Analytics,office,junior,NET PC sp. z o.o.,Gdańsk,,,,"""UML"" ""JIRA"" ""Scrum"" ""Enterprise Architect"" ""BPMN""",/offers/net-pc-sp-z-o-o-mlodszy-analityk-it-product-owner
Senior QA Automation Engineer (HVAC),Testing,remote,senior,Klika Tech sp. z o.o.,Wrocław,,None-None,"""JavaScript"" ""Test Automation"" ""Node.js""","""Mocha"" ""Jest"" ""AWS""",/offers/klika-tech-sp-z-o-o-senior-qa-automation-engineer-hvac-wroclaw
Junior Salesforce Developer,Java,remote,junior,Enxoo,Warszawa,,5000-13000,"""Java""","""SQL"" ""HTML"" ""CSS"" ""JS"" ""Agile"" ""Salesforce""",/offers/enxoo-junior-salesforce-developer-warszawa-327948
Senior Backend Engineer,PHP,remote,senior,DappRadar,Kaunas,,None-None,"""Symfony"" ""MongoDB"" ""PostgreSQL"" ""AWS""","""Node.js"" ""TypeScript""",/offers/dappradar-senior-backend-engineer
Administrator Systemów IT,Admin,office,mid,NGK CERAMICS POLSKA,Gliwice,None-None,,"""Microsoft Azure Cloud"" ""Active Directory"" ""Windows Server"" ""Windows Client"" ""VMware"" ""Powershell""","""MECM"" ""Microsoft 365"" ""Intune"" ""AWS""",/offers/ngk-ceramics-polska-administrator-systemow-it
(Senior) Cloud Engineer (m/f/d),DevOps,hybrid,senior,Kuehne+Nagel,Wroclaw,16000-24000,,"""AWS"" ""Terraform"" ""Python"" ""Network"" ""Security""","""Azure"" ""GCP""",/offers/kuehne-nagel-senior-cloud-engineer-m-f-d
Specjalista w obszarze Aplikacji oraz Integracji (k/m),Mobile,hybrid,senior,PSE S.A.,Warszawa,None-None,,"""EDI"" ""SOA"" ""XML"" ""SOAP"" ""REST"" ""WAF"" ""ESB"" ""API""","""API Economy"" ""DevOps""",/offers/pse-s-a-specjalista-w-obszarze-aplikacji-oraz-integracji-k-m
Automation Tester with Eggplant,Other,remote,mid,DCG,Wrocław,,110-130,"""Eggplant"" ""SAP Hybris"" ""JavaScript"" ""JIRA"" ""MySQL""",,/offers/dcg-automation-tester-with-eggplant
Front-end Developer,JS,remote,mid,GetResponse S.A.,Warszawa,7850-13950,9450-16800,"""Vue.js"" ""TypeScript""",,/offers/getresponse-s-a-front-end-developer-warszawa-328884
Junior QA Engineer (własny produkt),Testing,hybrid,junior,inFakt,Kraków,5800-7000,7000-8500,,"""Manual Testing"" ""Automated Testing"" ""Security"" ""Multi Browser Testing"" ""Testing Mobile Apps"" ""Selenium"" ""API Testing""",/offers/infakt-junior-qa-engineer-wlasny-produkt-krakow-320850
PHP Developer (praca hybrydowa),PHP,hybrid,mid,merce.com S.A.,Gliwice,8300-13300,10000-16000,"""OOP"" ""PHP 8"" ""TDD"" ""MySQL"" ""Git"" ""Solid""","""DDD"" ""Docker"" ""Rabbit""",/offers/merce-com-s-a-php-developer-gliwice-303381
Java Developer,Java,remote,mid,Punkta Pro,Warszawa,10000-14000,12000-17000,"""Java EE"" ""Java"" ""Hibernate"" ""REST"" ""Git"" ""SQL"" ""JUnit""","""Docker"" ""Angular"" ""Spring""",/offers/punkta-pro-java-developer-warszawa-322046
On-Site Service Coordinator,Support,office,senior,Hitachi Energy,Kraków,None-None,,"""Customer Support"" ""IT Support""","""ITIL""",/offers/hitachi-energy-services-on-site-service-coordinator
System Specialist,Admin,hybrid,senior,emagine Polska,Warszawa,,21084-24355,"""Microsoft 365"" ""Powershell"" ""ITIL""","""Azure""",/offers/emagine-polska-system-specialist
Senior Node.js Developer,JS,remote,senior,The Software House,Gliwice,,17000-26000,"""JavaScript"" ""Node.js"" ""TypeScript"" ""Express.js"" ""Docker"" ""AWS""",,/offers/the-software-house-senior-node-js-developer-8ebc495f-40fe-407f-bddf-5c322dd2a770
.NET Developer with Blazor,Net,hybrid,mid,Uptime Solutions,Kraków,10500-18000,14000-23000,"""C#"" "".NET Core"" ""Azure Services"" ""TypeScript"" ""Blazor"" ""MS SQL""",,/offers/uptime-solutions-net-developer-with-blazor
Senior Software Engineer,C,remote,senior,Dolby Poland Sp. z o.o.,Wrocław,None-None,,"""C++"" ""C"" ""Python"" ""English"" ""SW/HW security""",,/offers/dolby-poland-sp-z-o-o-senior-software-engineer
IT Security Consultant (Cyber Security),Security,office,mid,Bosch Polska,Warszawa,None-None,,"""Windows"" ""CISSP"" ""OSCP""",,/offers/bosch-polska-it-security-consultant-cyber-security
Product Data Analyst,Data,remote,mid,Just Join IT,Wrocław,,18000-22000,"""Data analysis"" ""SQL"" ""Power BI""","""Snowsight""",/offers/just-join-it-product-data-analyst-wroclaw-329752
Adobe Commerce Expert [MAGENTO 2],PHP,hybrid,senior,Cpl Poland,Kraków,20000-25000,,"""Magento 2"" ""PHP"" ""Web API"" ""HTML"" ""JavaScript""",,/offers/cpl-poland-adobe-commerce-expert-magento-2
System Analyst,Analytics,hybrid,senior,DCV Technologies,Kraków,,35000-36000,"""Business Analysis"" ""access management"" ""SailPoint""",,/offers/dcv-technologies-system-analyst
Android System Applications Engineer,Mobile,hybrid,mid,Connectis,Warszawa,,24000-28000,"""Android"" ""C/C++"" ""Java""",,/offers/connectis-android-developer-warszawa-323280
👉 Senior Technical Project Manager,PM,hybrid,senior,Xebia sp. z o.o.,Gdańsk,None-None,None-None,"""JIRA"" ""Project Management"" ""Software Development""","""Cloud""",/offers/xebia-sp-z-o-o-senior-technical-project-manager
Blockchain Investigator,Other,remote,senior,Ramp Network,Warszawa,10000-16000,,"""Blockchain"" ""AML"" ""KYC""",,/offers/ramp-network-blockchain-investigator
QA Automation Team Lead (Python),Testing,remote,senior,ScyllaDB,Warsaw,None-None,None-None,"""Python"" ""pytest"" ""Distributed systems"" ""Databases""",,/offers/scylladb-qa-automation-team-lead-python-warsaw
Senior Software Engineer,Python,remote,senior,Dolby Poland Sp. z o.o.,Wrocław,None-None,,"""C++"" ""C"" ""Python"" ""English"" ""SW/HW security""",,/offers/dolby-poland-sp-z-o-o-senior-software-engineer-wroclaw
GPU Engineer – Automotive,C,office,mid,Samsung R&D Institute Poland,Warszawa,None-None,,"""C"" ""C++"" ""Linux"" ""Android"" ""Git""",,/offers/samsung-r-d-institute-poland-gpu-engineer-automotive
Senior Backend Developer,Java,remote,senior,Decerto,Warszawa,,21840-28560,"""Java"" ""Spring Boot"" ""MySQL"" ""Hibernate"" ""Docker"" ""AWS""",,/offers/decerto-senior-backend-developer-warszawa
Senior PHP developer,Python,hybrid,senior,Grupa VSC,Wrocław,,16000-22000,"""PHP"" ""Laravel"" ""Linux"" ""Docker"" ""Git"" ""REST API"" ""CI/CD""","""TypeScript"" ""Python"" ""Golang""",/offers/grupa-vsc-senior-php-developer-wroclaw
.Net Developer,Net,hybrid,mid,Human4Human Recruitment,Kraków,22000-26000,,""".Net"" ""C#"" ""RESTful""",,/offers/human4human-recruitment-net-developer
Java Developer (Fullstack) ,PM,hybrid,senior,CodLake,Kraków,18000-25000,18000-25000,"""Java"" ""Spring"" ""SpringBoot"" ""micro services"" ""JavaScript"" ""TypeScript""","""Kafka""",/offers/codlake-it-project-manager
Business Analyst,Analytics,remote,mid,The Software House,Gliwice,6700-12000,8000-14500,"""English"" ""Analytical Thinking"" ""JIRA"" ""Scrum"" ""Confluence""",,/offers/the-software-house-business-analyst
Cybersecurity SRE Vulnerability Remediation Engineer,Security,office,senior,HSBC Service Delivery,Kraków,None-None,,"""Linux"" ""Windows"" ""Scripting"" ""Vulnerability analysis"" ""Bash"" ""Python"" ""Powershell""",,/offers/hsbc-service-delivery-cybersecurity-sre-vulnerability
Team Leader (Software Team),PM,hybrid,senior,Lufthansa Systems,Gdańsk,15000-25000,,"""Team Leadership"" ""Software Development""",,/offers/lufthansa-systems-team-leader-software-team
Senior ServiceNow Consultant,JS,remote,senior,GuideVision Polska,Wrocław,None-None,,"""ServiceNow""",,/offers/guidevision-polska-senior-servicenow-consultant-wroclaw-329692
Architekt Infrastruktury IT,Architecture,hybrid,mid,PKO Bank Polski,Pruszków,None-None,,"""LAN"" ""WAN""",,/offers/pko-bank-polski-architekt-infrastruktury-it
Administrator ds. Utrzymania Szyny Danych,Admin,hybrid,mid,CIRF,Warszawa,None-None,,"""Windows Server"" ""MS IIS 10"" ""IBM WAS"" ""LAN"" ""Powershell"" ""Język Angielski"" ""Linux""","""BizTalk Server""",/offers/cirf-administrator-ds-utrzymania-szyny-danych
Java Fullstack Developer,Java,remote,mid,Hobly,Poland (Remote),,18000-24000,"""Spring"" ""Hibernate"" ""SQL"" ""Git"" ""Java"" ""REST"" ""Angular"" ""React"" ""Docker"" ""Kubernetes""",,/offers/hobly-java-fullstack-developer
Tester manualny,Testing,office,mid,POSTDATA,Gdańsk,None-None,None-None,"""SQL"" ""Manual Testing""","""JIRA"" ""Scrum"" ""ISTQB""",/offers/postdata-tester-manualny
Senior / Lead Big Data Developer,Data,remote,senior,EPAM Systems,Warszawa,17500-26000,20900-29400,"""Software Development"" ""Big Data"" ""Python"" ""Scala"" ""Java"" ""Spark"" ""Databricks"" ""Azure""","""Kafka"" ""search technologies""",/offers/epam-systems-senior-lead-big-data-developer-warszawa
Java Developer,Java,remote,mid,Swyply,Katowice,,12000-20000,"""Git"" ""Java"" ""MySQL"" ""Spring"" ""Spring Boot"" ""Hibernate"" ""TDD"" ""BDD""","""Docker""",/offers/swyply-java-developer
UX Design Lead (with German),UX/UI,remote,senior,Crealogix,Warszawa,,24000-28800,"""HTML"" ""CSS"" ""Figma"" ""InVision"" ""Zeplin"" ""German""",,/offers/crealogix-ux-design-lead-with-german-warszawa
QA Engineer - Cypress & JavaScript,Testing,office,mid,Medpace,Warszawa,13000-20000,,"""Testing"" ""Test Automation""","""SQL"" ""JavaScript"" ""Cypress"" ""GitHub"" ""Azure"" "".NET Core"" ""Angular"" ""Selenium""",/offers/medpace-qa-engineer
Senior DevOps Engineer,DevOps,remote,senior,intellias,Wrocław,,None-None,"""Python"" ""Bash"" ""Powershell"" ""JavaScript""",,/offers/234vdfvzfv-senior-devops-engineer
ELK Stack Specialist,ERP,hybrid,mid,DSV ISS,Warszawa,None-None,,"""ELK Stack"" ""Elasticsearch"" ""OpenStack"" ""Azure"" ""GCP"" ""Docker"" ""Kubernetes"" ""Ansible"" ""Terraform"" ""Jenkins""",,/offers/dsv-iss-elk-stack-specialist-warszawa-326176
Linux Administrator / ITOps,Admin,hybrid,mid,BrainSHARE IT,Kraków,None-None,None-None,"""Linux"" ""NGINX"" ""PostgreSQL""","""GCP"" ""Tomcat""",/offers/brainshare-it-linux-administrator-itops
Software Engineer C#/.NET,Net,remote,mid,KUBO,Gdańsk,None-None,,""".NET C#"" ""desktop"" ""CI/CD"" ""WPF""","""UWP"" "".NET Blazor"" ""Mobile Apps""",/offers/kubo-software-engineer-c-net
