Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Konsultant SAP PP,ERP,remote,mid,SI-Consulting Sp. zo.o.,Wrocław,None-None,,"""SAP""",,/offers/si-consulting-sp-zo-o-konsultant-sap-pp
Full-Stack Developer in IAM Team,Net,remote,senior,Islandsbanki,Wrocław,,24000-27000,""".NET Core"" ""C#"" ""Angular"" ""Azure DevOps"" ""Docker"" ""Kubernetes"" ""MsSQL"" ""IAM""",,/offers/islandsbanki-full-stack-developer-in-iam-team-wroclaw
Scrum Master,PM,hybrid,mid,SmartWays Recruitment,Kraków,14000-23000,15000-25000,"""MS Office"" ""JIRA"" ""MIRO"" ""SAFe"" ""Less""",,/offers/smartways-recruitment-scrum-master
SAP BI / Auth Administrator,ERP,hybrid,mid,Rödl & Partner,Gdańsk,None-None,None-None,"""SAP BW"" ""SAP HANA"" ""SAP Business Objects"" ""SAP ABAP""",,/offers/rodl-partner-sap-bi-auth-administrator
Administrator Sieci,Admin,remote,mid,Benefit Systems,Wrocław,None-None,None-None,"""VPN"" ""LAN"" ""Wlan"" ""WAN""","""Ubiquiti"" ""Cisco""",/offers/benefit-systems-administrator-sieci-wroclaw
Senior Google Analyst,Analytics,hybrid,senior,Human4Human Recruitment,Kraków,20000-24000,,"""Google Analytics"" ""Business Analysis"" ""Python""",,/offers/human4human-recruitment-senior-google-analyst
Data Engineer,Data,remote,senior,Addepto,Warszawa,,18000-34000,"""Python"" ""Data Integration"" ""Spark"" ""AWS"" ""SQL"" ""ETL tools"" ""Hadoop""","""Kafka"" ""NIFI"" ""GCP""",/offers/addepto-senior-data-engineer-warszawa
Software Development Engineer III (Java),Java,hybrid,senior,Tesco Technology,Kraków,22000-30000,26000-36000,"""Java"" ""Microservice Architecture"" ""SQL"" ""Testing"" ""Spring Boot"" ""Docker"" ""Kubernetes"" ""CI/CD""","""Kafka"" ""Azure""",/offers/tesco-technology-software-development-engineer-iii-java-krakow-302795
Senior DevOps Engineer with OpenStack,DevOps,hybrid,senior,Samsung R&D Institute Poland,Kraków,None-None,,"""OpenStack"" ""GitLab"" ""Ansible"" ""Bash"" ""Python 3""",,/offers/samsung-r-d-institute-poland-senior-devops-engineer-with-openstack
Front-end Developer (React.js),JS,hybrid,mid,INELO Polska,Bielsko-Biała,10000-17000,,"""HTML5"" ""CSS3"" ""JavaScript"" ""React.JS"" ""Git""","""Angular"" ""GraphQL"" ""TypeScript"" ""Microsoft Azure"" ""SOLID Principles""",/offers/inelo-polska-front-end-developer-react-js
C++ Developer,C,hybrid,mid,Onwelo Sp. z o.o.,Kraków,12000-17000,14700-22000,"""C++"" ""Qt"" ""Linux""",,/offers/onwelo-sp-z-o-o-c-developer-krakow
Programista .NET,Net,remote,mid,Currenda Sp. z o.o.,Warszawa,9000-12000,11000-14000,"""C#"" ""ASP.NET Core"" "".Net"" ""PostgreSQL"" ""MS SQL"" ""XML"" ""Git""","""Docker"" ""Microsoft Azure""",/offers/currenda-sp-z-o-o-programista-net-warszawa-321419
EDI Developer,C,hybrid,senior,DSV ISS,Warszawa,None-None,,"""EDI"" ""Java"" ""C++"" ""C#"" ""SQL"" ""XML"" ""JSON"" ""XPath"" ""CSV""",,/offers/dsv-iss-edi-developer-warszawa-326183
Junior DevOps Platform Engineer,DevOps,remote,junior,DXC Technology,Warszawa,None-None,,,"""Docker"" ""Git"" ""Linux"" ""Azure/AWS/GCP"" ""Bash/Python/Ruby""",/offers/dxc-technology-junior-devops-platform-engineer-db11febd-69c9-4491-8911-2cd0cebb07d9
Senior ML Security Engineer,Security,hybrid,senior,Snowflake,Warszawa,30000-60000,,"""Python"" ""SQL"" ""Cybersecurity"" ""Machine Learning"" ""Cloud Computing""",,/offers/snowflake-senior-ml-security-engineer
DevOps Engineer,DevOps,remote,mid,The Software House,Gliwice,,9500-19000,"""DevOps"" ""AWS"" ""CI/CD"" ""Docker"" ""Kubernetes"" ""Ansible"" ""Terraform""",,/offers/the-software-house-devops-engineer
ERP Product Line Specialist Order Management,ERP,hybrid,senior,Takeda,Łódź,None-None,,"""SAP MM"" ""SAP SD""",,/offers/takeda-erp-product-line-specialist-order-management
IAM Authentication Control Owner,Security,remote,senior,HSBC Service Delivery,Kraków,None-None,,"""IDAM"" ""CISM"" ""CRISC""",,/offers/hsbc-service-delivery-iam-authentication-control-owner
Programista .NET (Mid),Net,hybrid,mid,ProfiAuto software house,Katowice,10000-16000,13000-19000,"""C#"" ""SQL"" "".NET 6"" ""Oracle""","""JIRA"" ""RabbitMQ"" ""DevExpress""",/offers/profiauto-software-house-programista-net-mid-siemianowice-slaskie-313281
"Senior Data Analyst (Python, SQL)",Analytics,hybrid,senior,OANDA,Kraków,None-None,None-None,"""Python"" ""SQL"" ""Google Cloud Platform"" ""BigQuery""",,/offers/oanda-senior-data-analyst-python-sql
Database Administrator,Data,hybrid,mid,Amelco UK,Warszawa,,16500-26000,"""SQL"" ""PostgreSQL"" ""Kubernetes"" ""English"" ""Python""",,/offers/amelco-uk-database-administrator
Senior React Developer,JS,hybrid,senior,Forte Digital,Katowice,15500-20500,21000-27700,"""JavaScript"" ""TypeScript"" ""React"" ""Web Development""",,/offers/forte-digital-senior-react-developer-katowice
Quality Assurance Specialist,Testing,hybrid,mid,FlexiProject,Warszawa,,8000-12000,"""Testing"" ""REST API"" ""Web Application Testing""","""Test Automation"" ""JavaScript"" ""Postman"" ""HTML"" ""Selenium"" ""DevOps"" ""Apache JMeter""",/offers/flexiproject-quality-assurance-specialist
Test Engineer,Testing,remote,mid,Devbridge,Kraków,12000-18000,15000-22000,"""Testing"" ""Web Application Testing"" ""Agile"" ""CI/CD"" ""Java""","""Security"" ""Performance"" ""BDD"" ""Testing Mobile Apps"" ""WCAG""",/offers/devbridge-test-engineer-krakow-319446
Angular Developer,JS,remote,mid,Nexio Management,Wrocław,None-None,None-None,"""Angular 2+"" ""HTML5 / CSS3""","""TypeScript""",/offers/nexio-management-angular-developer-wroclaw-322555
Senior Developer C# lub ASP.NET,Net,remote,senior,CodeTwo - HRejterzy,Wrocław,18000-27000,18000-27000,"""ASP.NET"" ""JavaScript"" ""C#.NET"" ""Bootstrap"" ""MVC"" ""Visual Studio""","""Azure""",/offers/codetwo-hrejterzy-senior-software-developer-asp-net-or-c
Full Stack Java Developer,Java,remote,mid,makeitright,Warszawa,,20160-25200,"""Java"" ""REST"" ""Git"" ""Spring Boot"" ""Microservices""","""Amazon AWS"" ""SOAP"" ""Angular""",/offers/makeitright-full-stack-java-developer-warszawa
IT Support Manager,Support,hybrid,senior,TISA Group (TISA&hero/dot),Wrocław,,15000-16500,"""IT Support"" ""Team Leadership"" ""English"" ""IT Security""",,/offers/tisa-group-tisa-hero-dot-it-support-manager
Technical Business Analyst,Analytics,hybrid,mid,NatWest Group,Warszawa,12150-20250,,"""Business Analysis"" ""Agile"" ""DevOps tools"" ""JIRA"" ""Confluence"" ""REST API"" ""Swagger"" ""UML"" ""Mobile""",,/offers/natwest-group-technical-business-analyst
Młodszy Tester Systemów Informatycznych,Testing,hybrid,junior,Benefit Systems,Warszawa,,,,"""Selenium"" ""JIRA"" ""Confluence"" ""JavaScript"" ""HTML"" ""C#""",/offers/benefit-systems-mlodszy-tester-systemow-informatycznych-warszawa
Programista .NET,Net,office,mid,THINK,Poznań,,None-None,""".Net"" ""MS-SQL"" ""Entity Framework""","""ASP.NET MVC"" ""Blazor""",/offers/think-programista-net-670665df-cc9b-48fa-b96c-3f6f9d301d8c
Mobile Software Engineer (Android),Mobile,hybrid,mid,Allegro,Warszawa,12300-17600,,"""Android"" ""English"" ""Kotlin"" ""Java""",,/offers/allegro-mobile-software-engineer-android-warszawa-325702
Data Visualization Consultant all levels,Data,remote,mid,Accenture,Warszawa,None-None,,"""Data"" ""Power BI""","""SQL"" ""QlikSense"" ""Tableau"" ""RPA"" ""SAP"" ""Scala"" ""Java"" ""Python""",/offers/accenture-data-visualization-consultant-warszawa
Data Engineering Team Leader,Data,remote,senior,dotLinkers,Warszawa,17000-23000,17000-23000,"""SQL"" ""Python"" ""Pandas"" ""BigQuery"" ""Tableau""",,/offers/dotlinkers-data-engineering-team-leader-warszawa
QA Engineer (Mid/Senior),Testing,remote,mid,emagine Polska,Warszawa,,21840-30240,"""Java"" ""Spring Boot"" ""SQL"" ""CI/CD"" ""Bitbucket"" ""Agile""","""AWS""",/offers/emagine-polska-qa-engineer-mid-senior
Data Center Architect,Architecture,remote,senior,Fujitsu Technology Solutions,Łódź,None-None,None-None,"""Data Center"" ""Windows"" ""Linux"" ""VMware""",,/offers/fujitsu-technology-solutions-data-center-architect
Praktyki w obszarze Rynków Kapitałowych lub Bankowości – programista Java,Java,hybrid,junior,Accenture,Warszawa,,,"""English"" ""Polish"" ""MS Office""","""SQL"" ""Java""",/offers/accenture-praktyki-w-obszarze-rynkow-kapitalowych-lub-bankowosci-programista-java-warszawa
Azure Data Engineer,Data,remote,senior,DXC Technology,Warszawa,None-None,,"""Python"" ""PySpark"" ""Azure Databricks"" ""SQL"" ""Data Management""","""Power BI"" ""Azure DevOps"" ""CI/CD""",/offers/dxc-technology-azure-data-engineer-warszawa-300682
Senior DevOps Engineer,DevOps,remote,senior,Luxoft Poland,Katowice,None-None,,"""Azure"" ""Azure DevOps"" ""GitLab"" ""CI/CD"" ""Bash"" ""Python"" ""Azure Kubernetes Service"" ""Terraform"" ""Ansible""","""Security""",/offers/luxoft-poland-senior-devops-engineer-katowice-323781
Data Engineer,Data,hybrid,mid,capital.com,Warszawa,15000-22000,15000-22000,"""English"" ""Python"" ""ETL"" ""NoSQL"" ""SQL"" ""Databricks"" ""AWS""",,/offers/capital-com-data-engineer-warszawa
Generative AI Developer,Data,remote,senior,Boldare,Gliwice,13400-20000,18000-27000,"""English"" ""AI models"" ""NLP"" ""GPT-4"" ""GPT-3"" ""Team Player"" ""Problem Solving"" ""Scrum"" ""Agile"" ""LLM""",,/offers/boldare-generative-ai-developer
Avaloq Developer,Other,remote,mid,HCLTech,Warszawa,None-None,,"""Oracle"" ""PL/SQL"" ""Software Development""",,/offers/hcltech-avaloq-developer-warszawa
Senior SAP ABAP Consultant,ERP,remote,mid,Eviden an Atos Group,wrocław,,,"""ABAP"" ""UI5"" ""JavaScript"" ""SAP"" ""SAP HANA"" ""SAP R/3"" ""OOP""",,/offers/eviden-an-atos-group-senior-sap-abap-consultant-wroclaw
Spark Developer,Scala,hybrid,mid,Hays Poland,Warszawa,19000-25000,,"""Spark""",,/offers/hays-poland-spark-developer-warszawa
React Developer German language*,JS,remote,mid,MindPal,Gdańsk,,None-None,"""JavaScript"" ""React"" ""TypeScript""",,/offers/mindpal-react-developer-german-language-gdansk
Fullstack .NET Developer with Angular,Net,hybrid,mid,Alter Solutions Polska,Warszawa,,20160-25200,""".Net"" ""Angular""",,/offers/alter-solutions-polska-fullstack-net-developer-with-angular-warszawa
Senior Tibco Developer,Analytics,remote,senior,Experis Manpower Group,Wrocław,,26880-29400,"""English"" ""Tibco"" ""Tibco BW6 CE"" ""DevOps"" ""CI/CD"" ""Agile""","""AWS"" ""Azure"" ""GCP""",/offers/experis-manpower-group-senior-tibco-developer-wroclaw
IT Project Manager - Banking 💰,PM,hybrid,mid,ITDS,Warsaw,12000-15000,16000-20000,"""MS Office 365"" ""TAX"" ""Accounting"" ""Agile""",,/offers/itds-it-project-manager-banking
SAP FI Consultant,ERP,remote,mid,Fujitsu Technology,Katowice ,,18000-25000,"""German"" ""English"" ""SAP FI Consultant""","""SAP HCM""",/offers/fujitsu-technology-sap-fi-consultant
Salesforce Consultant,Admin,remote,mid,Enxoo,Warszawa,,12000-22000,"""English"" ""BPMN"" ""Agile"" ""CRM"" ""ERP"" ""Salesforce""","""UML"" ""JIRA"" ""Confluence""",/offers/enxoo-salesforce-consultant-warszawa
License Manager / Software License Management Specialist,Support,hybrid,mid,Centralny Ośrodek Informatyki,Warszawa,9000-12000,,"""zarządzanie licencjami"" ""ISO/IEC"" ""Software Asset Management"" ""Oracle"" ""VMware""","""Microsoft""",/offers/centralny-osrodekinformatyki-specjalista-specjalistka-ds-zarzadzania-licencjami-warszawa-320640
Angular Frontend Developer,JS,office,mid,Neptis S.A.,Poznań,None-None,,"""JavaScript"" ""Angular"" ""TypeScript"" ""SASS"" ""RxJS"" ""Angular Material""",,/offers/neptis-s-a-angular-frontend-developer-poznan
DevOps Architect,Architecture,remote,senior,Future Processing,Gliwice,,25700-39000,"""AWS"" ""Azure"" ""Docker"" ""Kubernetes"" ""Terraform""",,/offers/future-processing-devops-architect-gliwice
Senior Data Engineer with Python,Data,remote,senior,Objectivity - part of Accenture,Warszawa,14000-20000,21840-30240,"""Databricks""",,/offers/objectivity-part-of-accenture-senior-data-engineer-with-databricks-warszawa
Junior .Net Developer,Net,hybrid,junior,AXA IT Solutions,Warszawa,7000-11500,,"""English""",""".Net"" "".NET Core"" ""TypeScript"" ""MsSQL""",/offers/axa-it-solutions-junior-net-developer
Disaster Recovery Manager/Ekspert ds. Ciągłości Działania,Security,remote,senior,VlogIT,Kraków,,30000-37000,"""IT DR"" ""English"" ""Polish"" ""Cybersecurity"" ""Information Security"" ""BCM""","""AWS""",/offers/vlogit-disaster-recovery-manager-kierownik-ciaglosci-dzialania-krakow
Senior Java Developer [m/f/x],Java,hybrid,senior,CPL Jobs,Wrocław,20000-24000,,"""Java 11"" ""Spring Boot"" ""Hibernate"" ""MS SQL"" ""Spring"" ""REST API"" ""Linux"" ""GitHub""",,/offers/101-500-senior-java-developer-m-f-x
Horizontal IT Audit President,Testing,hybrid,c_level,State Street,Kraków,None-None,,"""management skills"" ""English"" ""Excellent analytical""","""data analytics"" ""Data Visualization"" ""IT General Controls""",/offers/state-street-horizontal-it-audit-vice-president-hybrid
Salesforce Starter Academy,ERP,remote,junior,Accenture,Warszawa,,,,"""CRM"" ""CI/CD"" ""JavaScript"" ""SQL"" ""Git"" ""VSCode/Intellij"" ""Scrum"" ""Java""",/offers/accenture-salesforce-starter-academy
Senior Cloud-native Software Developer,C,remote,senior,Luxoft Poland,Warszawa,None-None,,"""Cloud"" ""SaaS/ IaaS/ PaaS"" ""C++"" ""Golang"" ""Software Architecture"" ""PostgreSQL"" ""RDBMS"" ""Atlassian""","""CI/CD"" ""DevOps""",/offers/luxoft-poland-senior-cloud-native-software-developer
M365 Support Engineer,Support,office,senior,LTIMindtree,Warszawa,10000-16000,7143-10880,"""Office 365""",,/offers/ltimindtree-m365-support-engineer
Quality Assurance/Manual Testing,Testing,remote,mid,ClearCourse Dev,Wrocław,,None-None,"""QA"" ""Testing"" ""software testing"" ""Microsoft Visual Studio"" ""Azure DevOps""",,/offers/clearcourse-dev-quality-assurance-manual-testing-wroclaw-327745
Senior Data Analyst,Python,remote,senior,Aiplified,Kraków,,25600-33600,"""AWS"" ""BI"" ""Tableau"" ""Power BI"" ""Python"" ""ETL""","""Machine Learning""",/offers/aiplified-senior-data-analyst-krakow-320301
Lead Application Support Specialist (Lead SRE),Other,hybrid,mid,Thomson Reuters,Gdańsk,None-None,,,"""Web Applications""",/offers/thomson-reuters-lead-application-support-specialist-lead-sre
Java/Python Developer (working from the office),Python,hybrid,senior,Gibbs Hybrid Poland,Warszawa,,31710-37170,"""SDLC"" ""SQL"" ""RESTful""",,/offers/gibbs-hybrid-poland-java-python-developer-working-from-the-office
Junior Salesforce Consultant,Analytics,remote,junior,Enxoo,Warszawa,,5000-13000,,"""BPMN"" ""UML"" ""Scrum"" ""CRM""",/offers/enxoo-junior-salesforce-consultant-warszawa-327972
Senior Frontend Developer (Vue.js),JS,remote,senior,Simplicity Recruitment,Warsaw,None-None,None-None,"""JavaScript"" ""TypeScript"" ""Vue.js"" ""Vuetify"" ""Electron""",,/offers/simplicity-recruitment-senior-frontend-developer-vue-js
ML/AI Software Engineer (wage in € option),Python,remote,senior,Unikie,Warszawa,,20000-28000,"""Python"" ""TensorFlow"" ""PyTorch"" ""Cloud Computing"" ""Docker""",,/offers/unikie-ml-ai-software-engineer-wage-in-option-warszawa
Analityk Systemowy,Analytics,remote,mid,apreel,Zielona Góra,,23520-26880,"""ERP"" ""oms"" ""WMS"" ""analiza"" ""Java""","""PostgreSQL"" ""Groovy""",/offers/apreel-analityk-systemowy-zielona-gora
Administrator ds. utrzymania systemów IT,Admin,hybrid,mid,Aplitt sp. z o.o.,Gdańsk,None-None,,"""MS Windows Server"" ""Linux Server Debian"" ""CentOS"" ""SUSE"" ""Bash"" ""Powershell"" ""Ansible"" ""vSphere""","""Active Directory"" ""Azure AD""",/offers/aplitt-sp-z-o-o-administrator-ds-utrzymania-systemow-it-gdansk-315847
Java Developer with AWS,Java,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""Java EE"" ""Java 8"" ""Groovy"" ""Spring"" ""AWS""",,/offers/hsbc-service-delivery-java-developer-with-aws
Senior Java Developer,Java,remote,senior,CPL Jobs,Warszawa,,26000-30000,"""Java"" ""Spring"" ""Spring Boot"" ""REST API"" ""Microsoft SQL"" ""Git"" ""Docker""",,/offers/101-500-senior-java-developer
Angular Developer (Freelancer),JS,remote,mid,Monterail,Wrocław,,8000-15000,"""Angular 13"" ""Angular 14"" ""TypeScript""","""Python""",/offers/monterail-angular-developer-wroclaw
Senior SailPoint Developer,Java,remote,senior,HAYS Poland,Warszawa,,33600-42000,"""Java"" ""AWS"" ""Okta"" ""SailPoint""",,/offers/hays-poland-senior-sailpoint-developer
Główny/a Inżynier/ka Oprogramowania,Java,office,senior,NASK,Warszawa,18000-24000,,"""Java"" ""Kafka"" ""MongoDB"" ""Elasticsearch"" ""Git"" ""GitLab"" ""Docker"" ""Kubernetes""",,/offers/nask-glowny-a-inzynier-ka-oprogramowania
SAP PO/PI Developer,ERP,hybrid,mid,Accenture,Katowice,None-None,,"""SAP PO/PI"" ""Interface Development""",,/offers/accenture-sap-po-pi-developer-katowice
MLOps Platform Engineer,DevOps,remote,mid,DXC Technology,Warszawa,None-None,None-None,"""CI/CD"" ""Azure DevOps"" ""Python"" ""Azure"" ""Shell Scripting"" ""Kubernetes"" ""Azure ML""","""Terraform"" ""Spark"" ""Databricks""",/offers/dxc-technology-mlops-platform-engineer-warszawa
Remote Principal Embedded C++ Developer,C,remote,senior,Harman Connected Services,Łódź,23000-27000,,"""C"" ""C++"" ""Embedded Systems"" ""RTOS"" ""DSP""",,/offers/harman-connected-services-remote-principal-embedded-c-developer
Senior Python Developer (4 days/week available),Python,remote,senior,Houst,Wrocław,,16149-21195,"""Python"" ""English"" ""Flask"" ""PostgreSQL""","""Celery"" ""Redis"" ""Django"" ""Ruby""",/offers/houst-senior-python-developer-4-days-week-wroclaw-327440
Managing Director ,Other,office,senior,ClearCourse Dev,Kraków,,None-None,"""Analytical skills"" ""Profit and Loss"" ""Problem-solving"" ""IT design""",,/offers/clearcourse-dev-site-lead
"FE developer (eCommerce, CMS), part-time",HTML,remote,mid,From Poland With Dev,Kraków,,8000-14000,"""JavaScript"" ""HTML"" ""SCSS"" ""jQuery"" ""API"" ""WordPress""","""Shopify"" ""PHP"" ""Laravel"" ""WooCommerce""",/offers/from-poland-with-dev-fe-developer-ecommerce-cms-part-time-krakow
Network Administrator,Admin,remote,mid,cloudatus,Rzeszów,11000-21000,15000-25000,"""IP networks"" ""LAN/WAN"" ""routing"" ""Wi-Fi""","""SD-WAN"" ""zScaler""",/offers/cloudatus-network-administrator
Senior FullStack Developer,Other,hybrid,senior,ASTEK Polska,Warszawa,12000-16000,15000-19000,"""Java"" ""ReactJS"" ""Spring"" ""Hibernate"" ""JavaScript"" ""Docker"" ""Kubernetes"" ""TypeScript"" ""REST"" ""SOAP""",,/offers/astek-polska-senior-fullstack-developer-warszawa-321021
Senior Integration Systems Engineer (GCP),Admin,hybrid,senior,Lufthansa Systems,Gdańsk,14000-21000,15000-26000,"""Google Cloud Platform"" ""Azure DevOps"" ""Terraform""","""Bash"" ""Powershell"" ""Python"" ""DevOps"" ""Grafana"" ""Kibana"" ""Programming""",/offers/lufthansa-systems-senior-integration-systems-engineer-gcp-gdansk
PHP Developer,PHP,remote,mid,Loyalty Starter,Gdynia,,14000-20000,"""JS"" ""HTML"" ""PHP""","""Docker""",/offers/ibso-sp-z-o-o-remote-php-developer
Senior React and Scala Developer,Java,hybrid,senior,HSBC Service Delivery,Kraków,18000-25000,,"""Java"" ""React"" ""Scala""",,/offers/hsbc-service-delivery-senior-react-and-scala-developer-krakow
Senior Java  Developer (PetCare App),Java,hybrid,senior,Onwelo Sp. z o.o.,Lublin,14000-17000,21000-25200,"""Java"" ""Spring"" ""Docker"" ""Kubernetes"" ""Azure""",,/offers/onwelo-sp-z-o-o-senior-java-developer-petcare-app
EDI Developer,Analytics,hybrid,senior,DSV ISS,Warszawa,None-None,,"""EDI"" ""Java"" ""C++"" ""C#"" ""SQL"" ""XML"" ""JSON"" ""XPath"" ""CSV""",,/offers/dsv-iss-edi-developer-warszawa-326184
Lead Engineer (Backend/Full-stack) m/f/x (Remote),JS,remote,c_level,simpleclub,München,26000-40000,,"""Node.js"" ""TypeScript"" ""Google Cloud"" ""Google Cloud Platform"" ""GCP"" ""Leadership"" ""Team Leadership""","""JavaScript""",/offers/simpleclub-lead-engineer-backend-full-stack-m-f-x-remote
Mobile Lead,PM,remote,senior,ICEO - Venture Builder,Kraków,,25000-35000,"""Mobile Apps"" ""Android"" ""Flutter"" ""React Native"" ""iOS""",,/offers/iceo-venture-builder-mobile-lead-krakow
Azure Architect (Network/Security),Architecture,remote,senior,emagine Polska,Łódź,,30240-36960,"""Azure"" ""Security"" ""C#"" ""Powershell"" ""Azure DevOps"" ""IaC""",,/offers/emagine-polska-azure-architect-network-security-lodz
Senior DevOps Engineer,DevOps,hybrid,senior,ING Bank Śląski,Katowice,12000-22000,,"""Azure"" ""GCP"" ""Kubernetes"" ""Java"" ""REST API"" ""Kafka""",,/offers/ing-bank-slaski-senior-devops-engineer-katowice-311918
Cloud Architect,Architecture,office,senior,Sollers Consulting Sp. z.o.o,Warszawa,21800-27300,22500-26800,"""Cloud IT Architect"" ""AWS"" ""Azure"" ""Cloud"" ""DevOps"" ""Oracle""",,/offers/sollers-consulting-sp-z-o-o-cloud-architekt
Senior Backend Java Developer (remote),Java,remote,senior,Appfire,Wrocław,17000-24500,,"""Java"" ""Spring"" ""REST"" ""Hibernate/JPA"" ""Docker"" ""Databases"" ""Maven"" ""Spock/JUnit/Mockito""","""DDD"" ""Hexagonal Architecture""",/offers/appfire-senior-backend-java-developer-remote-wroclaw-309790
Power BI Administrator and User Support,Admin,hybrid,mid,PUMA Polska Sp. z o.o.,Katowice,None-None,,"""Power BI"" ""English"" ""DAX"" ""Power Query"" ""CPU""",,/offers/puma-polska-sp-z-o-o-power-bi-administrator-and-user-support-katowice
Senior Data Analyst,Data,hybrid,senior,Human4Human Recruitment,Kraków,22000-24000,,"""Big Data"" ""MS SQL Server"" ""Python""","""Google Analytics"" ""Web Applications""",/offers/human4human-recruitment-senior-data-analyst
