Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Ekspert ds. chmurowych i DevOps,DevOps,hybrid,senior,PKO Bank Polski,Pruszków,None-None,,"""DevOps"" ""Azure DevOps"" ""Cloud"" ""CI/CD"" ""Azure""",,/offers/pko-bank-polski-ekspert-ds-chmurowych-i-devops-pruszkow
Senior Java  Developer      ,Java,office,senior,Luxoft Poland,Kraków,None-None,,"""JVM"" ""Java 11+"" ""Spring WebFlux"" ""SpringBoot"" ""Spring Security"" ""OAuth2"" ""Cloud"" ""NoSQL"" ""Kubernetes""","""Kafka""",/offers/luxoft-poland-senior-java-developer-krakow-318108
Konsultant Wiodący SAP PS,ERP,hybrid,senior,Detable,Poznań,,20000-30000,"""SAP"" ""BPMN2"" ""SAP PS""",,/offers/detable-konsultant-wiodacy-sap-ps-poznan
"DevOps Engineer (Linux, PHP)",DevOps,remote,mid,Compuco,London,,,"""Ansible"" ""Terraform"" ""Docker"" ""Swarm"" ""PHP"" ""NGINX"" ""AWS"" ""Databases"" ""Linux""","""Jenkins""",/offers/compuco-devops-engineer-linux-php-london-317697
Automation QA Engineer - Kraków,Testing,hybrid,senior,Luxoft Poland,Kraków,12000-18000,25000-28000,"""SQL"" ""Python"" ""Oracle"" ""SQL Server"" ""GitLab pipelines"" ""Robot Framerwork"" ""Jenkins"" ""TeamCity""","""Testing Java"" ""Kafka""",/offers/luxoft-poland-automation-qa-engineer-krakow-krakow
Senior/Lead ServiceNow Developer,Other,hybrid,senior,EPAM Systems,Wrocław,None-None,,"""ServiceNow"" ""ServiceNow modules"" ""Project Management"" ""IT service man. processes"" ""ServiceNow configuration"" ""ServiceNow customization""",,/offers/epam-systems-senior-lead-servicenow-developer-wroclaw
Tableau Developer,Data,remote,mid,C&F,Warszawa,None-None,None-None,"""Analytical Thinking"" ""Tableau"" ""MS SQL"" ""Databases"" ""Power BI""","""Microstrategy"" ""Power Apps""",/offers/c-f-s-a-tableau-developer
Android Mobile Developer,Mobile,remote,mid,FINANTEQ,Lublin,,15000-21800,"""Kotlin"" ""RxJava"" ""Kotlin multiplatform"" ""Mockito"" ""Espresso""",,/offers/finanteq-android-mobile-developer-lublin-330072
AI Team Lead,Other,remote,senior,C&F,Warszawa,None-None,None-None,"""Communication Skills"" ""Team Leadership"" ""Machine Learning"" ""AI"" ""English"" ""GenAI""",,/offers/c-f-s-a-ai-team-lead-warszawa-325449
Lead Node.js Developer,JS,remote,senior,Coffee Mug,Gliwice,11000-24000,15000-30000,"""Node.js"" ""TypeScript"" ""Architecture"" ""Microservices""",,/offers/coffee-mug-lead-node-js-developer-gliwice
Application Manager Caseware,PM,hybrid,mid,Rödl & Partner,Gdańsk,None-None,None-None,"""MS Office"" ""Outlook"" ""XML"" ""caseware""","""MS SQL"" ""Finanse""",/offers/rodl-partner-application-manager-caseware
Team Lead SAP ABAP Developer,ERP,remote,senior,EPAM Systems,Katowice,None-None,,"""ABAP"" ""ABAP RAP"" ""SAP ABAP"" ""Core Data Services"" ""AMDP"" ""Software Development""","""SAP S/4HANA"" ""SAP Fiori""",/offers/epam-systems-team-lead-sap-abap-developer-katowice
IT Architect,Architecture,hybrid,mid,Awareson Sp. z o.o.,Warszawa,20000-26000,,"""Enterprise Architect"" ""Microservice Architecture"" ""BPMN"" ""UML"" ""ESB"" ""Agile""",,/offers/awareson-sp-z-o-o-it-architect
Automotive Cybersecurity Consultant,Security,remote,senior,Harman Connected Services,Łódź,11700-19000,15600-25300,"""TARA"" ""ISO 21434"" ""Embedded"" ""Cybersecurity""",,/offers/harman-connected-services-automotive-cybersecurity-consultant-lodz-324717
Java Backend Developer,Java,hybrid,mid,Nationale Nederlanden,Warszawa,None-None,,"""Spring Boot"" ""Git"" ""MsSQL"" ""REST"" ""Docker"" ""Microservice Architecture""",,/offers/nationale-nederlanden-java-backend-developer-warszawa-322734
Junior Salesforce Developer,ERP,remote,junior,Enxoo,Warszawa,,5000-13000,"""Java""","""SQL"" ""HTML"" ""CSS"" ""JS"" ""Agile"" ""Salesforce""",/offers/enxoo-junior-salesforce-developer-warszawa-327970
Medical Software Engineer (C++),C,office,mid,Human4Human Recruitment,Kraków,22000-26000,,"""C++"" ""STL"" ""UML""","""Automated Testing""",/offers/human4human-recruitment-medical-software-engineer-c
Młodszy Inżynier Wsparcia Systemu Bankowego,Support,office,junior,SoftNet Sp. z o.o.,Kraków,5000-8000,,,"""Windows"" ""SQL"" ""Zagadniena bankowe"" ""GitLab"" ""Język angielski (B2)""",/offers/softnet-sp-z-o-o-mlodszy-inzynier-wsparcia-systemu-bankowego
Senior Front end,Other,remote,senior,Benko Digital Ltd,San Gilian,17344-24716,,"""Angular"" ""TypeScript"" ""GraphQL"" ""RxJS"" ""Docker"" ""Karma"" ""GitLab"" ""NodeJS"" ""Express.js""",,/offers/benko-digital-ltd-senior-front-end
Młodszy Programista SQL,ERP,office,junior,Sente,Wrocław,6000-7000,7500-8800,,"""SQL""",/offers/sente-mlodszy-programista-sql
Senior Quality Assurance Specialist,Mobile,remote,senior,blau direkt,Kraków,12000-18500,15000-22000,"""Testing"" ""Mobile App Testing"" ""API Testing"" ""Git"" ""SQL""","""Python"" ""Selenium""",/offers/blau-direkt-senior-quality-assurance-specialist-krakow
Service Desk Administrator with Ukrainian & Polish & English,Support,hybrid,mid,WIPRO,Gdynia,None-None,,"""Customer Support"" ""IT Support"" ""Helpdesk""",,/offers/wipro-service-desk-administrator-with-ukrainian-polish-english-gdynia
Senior Mulesoft Developer,Java,remote,senior,Altimetrik Poland,Warszawa,,25000-30000,"""Java"" ""XML"" ""JSON"" ""SQL"" ""MuleSoft"" ""API"" ""REST"" ""SOAP"" ""English""",,/offers/altimetrik-poland-senior-mulesoft-developer
Angular / .Net Developer,Net,remote,mid,MindPal,Wrocław,,13000-25000,"""JavaScript"" ""Angular"" ""Front-End"" ""TypeScript""",""".Net"" ""Backend""",/offers/mindpal-angular-net-developer-wroclaw
Android Developer,Java,office,mid,SOLID MCG,Kraków,None-None,,"""Java"" ""Android SDK"" ""Retrofit"" ""Dagger"" ""Material Design"" ""RxJava"" ""Git"" ""Gradle""",,/offers/solid-mcg-android-developer
Developer MS Dyn 365 BC / Dyn NAV,Architecture,remote,senior,Solemis Group Sp. z o.o.,Gdynia,,None-None,"""Dyn365BC"" ""MS Dyn NAV"" ""C/SIDE"" ""C/AL""",,/offers/solemis-group-sp-z-o-o-developer-ms-dyn-365-bc-dyn-nav
Cyber Security Engineer,Security,remote,mid,Cut2Code,Warszawa,,10000-15000,"""English"" ""Cybersecurity"" ""AWS"" ""Python"" ""Bash"" ""Analytical Thinking"" ""Communication Skills""","""French""",/offers/cut2code-cyber-security-engineer-warszawa
Platform Engineer with .NET,Net,remote,senior,Scalac,Gdańsk,,20000-30000,""".Net"" ""C#"" ""English"" ""Microservice Architecture""",,/offers/scalac-platform-engineer-with-net
Frontend Developer,JS,remote,mid,THE HEART R&D LAB,Warszawa,9700-14200,11700-17200,"""TypeScript"" ""React"" ""Git"" ""CSS"" ""RWD""",,/offers/the-heart-r-d-lab-frontend-developer-warszawa-333180
Solution Architect,Architecture,hybrid,senior,Crestt,Warszawa,22000-41600,28800-38400,"""Architecture""",,/offers/crestt-solution-architect
Application Tester,Testing,hybrid,mid,Alter Solutions Polska,Warsaw,,50-90,"""SOAP"" ""SQL""",,/offers/alter-solutions-polska-application-tester
IoT Expert (IT/OT),Other,remote,senior,Transition Technologies PSC,Łódź,None-None,None-None,"""IoT""",,/offers/transition-technologies-psc-iot-expert-it-ot
Vue.js Developer (Remote),JS,remote,senior,The Codest,Warszawa,,15000-21000,"""Vue.js"" ""TypeScript"" ""GraphQL""","""Apollo"" ""Node.js"" ""SASS"" ""SCSS""",/offers/the-codest-mid-senior-vue-js-developer-remote-a98520c6-0f8d-40a0-8051-6ac09986598e
Java Developer (Fullstack) ,Java,hybrid,senior,CodLake,Kraków,18000-25000,18000-25000,"""Java"" ""Spring"" ""SpringBoot"" ""micro services"" ""JavaScript"" ""TypeScript""","""Kafka""",/offers/codlake-it-project-manager-krakow
Senior PHP Developer with German,PHP,remote,senior,VM.PL,Wrocław,19000-21000,27000-30000,"""PHP 8"" ""Niemiecki"" ""Angielski""","""Rust"" ""Travis"" ""Scrutinizer"" ""Codecov""",/offers/vm-pl-senior-php-developer-with-german-wroclaw
Software Engineer (Azure / .NET),Net,hybrid,mid,Allegro,Warszawa,12300-17600,,"""Kubernetes"" "".Net"" ""Azure"" ""Azure DevOps""",,/offers/allegro-software-engineer-azure-net
Konsultant SAP EWM,ERP,hybrid,senior,Accenture,Warszawa,None-None,,"""SAP EWM""",,/offers/accenture-konsultant-sap-ewm-warszawa-325446
"Senior Data Analyst (Python, SQL)",Analytics,hybrid,senior,OANDA,Kraków,None-None,None-None,"""Python"" ""SQL"" ""Google Cloud Platform"" ""BigQuery""",,/offers/oanda-senior-data-analyst-python-sql
Business-System Analyst,Analytics,hybrid,mid,eo Networks,Warszawa,None-None,None-None,"""Business Analysis""","""UX Design"" ""Agile""",/offers/eo-networks-business-system-analyst-warszawa
Technical Business Analyst,PM,remote,mid,Adverity,Kraków,12574-17344,,"""Prioritisation"" ""Defining requirements"" ""Acceptance test criteria"" ""Wireframes"" ""Technical feasibility""",,/offers/adverity-technical-business-analyst-krakow
Sales Support,Support,hybrid,junior,TestArmy group S.A.,Wrocław,,,"""English"" ""MS Office"" ""MS Excel""","""Sales""",/offers/testarmy-group-s-a-sales-support
Kierownik projektu (Ekspert Jira),PM,hybrid,mid,Polkomtel Sp. z o. o.,Warszawa,None-None,,"""JIRA"" ""Confluence"" ""Tableau"" ""SQL"" ""PMI"" ""Scrum"" ""Agile"" ""SAFe"" ""JQL""",,/offers/polkomtel-sp-z-o-o-kierownik-projektu-ekspert-jira
C++ Software Developer,C,hybrid,mid,NOVOMATIC,Kraków,12000-18000,,"""C++"" ""Git"" ""Linux"" ""Bash""","""Python"" ""CMake"" ""Boost"" ""Jenkins"" ""Google Test"" ""Docker""",/offers/novomatic-c-software-developer-krakow-324019
Java (Kotlin) Developer with German ,Java,hybrid,mid,Reply Polska Sp. z o. o.,Katowice,13000-22000,,"""Java"" ""Kotlin"" ""German""",,/offers/reply-polska-sp-z-o-o-kotlin-developer-with-german-katowice
Softw. Architect – Clouds & On Premises,Architecture,office,mid,NETZSCH Instrumenty,Kraków,None-None,,"""Cloud"" "".Net"" ""English"" ""Azure"" ""DevOps"" ""Architecture"" ""Git""",,/offers/netzsch-instrumenty-softw-architect-clouds-on-premises
Senior Frontend Developer,JS,remote,senior,Schenker Technology Center,Warszawa,20800-31200,20800-31200,"""Angular"" ""CSS3"" ""HTML5"" ""JavaScript"" ""TypeScript"" ""Web API""",,/offers/schenker-technology-center-senior-frontend-developer-warszawa
Product Owner,PM,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""University Degree"" ""Agile"" ""Scrum"" ""JIRA"" ""Communication""",,/offers/hsbc-service-delivery-product-owner-krakow
Site Reliability Engineer - BugSnag,Python,remote,mid,SmartBear,Warszawa,14000-17000,17000-21000,"""Microservice Architecture"" ""Linux"" ""Software Development"" ""GCP"" ""Databases""","""DevOps""",/offers/smartbear-site-reliability-engineer-bugsnag-warszawa-313682
Android Developer,Mobile,hybrid,mid,Accenture,Warsaw,None-None,None-None,"""Kotlin"" ""Java"" ""Android SDK"" ""Android Jetpack"" ""JIRA"" ""Jenkins""","""Firebase"" ""Koin"" ""Hilt""",/offers/accenture-android-developer-warsaw
DevOps Engineer,DevOps,remote,mid,TKH Technology,Wrocław,,13000-16000,"""AWS"" ""Azure"" ""CI/CD"" ""Docker"" ""Terraform"" ""Linux"" ""Python"" ""Grafana"" ""Prometheus""",,/offers/tkh-technology-devops-engineer-wroclaw-332685
Młodszy Specjalista ds. bezpieczeństwa IT (CERT),Security,office,junior,PGE Systemy S.A.,Warszawa,None-None,,,"""SIEM"" ""EDR"" ""NGFW"" ""DLP"" ""IPS"" ""IDS"" ""SOAR""",/offers/pge-systemy-s-a-mlodszy-specjalista-ds-bezpieczenstwa-it-cert
Senior .NET Developer,Net,remote,senior,Spiral Scout,Warszawa,,None-None,""".NET C#"" ""ASP.NET Web API"" ""SQL"" ""Entity Framework"" ""RabbitMQ"" ""MongoDB"" ""Microservices""","""CQRS""",/offers/spiral-scout-senior-net-developer-warszawa
Patch Management Specialist,Admin,remote,mid,WIPRO,Wroclaw,None-None,None-None,"""Patch management"" ""SCCM"" ""OSD"" ""Software distribution"" ""Powershell"" ""Active Directory""",,/offers/wipro-patch-management-specialist-wroclaw
IT Business Analyst,Analytics,remote,mid,emagine Polska,Warszawa,,24000-28000,"""Regulatory Reporting"" ""SQL"" ""Data Mapping"" ""Test Data"" ""Test Cases""","""Agile""",/offers/emagine-polska-it-business-analyst
Senior Analyst/Consultant SAP Master Data (Customer/Vendor/Material),ERP,remote,senior,Accenture,Gdańsk,None-None,,"""SAP Master Data'""","""S/4HANA""",/offers/accenture-senior-analyst-consultant-sap-master-data-customer-vendor-material-gdansk
WordPress Developer,HTML,remote,mid,Cut2Code,Wrocław,,7000-11000,"""WordPress"" ""HTML"" ""CSS"" ""JS"" ""Git"" ""PHP"" ""SASS"" ""ACF""",,/offers/cut2code-wordpress-developer-wroclaw-333952
Platform Engineer with Python,DevOps,hybrid,mid,Opera Software,Wrocław,16000-20000,,"""Software Development"" ""Python"" ""Microservice Architecture""","""Ansible"" ""Puppet"" ""TCP/IP"" ""Prometheus""",/offers/opera-software-platform-engineer-with-python
Skrypter/Skrypterka,Other,hybrid,mid,Ipsos Sp. z o.o.,Warszawa,None-None,,"""MS Office"" ""j. angielski"" ""JavaScript"" ""HTML"" ""VBA""",,/offers/ipsos-sp-z-o-o-skrypter-skrypterka-warszawa-332431
Ekspert ds. cyberbezpieczeństwa (ISO 27000),Security,hybrid,senior,PKO Bank Polski,Pruszków,None-None,,,"""SAS Enterprise Guide.""",/offers/pko-bank-polski-ekspert-ds-cyberbezpieczenstwa-iso-27000-pruszkow
Senior PHP Developer,PHP,hybrid,senior,Desmart,Gdynia,,13000-17000,"""PHP"" ""Laravel"" ""English"" ""MySQL / PostgreSQL"" ""Git"" ""PHP 8.0 +"" ""Unit Testing"" ""Docker"" ""CI""",,/offers/desmart-php-developer-katowice
Node.js Developer,JS,remote,mid,People More P.S.A.,Kraków,,15000-23000,"""Node.js"" ""TypeScript"" ""Git"" ""GitHub"" ""Jest""","""Elasticsearch"" ""Redis"" ""Kotlin"" ""GCP""",/offers/people-more-p-s-a-node-js-developer
Senior Frontend Engineer,JS,remote,senior,FinCompare GmbH,Berlin,,23848-28185,"""React"" ""JavaScript"" ""TypeScript"" ""Redux"" ""Webpack"" ""NPM"" ""RESTful API"" ""GitHub"" ""CI/CD"" ""Software Architecture""",,/offers/fincompare-gmbh-senior-frontend-engineer
DevOps Engineer: OpenStack Platform,DevOps,office,mid,T-Mobile Polska S.A.,Warszawa,None-None,,"""OpenStack"" ""CI/CD"" ""AWS"" ""Bash"" ""Python""",,/offers/t-mobile-polska-s-a-devops-engineer-openstack-platform-warszawa
Delivery Manager,PM,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""Agile"" ""Microsoft Office"" ""JIRA"" ""Confluence"" ""English""",,/offers/hsbc-service-delivery-delivery-manager
Junior WEBCON Developer,JS,remote,junior,DALETO,Warszawa,5000-6000,6000-6000,,"""WebCon BPS"" ""T-SQL"" ""JavaScript"" ""BPMN"" ""Język Angielski"" ""Microsoft"" ""RPA"" ""Agile""",/offers/daleto-junior-webcon-developer-warszawa
Senior Data Engineer,Data,hybrid,senior,Technicus Poland,Warszawa,17000-25000,,"""SQL"" ""Data""",,/offers/technicus-poland-senior-data-engineer
Mobile Device Tester with Hungarian,Testing,hybrid,mid,Samsung R&D Institute Poland,Warszawa,None-None,,,"""Android""",/offers/samsung-r-d-institute-poland-mobile-device-tester-with-hungarian
Senior .NET API developer,Net,remote,senior,Altimetrik Poland,Katowice,,25000-30000,""".NET Core"" ""ASP.NET Core"" ""NoSQL"" ""RDBMS"" ""C#"" ""Web API"" ""CI/CD"" ""English"" ""Git"" ""GitFLow""",,/offers/altimetrik-poland-senior-net-api-developer-katowice
Data Analyst (Delivery Experience Finance & Controlling),Data,hybrid,mid,Allegro,Poznań,None-None,,"""SQL"" ""Analytical Thinking"" ""English""",,/offers/allegro-data-analyst-delivery-experience-finance-controlling
SAP Solution Architect,Architecture,remote,senior,Fujitsu,Warszawa,,None-None,"""SAP"" ""Agile"" ""Waterfall"" ""Customer Centricity"" ""English""","""SAP on Azure"" ""SAP on Rise""",/offers/fujitsu-sap-solution-architect
Azure Solutions Engineer,Data,remote,mid,C&F S.A.,Warszawa,None-None,None-None,"""Azure"" ""Terraform"" ""Azure DevOps"" ""ARM"" ""GitHub""",,/offers/c-f-s-a-azure-solutions-engineer-warszawa
Senior PHP developer,PHP,hybrid,senior,Grupa VSC,Zielona Góra,,16000-22000,"""PHP"" ""Laravel"" ""Linux"" ""Docker"" ""Git"" ""REST API"" ""CI/CD""","""TypeScript"" ""Python"" ""Golang""",/offers/grupa-vsc-senior-php-developer-zerniki-wroclawskie
SQL Developer,Data,hybrid,mid,Suntech,Warszawa,None-None,None-None,"""SQL"" ""PostgreSQL""","""Azure""",/offers/suntech-sql-developer
Senior Test Automation Engineer,Testing,hybrid,senior,Brown Brothers Harriman,Kraków,None-None,,"""Java"" ""Maven"" ""TestNG"" ""Selenium"" ""Jenkins"" ""SQL"" ""REST Assured""",,/offers/brown-brothers-harriman-senior-test-automation-engineer-krakow
Test Automation Engineer,Testing,hybrid,senior,WIPRO,Warszawa,,None-None,"""Test Automation"" ""iOS testing"" ""Android testing"" ""Appium"" ""Selenium""",,/offers/wipro-test-automation-engineer
Senior Site Reliability Engineer,Admin,hybrid,senior,Procter & Gamble,Warszawa,,,"""Python"" ""SQL"" ""GCP"" ""Azure"" ""AI Engineering"" ""Spark"" ""pytest"" ""Databases""",,/offers/procter-gamble-sre-tech-lead-ai-engineering-team-warszawa-303682
Administrator Systemów,Admin,remote,mid,Optimo Development,Łódź,,15000-18000,"""GNU/Linux"" ""Amazon Web Services"" ""Google Cloud Platform"" ""Ansible/Terraform"" ""CI/CD""","""K8S""",/offers/optimo-development-administrator-systemow-lublin
Specjalista MLOps,Python,hybrid,mid,PKO Bank Polski,Pruszków,None-None,,"""Python"" ""SQL"" ""Git"" ""Data Science"" ""TensorFlow""","""GCP"" ""BigQuery"" ""Airflow"" ""Jenkins"" ""CI/CD""",/offers/pko-bank-polski-specjalista-mlops-pruszkow
Senior DBA,Data,remote,senior,Sporty Group,Remote,,15176-26016,"""MySQL"" ""MongoDB"" ""AWS RDS""","""Amazon AWS"" ""Python"" ""Shell Scripting""",/offers/sporty-group-senior-dba
Front-End Developer for danish AI startup,HTML,remote,senior,emagine Polska,Wrocław,,26880-31920,"""Razor"" ""HTML"" ""CSS"" ""Blazor Components""",,/offers/emagine-polska-front-end-developer-for-danish-ai-startup-wroclaw
AIX Administrator,Admin,remote,mid,WIPRO,Warszawa,None-None,None-None,"""AIX"" ""Patch management"" ""NIM"" ""HACMP"" ""Shell"" ""German""",,/offers/wipro-huawei-storage-admin
Analityk Biznesowo-Systemowy,ERP,hybrid,mid,Totalizator Sportowy,Warszawa,None-None,,"""UML"" ""BPMN"" ""Enterprise Architect""","""SAP""",/offers/totalizator-sportowy-analityk-biznesowo-systemowy-warszawa-330628
Azure Cloud Architect,Architecture,hybrid,senior,PwC Polska,Warszawa,None-None,,"""Azure"" ""Angielski"" ""IaC"" ""DevOps"" ""CI/CD"" ""Security""",,/offers/pwc-polska-google-cloud-architect-landing-zone-iac-warszawa-323298
Service Manager,Support,hybrid,senior,Reply Polska Sp. z o. o.,Katowice,16000-22000,,"""DevOps"" ""Leadership"" ""Analytical Thinking""","""Cloud""",/offers/reply-polska-sp-z-o-o-service-manager-katowice
IAM Konsultant,Security,remote,mid,Accenture,Warszawa,None-None,,"""IAM/PAM"" ""zarządzanie tożsamością""","""SailPoint"" ""One Identity"" ""Forgerock"" ""Okta"" ""CyberArk""",/offers/accenture-iam-konsultant
DevOps Engineer,DevOps,office,junior,AI Clearing,Warszawa,,10000-12000,"""Linux"" ""Python"" ""Bash"" ""Terraform"" ""Docker"" ""Kubernetes"" ""ArgoCD""","""Azure"" ""GitLab""",/offers/ai-clearing-devops-engineer
Software Engineering Team Leader,Python,remote,senior,Booksy,Warszawa,None-None,None-None,"""Python""",,/offers/booksy-software-engineering-team-leader
Java/Scala Software Engineer,Java,remote,senior,HERE Technologies,Kraków,12000-19000,12000-19000,"""Java""","""Scala"" ""AWS"" ""Docker"" ""CI/CD""",/offers/here-technologies-java-scala-software-engineer
