Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Project Manager,Project Manager,,Mid,Devire,Warsaw,,14280  – 15960  PLN,"""Audit"" ""Stakeholder management"" ""Angielski"" ","""PM"" ",https://nofluffjobs.com/pl/job/project-manager-devire-warsaw
IT Project Manager (ERP) - Remote,Project Manager,,Senior,Link Group,Remote,20000  – 24000  PLN,,"""Prince2"" ""PMP"" ""ERP"" ""SAP"" ""DMS"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/it-project-manager-erp-remote-link-group-1
Remote Data Engineer,Data,,Mid,SoftKraft,Remote,,16100  – 21100  PLN,"""Python"" ""Apache Airflow"" ""Git"" ""ETL"" ""Cloud data warehouse"" ""Polski"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/remote-data-engineer-softkraft
Automatyk Utrzymania Ruchu,Automatyka,,Mid,Creative Ideas,Nowa Sól,8000  – 10000  PLN,,"""Polski (NATIVE)"" ",,https://nofluffjobs.com/pl/job/automatyk-utrzymania-ruchu-creative-ideas-nowasol
Site Reliability Engineer,DevOps,K8s,Mid,Nobl9,Remote,13300  – 16600  PLN,16000  – 20000  PLN,"""DevOps"" ""Kubernetes"" ""Cloud"" ""Linux"" ""CI"" ""Bash"" ""K8s"" ""Angielski (B2)"" ""Polski (B2)"" ","""AWS"" ""GCP"" ""Terraform"" ""Ansible"" ""Python"" ""Jenkins"" ""GitHub Actions"" ",https://nofluffjobs.com/pl/job/site-reliability-engineer-nobl9-remote-1
Java Engineer,Backend,Java,Senior,AVENGA,Remote,,28560  – 36960  PLN,"""Java"" ""Spring"" ""Kafka"" ""Kubernetes"" ""AWS"" ""Spring Boot"" ""Micronaut"" ""Docker"" ""Event Sourcing"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/java-engineer-avenga-remote-4
Remote Senior Salesforce Developer,Fullstack,Saleforce Apex,Senior,Awumba,Remote,,26819  – 40229  PLN,"""Salesforce"" ""Apex"" ""Visualforce"" ""Lightning Components"" ""Salesforce API integrations"" ""Salesforce DX"" ""Saleforce Apex"" ""Saleforce Security"" ""Saleforce CI / CD"" ""Angielski (B2)"" ","""Azure Cloud"" ""Testing"" ",https://nofluffjobs.com/pl/job/remote-senior-salesforce-developer-awumba
Senior Data Engineer,Data,Spark,Senior,Digital Hub Warsaw at Bayer,Warsaw,18000  – 26000  PLN,,"""Python"" ""Snowflake"" ""Presto"" ""Apache Spark"" ""PySpark"" ""GraphQL"" ""Cloud"" ""Angielski"" ","""AWS"" ""Terraform"" ""AWS Lambda"" ",https://nofluffjobs.com/pl/job/senior-data-engineer-digital-hub-warsaw-at-bayer-warsaw
Senior DevOps Engineer,DevOps,Python,Expert,Intellias,Remote,,26880  – 30240  PLN,"""DevOps"" ""Terraform"" ""CI/CD pipelines"" ""Python"" ""Docker"" ""Elasticsearch"" ""AWS"" ""Jenkins"" ""JFrog Artifactory"" ""ELK Stack"" ""Prometheus"" ""Grafana"" ""SonarQube"" ""Opsgenie"" ""PagerDuty"" ""PowerShell"" ""Java Script"" ""Amazon Web Services"" ""Infrastructure as a Code"" ""Angielski (B2)"" ","""High availability"" ""ECS"" ""AWS ECS"" ""Amazon EKS"" ""ITIL"" ",https://nofluffjobs.com/pl/job/senior-devops-engineer-intellias-remote
Remote PHP Developer,Backend,PHP,Mid,Finture,Remote,,13000  – 18000  PLN,"""PHP"" ""JavaScript"" ""OOP"" ""MVC"" ""Git"" ""Doctrine"" ""Angielski"" ","""Redmine"" ""REST API"" ",https://nofluffjobs.com/pl/job/remote-php-developer-finture
Test Java Developer,Testing,Java,Senior,Avenga,Warszawa,,26880  – 35280  PLN,"""Java"" ""Continuous deployment"" ""Microservices"" ""BDD"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/test-java-developer-avenga-warszawa
Remote Senior DevOps Engineer,DevOps,Jenkins,Senior,Kingfisher plc.,Remote,27000  – 31000  PLN,,"""DevOps"" ""CAN"" ""Jenkins"" ""Public cloud"" ""OpenStack"" ""AWS"" ""Google cloud"" ""Terraform"" ""Angielski (B2)"" ","""Azure"" ""Polski"" ",https://nofluffjobs.com/pl/job/remote-senior-devops-engineer-kingfisher-plc--1
Managed Cloud Engineer with Azure,DevOps,Azure,Mid,Nordcloud,Remote,13000  – 16000  PLN,,"""Microsoft Azure"" ""Docker"" ""Kubernetes"" ""PowerShell"" ""Python"" ""Bash"" ""DevOps"" ""Linux"" ""Azure"" ""Angielski"" ","""Terraform"" ""CloudFormation"" ""AWS"" ""GitHub Actions"" ""Bitbucket"" ""Azure DevOps"" ",https://nofluffjobs.com/pl/job/managed-cloud-engineer-with-azure-nordcloud-remote
Product Designer,Design,,Mid,Beekeeper AG,Kraków,11333  – 15416  PLN,14916  – 19583  PLN,"""Team player"" ""Proactivity"" ""Communication skills"" ""Design process"" ""Visual design"" ""Product design"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/product-designer-beekeeper-krakow-2
Senior Azure DevOps Engineer,DevOps,Azure,Senior,IDEMIA Poland R&D Sp. z o.o.,Remote,,25200  – 33600  PLN,"""Azure"" ""DevOps"" ""Linux"" ""Bash"" ""Git"" ""Helm Charts"" ""Docker"" ""K8s"" ""Jenkins"" ""Angielski (B2)"" ","""Groovy"" ""Python"" ""Terraform"" ""Cassandra"" ""MariaDB"" ",https://nofluffjobs.com/pl/job/senior-azure-devops-engineer-idemia-poland-r-d-remote
Azure ML Engineer with Data Engineering,Data,,Senior,Nordcloud,Remote,20000  – 30000  PLN,,"""Azure"" ""Machine learning"" ""Python"" ""Scala"" ""Java"" ""IaaC"" ""SQL"" ""Big Data"" ""Angielski"" ","""Kubernetes"" ""Docker"" ""CI/CD"" ""Spark"" ""Hadoop"" ""Impala"" ""Data modeling"" ""ETL"" ""MonogoDB"" ""Cassandra"" ""Databricks"" ""Snowflake"" ",https://nofluffjobs.com/pl/job/azure-ml-engineer-with-data-engineering-nordcloud-remote
Azure Data Engineer with ArcGIS Enterprise,Data,Python,Senior,Nordcloud,Remote,20000  – 30000  PLN,,"""Python"" ""Scala"" ""Java"" ""IaaC"" ""SQL"" ""Big Data"" ""Angielski"" ","""Azure"" ""Kubernetes"" ""Docker"" ""CI/CD"" ""Spark"" ""Hadoop"" ""Impala"" ""Data modeling"" ""ETL"" ""MonogoDB"" ""Cassandra"" ""Databricks"" ""Snowflake"" ",https://nofluffjobs.com/pl/job/azure-data-engineer-with-arcgis-enterprise-nordcloud-remote
Cloud Architect,Security,AWS,Senior,Harvey Nash Technology,Remote,25000  – 30000  PLN,25000  – 30000  PLN,"""Azure"" ""Azure Cloud"" ""DevOps"" ""CI/CD"" ""Storage"" ""Networking"" ""Polski (B1)"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/cloud-architect-harvey-nash-technology-remote
Asystent projektanta z językiem niemieckim,Telekomunikacja,,Junior,ANTEO SP. Z O.O.,Ruda Śląska,6900  – 9800  PLN,,"""AutoCAD"" ""Office"" ""Polski (B2)"" ""Angielski (B1)"" ""Niemiecki (B1)"" ","""Autodesk Robot"" ""Dlubal"" ",https://nofluffjobs.com/pl/job/asystent-projektanta-z-jezykiem-niemieckim-anteo-rudaslaska
Specjalista ds. utrzymania sieci,Telekomunikacja,,Mid,ANTEO SP. Z O.O.,Ruda Śląska,4000  – 5164  PLN,,"""prawo jazdy kat. B"" ""Polski (B2)"" ",,https://nofluffjobs.com/pl/job/specjalista-ds-utrzymania-sieci-anteo-rudaslaska
