Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Power BI Developer/Data Analyst,Business Intelligence,,Mid,Objectivity - part of Accenture,Remote,10000  – 13500  PLN,15960  – 21168  PLN,"""Power BI"" ""Tableau"" ""SQL"" ""Data modeling"" ""DAX"" ""TIBCO"" ""Angielski (B2)"" ","""TIBCO Spotfire"" ",https://nofluffjobs.com/pl/job/power-bi-developer-data-analyst-objectivity-part-of-accenture-remote-1
Technical Product Manager,Product Management,,Senior,Focal Systems,Remote,,56000  – 76000  PLN,"""Degree"" ""SQL"" ""User Research"" ""Product development"" ""Data science"" ""Product design"" ""User research"" ""Angielski"" ""Polski"" ","""React"" ""Python"" ""Redux"" ",https://nofluffjobs.com/pl/job/technical-product-manager-focal-systems-remote
Senior C++ Developer,Backend,C++,Senior,OpenVPN,Remote,,25000  – 35416  PLN,"""C++"" ""Linux"" ""Networking"" ""AWS"" ""VPN"" ""Protocols"" ""TCP"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/senior-c-developer-openvpn-remote-1
"Senior Engineer (80% backend, 20% frontend)",Fullstack,Python,Senior,ServiceBell,Remote,41667  – 50000  PLN,,"""Python"" ""Degree"" ""TypeScript"" ""PostgreSQL"" ""AWS"" ""Web development"" ""React"" ""SQL"" ""REST API"" ""API"" ""Git"" ""Angielski (NATIVE)"" ",,https://nofluffjobs.com/pl/job/senior-engineer-80-backend-20-frontend-servicebell-remote
Embedded Deweloper,Embedded,C++,Mid,Devire,Kraków,10000  – 20000  PLN,,"""C++"" ""Python"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/embedded-deweloper-devire-krakow
Support Engineer,IT Support,,Mid,Devire Sp. z o.o.,Kraków,16000  – 20000  PLN,,"""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/support-engineer-devire-krakow
Remote DevOps Engineer,DevOps,,Mid,Canon Ophthalmic Technologies sp. zoo,Remote,12000  – 18000  PLN,15000  – 21500  PLN,"""Docker"" ""Azure"" ""Linux"" ""Git"" ""Windows"" ""FTP"" ""Continuous integration"" ""Continuous delivery pipelines"" ""CI"" ""Angielski (B2)"" ""Polski (NATIVE)"" ","""SQL"" ""Jenkins"" ""VMware"" ""Bash"" ""Python"" ""Virtualization"" ""Script"" ""PowerShell"" ",https://nofluffjobs.com/pl/job/remote-devops-engineer-canon-ophthalmic-technologies
Software developer  - Image processing,Backend,C++,Mid,Canon Ophthalmic Technologies sp. zoo,Wrocław,8000  – 13000  PLN,9500  – 15600  PLN,"""Image processing"" ""C++"" ""Polski (NATIVE)"" ""Angielski (B2)"" ","""C#"" ""Python"" ",https://nofluffjobs.com/pl/job/software-developer-image-processing-canon-ophthalmic-technologies-wroclaw
DevOps Engineer,DevOps,Jenkins,Senior,Convista Poland,Remote,18000  – 22500  PLN,23520  – 33600  PLN,"""Jenkins"" ""Kubernetes"" ""OpenShift"" ""ArgoCD"" ""Python"" ""Linux"" ""Ansible"" ""API Gateway"" ""Prometheus"" ""SSO"" ""Git"" ""SAML"" ""Niemiecki (B1)"" ","""KMS"" ""Secret Manager"" ""Vault"" ""Sonar"" ""Nexus"" ""Groovy"" ""Go"" ""Kong"" ",https://nofluffjobs.com/pl/job/devops-engineer-convista-poland-remote
Software Development Engineer,Backend,Golang,Mid,Remitly Poland sp. z o.o.,Kraków,20000  – 25000  PLN,,"""Golang"" ""Java"" ""SQL"" ""NoSQL"" ""Angielski"" ""Polski"" ","""python"" ""AWS"" ""PHP"" ""Docker"" ""Kubernetes"" ",https://nofluffjobs.com/pl/job/software-development-engineer-remitly-poland-krakow-1
"Senior Support Engineer, Technical Account Manager",IT Support,,Mid,Devire Sp. z o.o.,Kraków,22000  – 30000  PLN,,"""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/senior-support-engineer-technical-account-manager-devire-krakow
"Senior Product Manager, Product Risk",Product Management,,Senior,Remitly,Kraków,23000  – 26000  PLN,,"""Data analysis"" ""Roadmap management"" ""Roadmap creation"" ""risk management"" ""Product vision"" ""Product strategy"" ""Polski"" ""Angielski"" ","""Quality control"" ""Quantitative research"" ",https://nofluffjobs.com/pl/job/senior-product-manager-product-risk-remitly-krakow
Operator/Operatorka L1 SOC,Security,,Mid,Centralny Ośrodek Informatyki,Warszawa,6500  – 8500  PLN,,"""HTTP"" ""FTP"" ""SMTP"" ""IMAP"" ""NTP"" ""DHCP"" ""DNS"" ""Windows"" ""Linux"" ""Polski"" ","""AV"" ""IPS"" ""WAF"" ""EDR"" ""OWASP"" ""NIST"" ",https://nofluffjobs.com/pl/job/operator-operatorka-l1-soc-centralny-osrodek-informatyki-warszawa
Remote Senior DevOps Engineer,DevOps,Jenkins,Senior,Kingfisher plc.,Remote,27000  – 31000  PLN,,"""DevOps"" ""CAN"" ""Jenkins"" ""Public cloud"" ""OpenStack"" ""AWS"" ""Google cloud"" ""Angielski (B2)"" ","""Azure"" ""Polski"" ",https://nofluffjobs.com/pl/job/remote-senior-devops-engineer-kingfisher-plc--1
Backend Developer,Backend,Java,Mid,Storkjet Sp. z o.o.,Katowice,8500  – 16100  PLN,10500  – 20000  PLN,"""Java"" ""SQL"" ""Docker"" ""MySQL"" ""Bash"" ""Linux"" ""Angielski (B2)"" ","""Python"" ""Git"" ""Kubernetes"" ""Kafka"" ""Airflow"" ""MariaDB"" ",https://nofluffjobs.com/pl/job/backend-developer-storkjet-katowice-2
Site Reliability Engineer II (Storage),DevOps,Python,Mid,Akamai,Remote,14000  – 16000  PLN,,"""Ceph"" ""Storage"" ""Nginx"" ""SSL"" ""TLS"" ""Terraform"" ""Ansible"" ""Jenkins"" ""Salt"" ""Python"" ""Bash"" ""Linux"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/site-reliability-engineer-ii-storage-akamai-remote
.Net Fullstack Developer,Fullstack,.NET,Mid,Avenga,Remote,,25200  – 28560  PLN,""".NET"" "".NET CORE"" ""JavaScript"" ""TDD"" ""Unit testing"" ""Automated testing"" ""Web services"" ""Bitbucket"" ""Git"" ""Angielski (B2)"" ","""React"" ""React native"" ""Docker"" ""CI/CD"" ",https://nofluffjobs.com/pl/job/net-fullstack-developer-avenga-remote-1
Remote Frontend Engineer,Frontend,JavaScript,Mid,Kingfisher plc.,Remote,15000  – 21000  PLN,,"""JavaScript"" ""Vue.js"" ""TypeScript"" ""Node.js"" ""HTML"" ""CSS"" ""Microservices"" ""CI"" ""GitLab"" ""GitHub"" ""REST API"" ""API"" ""Angielski (B2)"" ","""CI/CD Pipelines"" ""JSON"" ""Polski"" ",https://nofluffjobs.com/pl/job/remote-frontend-engineer-kingfisher-plc-
Remote Java Developer with React,Fullstack,React,Mid,Objectivity - part of Accenture,Remote,10000  – 17500  PLN,15960  – 26880  PLN,"""Java 11/17"" ""JUnit5"" ""Java"" ""React"" ""Degree"" ""DevOps"" ""Kotlin"" ""Angielski (B2)"" ","""Microservices"" ""React"" ""TypeScript"" ""AWS"" ""Spring Integration"" ""Mockito"" ",https://nofluffjobs.com/pl/job/remote-java-developer-with-react-objectivity-part-of-accenture
Backend Software Engineer,Backend,Java,Mid,SmartRecruiters Inc.,Remote,14000  – 19000  PLN,16500  – 22000  PLN,"""Java"" ""PostgreSQL"" ""Microservices"" ""REST API"" ""JUnit"" ""Angielski (B2)"" ","""MongoDB"" ""Docker"" ""Elasticsearch"" ""Kubernetes"" ""AWS"" ",https://nofluffjobs.com/pl/job/backend-software-engineer-smartrecruiters-remote-2
Embedded Software Engineer,Embedded,C++,Senior,Swivl,Remote,,25000  – 33333  PLN,"""C++"" ""Git"" ""Embedded system"" ""Android"" ""AOSP"" ""Angielski (B2)"" ","""Qualcomm"" ""Java"" ""Linux Kernel"" ",https://nofluffjobs.com/pl/job/embedded-software-engineer-swivl-remote-1
Senior iOS Engineer,Mobile,iOS,Senior,Gett,Remote,25000  – 27083  PLN,25000  – 27083  PLN,"""iOS"" ""Combine"" ""SwiftUI"" ""RxSwift"" ""Objective-C"" ""Angielski"" ","""MVVM architecture"" ""large-scale applications"" ",https://nofluffjobs.com/pl/job/senior-ios-engineer-gett-remote
Mid Java/Kotlin/Scala Developer,Backend,Java,Mid,Nussknacker,Warszawa,,11424  – 17136  PLN,"""Java"" ""Spring"" ""Git"" ""Maven"" ""JUnit"" ""JPA"" ""Linux"" ""Gradle"" ""Clean Code"" ""ORM"" ""Angielski (B2)"" ""Polski (B2)"" ","""Docker"" ""NoSQL"" ""Scala"" ""JavaScript"" ""Kotlin"" ",https://nofluffjobs.com/pl/job/mid-java-kotlin-scala-developer-nussknacker-warszawa
Oracle Apex and ORDS Developer,Business Intelligence,,Senior,Avenga,Remote,,27720  – 36960  PLN,"""Oracle"" ""Apex"" ""REST API"" ""BI"" ""SQL"" ""Unit testing"" ""Git"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/oracle-apex-and-ords-developer-avenga-remote
Project Manager,Project Manager,,Senior,Brocoders,Warsaw,,14583  – 16666  PLN,"""Project management"" ""Team management"" ""risk management"" ""project discovery"" ""presales"" ""Jira"" ""Communication skills"" ""Angielski (C1)"" ","""Figma"" ""Business analysis"" ",https://nofluffjobs.com/pl/job/project-manager-brocoders-warsaw
REMOTE ANGULAR DEVELOPER (MID +),Frontend,Angular,Mid,Finture,Remote,,21000  – 25200  PLN,"""Angular"" ""TypeScript"" ""HTML5"" ""CSS3"" ""Bootstrap"" ""OOP"" ""Git"" ""Jira"" ""Confluence"" ""JavaScript"" ""Polski"" ",,https://nofluffjobs.com/pl/job/remote-angular-developer-mid--finture
Python Test Developer,Testing,Python,Senior,Sii Polska,Białystok,10000  – 15000  PLN,17000  – 24000  PLN,"""Python"" ""API"" ""GitLab"" ""SAFe"" ""Robot Framework"" ""Angielski"" ""Polski"" ","""AWS"" ""PostgreSQL"" ""CI/CD"" ""Linux"" ",https://nofluffjobs.com/pl/job/python-test-developer-sii-polska-bialystok
Inżynier Utrzymania Ruchu,Automatyka,,Mid,Mitsui High-tec (Europe) Sp. z o.o.,Skarbimierz-Osiedle,8000  – 11000  PLN,,"""SEP 1kv"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/inzynier-utrzymania-ruchu-mitsui-high-tec-europe-skarbimierzosiedle
Senior Java Developer,Backend,Java,Senior,Devire Sp. z o.o.,Warszawa,,25200  – 26880  PLN,"""Java"" ""Spring Boot"" ""Angular"" ""CI"" ""NoSQL"" ""SOAP"" ""REST API"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/senior-java-developer-devire-warszawa-6
Java Developer - Search Engineer,Backend,Java,Mid,Knowde,Remote,,18000  – 28000  PLN,"""Communication skills"" ""Team player"" ""Problem solving"" ""Proactivity"" ""Critical thinking"" ""Java"" ""Java EE"" ""Spring"" ""JUnit"" ""Elasticsearch"" ""Integration test"" ""Angielski (C1)"" ""Polski (NATIVE)"" ","""Docker"" ""AWS"" ""PostgreSQL"" ""JGraphT"" ""Guava"" ""Kubernetes"" ""Degree"" ""CAN"" ""Spring Boot"" ""Kibana"" ",https://nofluffjobs.com/pl/job/java-developer-search-engineer-knowde-remote
Inżynier utrzymania ruchu,Automatyka,,Junior,Grafton Recruitment,Wrocław,6000  – 12000  PLN,,"""Angielski (B1)"" ",,https://nofluffjobs.com/pl/job/inzynier-utrzymania-ruchu-grafton-recruitment-wroclaw
Koordynator Projektu ds. Instalacji Elektrycznych,Inżynieria elektryczna,,Mid,Peal Consulting,Warszawa,12000  – 15000  PLN,12000  – 15000  PLN,"""MS Project"" ""AutoCAD"" ""Polski"" ",,https://nofluffjobs.com/pl/job/koordynator-projektu-ds-instalacji-elektrycznych-peal-consulting-warszawa
Senior Backend Engineer - Kubernetes expert,Backend,Kubernetes,Senior,GN Group Poland,Warszawa,,26880  – 31920  PLN,"""Kubernetes"" ""Azure DevOps"" "".NET"" ""Docker"" ""Microservices"" ""Terraform"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/senior-backend-engineer-kubernetes-expert-gn-group-poland-warszawa
Asystent projektanta,Telekomunikacja,,Junior,ANTEO SP. Z O.O.,Ruda Śląska,4600  – 6900  PLN,,"""AutoCAD"" ""Office"" ""Polski (B2)"" ""Angielski (B1)"" ","""Autodesk Robot"" ""Dlubal"" ",https://nofluffjobs.com/pl/job/asystent-projektanta-anteo-rudaslaska
Asystent projektanta z językiem niemieckim,Telekomunikacja,,Junior,ANTEO SP. Z O.O.,Ruda Śląska,6900  – 9800  PLN,,"""AutoCAD"" ""Office"" ""Polski (B2)"" ""Angielski (B1)"" ""Niemiecki (B1)"" ","""Autodesk Robot"" ""Dlubal"" ",https://nofluffjobs.com/pl/job/asystent-projektanta-z-jezykiem-niemieckim-anteo-rudaslaska
Specjalista ds. utrzymania sieci,Telekomunikacja,,Mid,ANTEO SP. Z O.O.,Ruda Śląska,4000  – 5164  PLN,,"""prawo jazdy kat. B"" ""Polski (B2)"" ",,https://nofluffjobs.com/pl/job/specjalista-ds-utrzymania-sieci-anteo-rudaslaska
Senior DevOps Engineer,DevOps,Python,Senior,Grid Dynamics,Kraków,,23000  – 31000  PLN,"""Python"" ""Terraform"" ""AWS"" ""Kubernetes"" ""Serverless"" ""Cloud"" ""Microservices architecture"" ""Infrastructure as Code"" ""GCP"" ""Azure"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/senior-devops-engineer-grid-dynamics-krakow-2
Hybrid Cloud Demand Manager,DevOps,Azure,Mid,Siemens Healthineers,Remote,17000  – 25000  PLN,,"""Azure"" ""AWS"" ""Project management"" ""Virtualization"" ""Cloud computing"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/hybrid-cloud-demand-manager-siemens-healthineers-remote
Inżynier - Napędy Elektryczne,Elektronika,,Mid,Primetals Technologies Poland Sp. z o. o.,Kraków,9000  – 15000  PLN,,"""Angielski"" ""Polski"" ","""Niemiecki"" ",https://nofluffjobs.com/pl/job/inzynier-napedy-elektryczne-primetals-technologies-poland-krakow-1
