Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Rust Developer (100% Remote),Backend,,Expert,viable systems s.r.o,Remote,,17333  – 34667  PLN,"""Linux"" ""Rust"" ""Angielski"" ","""C++"" ",https://nofluffjobs.com/pl/job/rust-developer-100-remote-viable-systems-s-r-o
PHP Backend Developer - Laravel,Backend,PHP,Mid,Sailing Byte,Remote,,10000  – 15000  PLN,"""PHP"" ""HTML"" ""CSS"" ""Laravel"" ""Angielski (B2)"" ","""CI/CD"" ""JQuery"" ""Ajax"" ""CMS"" ""WordPress"" ""Joomla"" ""Unit testing"" ",https://nofluffjobs.com/pl/job/php-backend-developer-laravel-sailing-byte-remote
Junior QA Exploratory Tester,Testing,Android,Senior,HSBC Technology Poland,Kraków,6000  – 8000  PLN,,"""Jira"" ""Confluence"" ""Testing"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/junior-qa-exploratory-tester-hsbc-technology-poland-krakow
Remote Mid QA Engineer,Testing,REST API,Mid,Codibly,Remote,6400  – 10400  PLN,7728  – 12600  PLN,"""REST API"" ""Microservices"" ""RabbitMQ"" ""ISTQB"" ""Git"" ""GitLab"" ""CI"" ""CD"" ""Polski (B2)"" ""Angielski (B2)"" ","""JavaScript"" ""TypeScript"" ""Cypress"" ""Renewables"" ",https://nofluffjobs.com/pl/job/remote-mid-qa-engineer-codibly
Senior Akeneo Developer,ERP,,Senior,Exorigo-Upos S. A.,Remote,,10000  – 20000  PLN,"""PIM"" ""Magento"" ""ERP"" ""CRM"" ""REST API"" ""SOAP"" ""MySQL"" ""Polski"" ",,https://nofluffjobs.com/pl/job/senior-akeneo-developer-exorigo-upos-remote
Data Engineering Delivery Manager,Data,,Expert,Proxet,Wroclaw,,32159  – 48238  PLN,"""Snowflake"" ""Redshift"" ""ETL"" ""Spark"" ""PostgreSQL"" ""MySQL"" ""Airflow"" ""SQL"" ""Databricks"" ""CI/CD"" ""Python"" ""Angielski (C1)"" ","""Kafka"" ""Redis"" ""Elasticsearch"" ""Tableau"" ""Power BI"" ",https://nofluffjobs.com/pl/job/data-engineering-delivery-manager-proxet-wroclaw
Senior DevOps Engineer,DevOps,Python,Senior,Exorigo-Upos S. A.,Remote,,10000  – 20000  PLN,"""DevOps"" ""ELK Stack"" ""Grafana"" ""Prometheus"" ""MS SQL"" ""CA"" ""Bash"" ""Python"" ""PowerShell"" ""Ansible"" ""Puppet"" ""CI/CD"" ""GitLab"" ""Jenkins"" ""Docker"" ""Linux"" ""Angielski"" ","""SOAP"" ""REST API"" ""Microsoft Azure"" ""Google Cloud Platform"" ""AWS"" ""Jira"" ""Redmine"" ",https://nofluffjobs.com/pl/job/senior-devops-engineer-exorigo-upos-remote
Senior C++ Developer,Embedded,C++,Senior,Code Poets sp. z o.o.,Remote,16800  – 23520  PLN,,"""C++"" ""Blockchain"" ""Ethereum"" ""CAN"" ""Solidity"" ""Degree"" ""Boost"" ""RPG"" ""Angielski (C1)"" ""Polski (NATIVE)"" ","""GitHub"" ""CMake"" ""Git"" ",https://nofluffjobs.com/pl/job/senior-c-developer-code-poets-remote-2
Magento Developer,Backend,PHP,Senior,Exorigo-Upos S. A.,Remote,,10000  – 20000  PLN,"""Magento"" ""PHP"" ""HTML"" ""CSS"" ""JavaScript"" ""jQuery"" ""XML"" ""MySQL"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/magento-developer-exorigo-upos-remote
Cloud Security Engineer,Security,,Mid,HL Tech,Remote,13000  – 18500  PLN,15000  – 21000  PLN,"""AWS"" ""Lambda"" ""Kenisis Firehose"" ""Angielski"" ""Polski"" ",,https://nofluffjobs.com/pl/job/cloud-security-engineer-hl-tech-remote
Senior Python Developer z wiedzą bio/ chemiczną,Backend,Python,Senior,Code Poets sp. z o.o.,Remote,,16800  – 23520  PLN,"""Python"" ""Git"" ""Polski"" ""Angielski"" ","""React"" ""Docker"" ""Linux"" ""Django"" ""Celery"" ""CSS"" ""Angular"" ",https://nofluffjobs.com/pl/job/senior-python-developer-z-wiedza-bio-chemiczna-code-poets-remote
"FE developer (eCommerce, CMS), part-time",Frontend,HTML,Mid,From Poland With Dev,Remote,,11760  – 18480  PLN,"""JavaScript"" ""JQuery"" ""HTML"" ""CSS"" ""API"" ""Polski"" ""Angielski"" ","""Shopify"" ""WooCommerce"" ""Laravel"" ""WordPress"" ""PHP"" ",https://nofluffjobs.com/pl/job/fe-developer-ecommerce-cms-part-time-from-poland-with-dev-remote
Data Engineer with Snowflake,Data,Snowflake,Expert,VirtusLab,Remote,20000  – 24000  PLN,26000  – 31000  PLN,"""Snowflake"" ""SQL"" ""AWS"" ""Data modeling"" ""Programming"" ""dbt"" ""Terraform"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/data-engineer-with-snowflake-virtuslab-remote
Software Development Engineer,Backend,Golang,Mid,Remitly Poland sp. z o.o.,Kraków,20000  – 25000  PLN,,"""Golang"" ""Java"" ""SQL"" ""NoSQL"" ""Angielski"" ""Polski"" ","""python"" ""AWS"" ""PHP"" ""Docker"" ""Kubernetes"" ",https://nofluffjobs.com/pl/job/software-development-engineer-remitly-poland-krakow-1
DevOps Engineer,Backend,Azure,Senior,Hitachi Energy,Kraków,15000  – 23000  PLN,,"""Degree"" ""Azure"" ""Kubernetes"" ""Docker"" ""Terraform"" ""Bash"" ""PowerShell"" ""Ansible"" ""Jira"" ""TypeScript"" ""Python"" ""Microservices architecture"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/devops-engineer-hitachi-energy-krakow-7
Senior C# Developer,Backend,C#,Senior,Code Poets,Wrocław,,18000  – 22000  PLN,"""C#"" ""Node.js"" ""Angular"" ""Vue.js"" ""TypeScript"" ""SQLite"" ""MSSQL"" ""Polski"" ""Angielski"" ","""Niemiecki"" ",https://nofluffjobs.com/pl/job/senior-c-developer-code-poets-wroclaw
FullStack Developer (Java + React),Fullstack,Java,Senior,Britenet,Remote,,24000  – 27700  PLN,"""Java"" ""Spring"" ""Spring Boot"" ""React"" ""Angielski (B2)"" ""Polski (C2)"" ",,https://nofluffjobs.com/pl/job/fullstack-developer-java-react-britenet-remote
Performance Test Lead,Testing,,Expert,Antal Sp.z.o.o.,Remote,,25200  – 27720  PLN,"""JMeter"" ""LoadRunner"" ""Test strategy"" ""Angielski"" ","""PAM"" ""Polski"" ",https://nofluffjobs.com/pl/job/performance-test-lead-antal-remote
Mid Java/Kotlin/Scala Developer,Backend,Java,Mid,Nussknacker,Warszawa,,11424  – 17136  PLN,"""Java"" ""Spring"" ""Git"" ""Maven"" ""JUnit"" ""JPA"" ""Linux"" ""Gradle"" ""Clean Code"" ""ORM"" ""Angielski (B2)"" ""Polski (B2)"" ","""Docker"" ""NoSQL"" ""Scala"" ""JavaScript"" ""Kotlin"" ",https://nofluffjobs.com/pl/job/mid-java-kotlin-scala-developer-nussknacker-warszawa
Mid Golang Backend Developer,Backend,Golang,Mid,Power EV Sp. z o.o.,Wrocław,12000  – 18000  PLN,12000  – 18000  PLN,"""Golang"" ""MySQL"" ""MariaDB"" ""HTTP"" ""WebSocket"" ""Polski"" ",,https://nofluffjobs.com/pl/job/mid-golang-backend-developer-power-ev-wroclaw
Mid PHP Backend Developer,Backend,PHP,Mid,Power EV Sp. z o.o.,Wrocław,10000  – 15000  PLN,10000  – 15000  PLN,"""Symfony"" ""SVN"" ""Git"" ""MySQL"" ""PHP"" ""Polski"" ""Angielski"" ","""CSS"" ""HTML"" ",https://nofluffjobs.com/pl/job/mid-php-backend-developer-power-ev-wroclaw
Quality Assurance  Developer,Fullstack,JavaScript,Senior,Hitachi Energy,Kraków,15000  – 23000  PLN,,"""Degree"" ""JavaScript"" ""TypeScript"" ""Chrome DevTools"" ""Git"" ""Jira"" ""SDLC"" ""Software Development Life Cycle"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/quality-assurance-developer-hitachi-energy-krakow-1
Inżynier Utrzymania Ruchu,Automatyka,,Mid,Mitsui High-tec (Europe) Sp. z o.o.,Skarbimierz-Osiedle,8000  – 11000  PLN,,"""SEP 1kv"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/inzynier-utrzymania-ruchu-mitsui-high-tec-europe-skarbimierzosiedle
Developer IBM WebSphere ESB,Architecture,Java,Mid,BlueSoft,Remote,,17000  – 21000  PLN,"""Java"" ""SOA"" ""ESB"" ""IBM"" ""IBM WebSphere"" ""WSDL"" ""JMS"" ""SOAP"" ""XML"" ""IBM MQ"" ""Linux"" ""Polski (C1)"" ",,https://nofluffjobs.com/pl/job/developer-ibm-websphere-esb-bluesoft-remote
Customer Support Team Leader,IT Support,,Mid,Devire,Gdynia,,11760  – 14280  PLN,"""JavaScript"" ""CSS"" ""HTML"" ""SQL"" ""API"" ""REST API"" ""Team management"" ""Angielski (B2)"" ""Polski (B2)"" ",,https://nofluffjobs.com/pl/job/customer-support-team-leader-devire-gdynia
Koordynator Projektu ds. Instalacji Elektrycznych,Inżynieria elektryczna,,Mid,Peal Consulting,Warszawa,12000  – 15000  PLN,12000  – 15000  PLN,"""MS Project"" ""AutoCAD"" ""Polski"" ",,https://nofluffjobs.com/pl/job/koordynator-projektu-ds-instalacji-elektrycznych-peal-consulting-warszawa
Asystent projektanta z językiem niemieckim,Telekomunikacja,,Junior,ANTEO SP. Z O.O.,Ruda Śląska,6900  – 9800  PLN,,"""AutoCAD"" ""Office"" ""Polski (B2)"" ""Angielski (B1)"" ""Niemiecki (B1)"" ","""Autodesk Robot"" ""Dlubal"" ",https://nofluffjobs.com/pl/job/asystent-projektanta-z-jezykiem-niemieckim-anteo-rudaslaska
Specjalista ds. utrzymania sieci,Telekomunikacja,,Mid,ANTEO SP. Z O.O.,Ruda Śląska,4000  – 5164  PLN,,"""prawo jazdy kat. B"" ""Polski (B2)"" ",,https://nofluffjobs.com/pl/job/specjalista-ds-utrzymania-sieci-anteo-rudaslaska
