Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Customer technical support engineer,IT Support,,Mid,Neontri,Remote,,15120  – 21840  PLN,"""Java"" ""Oracle"" ""IBM Db2"" ""SQL"" ""MySQL"" ""Linux"" ""Unix"" ""Operating system"" ""Tomcat"" ""IBM WebSphere"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/customer-technical-support-engineer-neontri-remote
.NET Developer,Backend,.NET,Mid,Softwarely,Warszawa,,18480  – 21840  PLN,""".NET"" ""WebAPI"" ""Clean Architecture"" ""REST API"" ""XML"" ""XSD"" ""Angielski"" ","""Azure"" ",https://nofluffjobs.com/pl/job/net-developer-softwarely-warszawa
Senior QA Engineer,Testing,SQL,Senior,Hitachi Energy,Kraków,15000  – 23000  PLN,,"""SQL"" ""QA"" ""C#"" ""Selenium"" ""Git"" ""Azure DevOps"" ""Angielski"" ","""RabbitMQ"" ""Kubernetes"" ""Kafka"" ",https://nofluffjobs.com/pl/job/senior-qa-engineer-hitachi-energy-krakow
DevOps Engineer + Azure Remote,DevOps,,Mid,Softwarely,Remote,,30240  – 35280  PLN,"""DevOps"" ""Kubernetes"" ""Azure"" ""Ansible"" ""Terraform"" ""CI/CD"" ""Java"" ""Angielski (C1)"" ","""AWS"" ",https://nofluffjobs.com/pl/job/devops-engineer-azure-remote-softwarely
Engineering Manager,Backend,Python,Senior,hyperexponential,Warsaw,38397  – 46929  PLN,46076  – 51196  PLN,"""Python"" ""Angielski"" ","""Rust"" ""Kotlin"" ""Golang"" ",https://nofluffjobs.com/pl/job/engineering-manager-hyperexponential-warsaw
SAP ABAP Developer,ERP,,Mid,Devire,Poznań,12000  – 14500  PLN,,"""SAP"" ""ABAP"" ""ServiceNow"" ""Angielski (B2)"" ","""SAP Central Finance"" ""SAP Analytics Cloud"" ""SAP S/4HANA"" ""SAP Fiori"" ""SAP FI/CO"" ",https://nofluffjobs.com/pl/job/sap-abap-developer-devire-poznan
DevOps Engineer,DevOps,AWS,Mid,hyperexponential,Warsaw,29864  – 34130  PLN,34130  – 38397  PLN,"""Python"" ""AWS"" ""Angielski"" ","""Rust"" ""Kotlin"" ""Golang"" ",https://nofluffjobs.com/pl/job/devops-engineer-hyperexponential-warsaw
Customer Experience Designer,Business Analysis,,Mid,iteo s.a.,Remote,7470  – 14110  PLN,9000  – 17000  PLN,"""Business analysis"" ""UML"" ""BPMN"" ""Software Development Life Cycle"" ""Polski (C1)"" ""Angielski (B1)"" ","""SQL"" ""Python"" ""C#"" ",https://nofluffjobs.com/pl/job/customer-experience-designer-iteo-remote-1
Remote Frontend Engineer,Frontend,JavaScript,Mid,Kingfisher plc.,Remote,15000  – 21000  PLN,,"""JavaScript"" ""Vue.js"" ""TypeScript"" ""Node.js"" ""HTML"" ""CSS"" ""Microservices"" ""CI"" ""GitLab"" ""GitHub"" ""REST API"" ""API"" ""Angielski (B2)"" ","""CI/CD Pipelines"" ""JSON"" ""Polski"" ",https://nofluffjobs.com/pl/job/remote-frontend-engineer-kingfisher-plc-
Senior PHP Developer,Backend,PHP,Senior,Piwik PRO,Remote,14000  – 20000  PLN,17000  – 24000  PLN,"""PHP"" ""REST API"" ""Microservices"" ""JavaScript"" ""Angielski (B2)"" ""Polski"" ",,https://nofluffjobs.com/pl/job/senior-php-developer-piwik-pro-remote
