Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Frontend Developer (React),Frontend,React,Mid,Blazity,Remote,,14000  – 20000  PLN,"""React"" ""Tailwind"" ""CloudWatch"" ""Gateway"" ""AWS Lambda"" ""AWS S3"" ""GitLab CI"" ""TypeScript"" ""AWS"" ""Angielski (B2)"" ","""Node.js"" ",https://nofluffjobs.com/pl/job/frontend-developer-react-blazity-remote
FrontEnd (ReactJS) Developer,Frontend,React,Mid,Hitachi Energy,Kraków,15000  – 22000  PLN,,"""React"" ""JavaScript"" ""TypeScript"" ""HTML"" ""CSS"" ""UI"" ""UX"" ""Angielski"" ",""".NET"" ""C#"" ""SOAP"" ""REST API"" ""Web Services"" "".NET Core"" ""Azure"" ""AWS"" ""GCP"" ""Kubernetes"" ""Apache Kafka"" ""Druid"" ""PostgreSQL"" ""Prometheus"" ",https://nofluffjobs.com/pl/job/frontend-reactjs-developer-hitachi-energy-krakow
Application and Database Engineer,IT Support,,Senior,Link Group,Warszawa,27000  – 29000  PLN,,"""Windows"" ""SQL"" ""Python"" ""AWS"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/application-and-database-engineer-link-group-warszawa
Mid/Senior QA Engineer,Testing,SQL,Mid,Cognitum Services SA,Remote,,20160  – 26880  PLN,"""UAT"" ""Protocols"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/mid-senior-qa-engineer-cognitum-services-remote-1
Engineering Manager,Backend,Python,Senior,hyperexponential,Warsaw,39896  – 48762  PLN,47875  – 58514  PLN,"""Python"" ""Angielski"" ","""Rust"" ""Kotlin"" ""Golang"" ",https://nofluffjobs.com/pl/job/engineering-manager-hyperexponential-warsaw
Remote Full Stack Developer,Fullstack,Node.js,Senior,Gett,Remote,27909  – 29653  PLN,27909  – 29653  PLN,"""backend language experience"" ""server-side application experience"" ""database design"" ""Node.js"" ""React"" ""SPA"" ""Redux"" ""Angielski"" ","""Golang"" ""MySQL"" ""HTML"" ""CSS"" ",https://nofluffjobs.com/pl/job/remote-full-stack-developer-gett
DevOps Engineer,DevOps,AWS,Mid,hyperexponential,Warsaw,31030  – 35463  PLN,35463  – 39896  PLN,"""Python"" ""AWS"" ""Angielski"" ","""Rust"" ""Kotlin"" ""Golang"" ",https://nofluffjobs.com/pl/job/devops-engineer-hyperexponential-warsaw
Java Developer (bankowość / hybryda),Backend,Java,Mid,Britenet,Warszawa,,19000  – 23000  PLN,"""Java"" ""Java Enterprise Edition"" ""Jenkins"" ""Elasticsearch"" ""Kibana"" ""Grafana"" ""REST API"" ""SOAP"" ""Kafka"" ""ESB"" ""UML"" ""Web Services"" ""XML"" ""Jira"" ""Polski (NATIVE)"" ""Angielski (B1)"" ","""JBoss"" ""Maven"" ""Groovy"" ",https://nofluffjobs.com/pl/job/java-developer-bankowosc-hybryda-britenet-warszawa
Integration Developer (bankowość),Backend,Java,Mid,Britenet,Remote,,19000  – 23000  PLN,"""IBM"" ""TIBCO"" ""Java"" ""WSDL"" ""JMS"" ""SOAP"" ""XML"" ""IBM MQ"" ""SQL"" ""T-SQL"" ""PL/SQL"" ""Linux"" ""MySQL"" ""Oracle"" ""PostgreSQL"" ""MS SQL"" ""Jira"" ""Confluence"" ""ESB"" ""język polski"" ""Polski (NATIVE)"" ""Angielski (B1)"" ","""CI/CD"" ""Git"" ""Jenkins"" ""Maven"" ""Ant"" ""Nginx"" ""Elasticsearch"" ""Kibana"" ""NoSQL"" ""MongoDB"" ",https://nofluffjobs.com/pl/job/integration-developer-bankowosc-britenet-remote
Senior Devops Engineer,DevOps,Python,Senior,Harvey Nash Technology,Warszawa,28000  – 35000  PLN,28000  – 35000  PLN,"""Terraform"" ""Python"" ""Ansible"" ""Linux"" ""AWS"" ""Windows"" ""CI/CD"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/senior-devops-engineer-harvey-nash-technology-warszawa-1
Senior Java Developer,Backend,Java,Senior,Power Media,Wrocław,15000  – 22000  PLN,,"""Java"" ""JEE"" ""Spring Boot"" ""Hibernate"" ""Maven"" ""SQL"" ""Angielski (B2)"" ","""JavaScript"" ""TypeScript"" ""Angular"" ""React"" ""Vue.js"" ""Niemiecki"" ",https://nofluffjobs.com/pl/job/senior-java-developer-power-media-wroclaw
Release Manager,Mobile,Android,Expert,Hays Poland,Remote,25000  – 33000  PLN,,"""Kanban"" ""Jira"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/release-manager-hays-poland-remote
UX Layout Developer,Design,,Senior,Hays Poland,Remote,18000  – 23000  PLN,,"""Figma"" ""Sketch"" ""InVision"" ""Zeplin"" ""Miro"" ""Jira"" ""Confluence"" ""Kanban"" ""Prototyping"" ""UX"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/ux-layout-developer-hays-poland-remote
Remote Mid / Senior Security Architect,Security,TARA,Senior,Matrix Global Services,Remote,,34498  – 39098  PLN,"""communication protocols"" ""cryptographic algorithms"" ""regulation processes"" ""threat analysis"" ""TARA"" ""Angielski"" ","""security background"" ""ISO21434"" ""Embedded system"" ""UNECE R155"" ""A-SPICE"" ""UNR 155"" ""CSMS"" ",https://nofluffjobs.com/pl/job/remote-mid-senior-security-architect-matrix-global-services
Junior Frontend JavaScript Developer,Frontend,JavaScript,Junior,the.good.code;,Remote,,6720  – 7560  PLN,"""JavaScript"" ""Polski"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/junior-frontend-javascript-developer-the-good-code-remote
Junior Business Analysis,Business Analysis,,Junior,Reply Polska,Katowice,5000  – 9000  PLN,,"""Business analysis"" ""Angielski"" ""Niemiecki"" ","""Salesforce"" ",https://nofluffjobs.com/pl/job/junior-business-analysis-reply-polska-katowice
Planning and Business Junior Analysis,Business Analysis,,Junior,TEST HR,Kraków,7000  – 12000  PLN,,"""Excel"" ""Angielski (B2)"" ","""SAP BO"" ""Power BI"" ",https://nofluffjobs.com/pl/job/planning-and-business-junior-analysis-test-hr-krakow
IT System Administrator,IT Support,,Mid,YODEZEEN,Warszawa,,,"""Switches"" ""VPN"" ""Storage"" ""Virtualization"" ""Windows"" ""Linux"" ""PC"" ""VMware"" ""HyperV"" ""TCP"" ""DNS"" ""DHCP"" ""macOS"" ""iOS"" ""ITIL"" ""PowerShell"" ""Ukraiński"" ""Rosyjski"" ","""Angielski"" ""Polski"" ",https://nofluffjobs.com/pl/job/it-system-administrator-yodezeen-warszawa
Junior Test Engineer,Testing,,Junior,PRIMIGENIUS,Bydgoszcz,3500  – 5500  PLN,,"""Proactivity"" ""Team player"" ""Communication skills"" ""ISTQB"" ""Java"" ""Polski"" ","""JIRA"" ""REST"" ""SoapUI"" ""Postman"" ",https://nofluffjobs.com/pl/job/junior-test-engineer-primigenius-bydgoszcz-1
