Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Staff Site Reliability Engineer,DevOps,,Expert,SentinelOne,Remote,21588  – 28784  PLN,,"""AWS"" ""Kubernetes"" ""Angielski (B2)"" ","""Python"" ""Terraform"" ""Azure"" ""GCP"" ""Kafka"" ""Redis"" ",https://nofluffjobs.com/pl/job/staff-site-reliability-engineer-sentinelone-remote
Senior IT Analyst,Business Analysis,,Senior,Ework Group,Gdańsk,,16800  – 21840  PLN,"""Data mapping"" ""REST API"" ""Kafka"" ""SAFe"" ""Polski (B2)"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/senior-it-analyst-ework-group-gdansk-1
Project Manager (part -time),Project Manager,,Mid,Sigma IT Poland,Remote,13800  – 18000  PLN,16800  – 21840  PLN,"""Project management"" ""ERP"" ""Project Data Management"" ""PLM systems"" ""master data"" ""Polski (NATIVE)"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/project-manager-part-time-sigma-it-poland-remote-1
.NET Developer,Backend,.NET,Mid,Softwarely,Warszawa,,18480  – 21840  PLN,""".NET"" ""WebAPI"" ""Clean Architecture"" ""REST API"" ""XML"" ""XSD"" ""Angielski"" ","""Azure"" ",https://nofluffjobs.com/pl/job/net-developer-softwarely-warszawa
Drupal/Vue Developer,Fullstack,PHP,Mid,Brilliance.com,Gdynia,,10000  – 20000  PLN,"""Drupal"" ""Vue.js"" ""Web development"" ""PHP"" ""Angular"" ""Angielski"" ","""PHP"" ""JavaScript"" ""HTML5"" ""CSS3"" ""Web design"" ""SQL"" ",https://nofluffjobs.com/pl/job/drupal-vue-developer-brilliance-com-gdynia
DevOps Engineer + Azure Remote,DevOps,,Mid,Softwarely,Remote,,30240  – 35280  PLN,"""DevOps"" ""Kubernetes"" ""Azure"" ""Ansible"" ""Terraform"" ""CI/CD"" ""Java"" ""Angielski (C1)"" ","""AWS"" ",https://nofluffjobs.com/pl/job/devops-engineer-azure-remote-softwarely
Senior Backend Node.js Engineer,Backend,Node.js,Senior,Adaptiq,Remote,25962  – 26786  PLN,25962  – 26786  PLN,"""AWS"" ""AWS S3"" ""serverless architecture"" ""SQL"" ""NoSQL"" ""Node.js"" ""React"" ""REST API"" ""HTML"" ""CSS"" ""JavaScript"" ""AWS Bedrock/ML"" ""Amazon Kendra"" ""AWS services"" ""Angielski"" ","""AngularJS"" ""Machine learning"" ""Deep learning"" ",https://nofluffjobs.com/pl/job/senior-backend-node-js-engineer-adaptiq-remote
"Senior Backend Engineer (C#, AWS)",Backend,.NET,Senior,Northmill Bank AB,Katowice,17000  – 27000  PLN,17000  – 27000  PLN,""".NET"" ""C#"" ""SQL"" ""AWS"" ""Angielski (B1)"" ""Polski (NATIVE)"" ",""".NET CORE"" ""AWS"" ""Web API"" ""Web services"" ""S"" ""DDD"" ""CQRS"" ""Web Services"" ""Web Api"" ""Visual Studio"" ",https://nofluffjobs.com/pl/job/senior-backend-engineer-c-aws-northmill-bank-ab-katowice
Senior DevOps Engineer,DevOps,GCP,Senior,Adaptiq,Remote,26786  – 28022  PLN,26786  – 28022  PLN,"""GCP"" ""Kubernetes"" ""MySQL"" ""MongoDB"" ""Redis"" ""GitHub Actions"" ""Jenkins"" ""production environments"" ""CI/CD"" ""Angielski"" ","""Terraform"" ""Kubernetes Operators"" ""React"" ",https://nofluffjobs.com/pl/job/senior-devops-engineer-adaptiq-remote-1
Remote Backend Developer (Java + Kotlin),Backend,Kotlin,Mid,Connectis_,Remote,,20000  – 22500  PLN,"""Kotlin"" ""Java"" ""Spring Boot"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/remote-backend-developer-java-kotlin-connectis-
Senior Java Developer,Backend,Java,Senior,WITTY TECH LTD,Remote,,26497  – 30914  PLN,"""Java"" ""Spring Boot"" ""Hibernate"" ""Microservices"" ""Kafka"" ""Git"" ""Automated testing"" ""Microservices architecture"" ""Angielski"" ","""Kubernetes"" ""AWS"" ""TDD"" ""BDD"" ""Polski"" ""Ukraiński"" ",https://nofluffjobs.com/pl/job/senior-java-developer-witty-tech-ltd-remote
Site Reliability Engineer,DevOps,K8s,Mid,Nobl9,Remote,13300  – 16600  PLN,16000  – 20000  PLN,"""DevOps"" ""Kubernetes"" ""Cloud"" ""Linux"" ""CI"" ""Bash"" ""K8s"" ""Angielski (B2)"" ""Polski (B2)"" ","""AWS"" ""GCP"" ""Terraform"" ""Ansible"" ""Python"" ""Jenkins"" ""GitHub Actions"" ",https://nofluffjobs.com/pl/job/site-reliability-engineer-nobl9-remote-1
Principal Engineer – Mobile Platform (Android),Mobile,Android,Senior,HSBC Technology Poland,Kraków,23000  – 25000  PLN,,"""Android"" ""Security"" ""DevOps"" ""Agile"" ""Communication skills"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/principal-engineer-mobile-platform-android-hsbc-technology-poland-krakow-1
Java Developer with AWS,Backend,Java,Senior,HSBC Technology Poland,Kraków,20000  – 23000  PLN,,"""Java EE"" ""Java"" ""Groovy"" ""Spring Framework"" ""AWS"" ""Microservices"" ""GitHub"" ""Maven"" ""Jenkins"" ""Angielski (C1)"" ","""Docker"" ""Kubernetes"" ",https://nofluffjobs.com/pl/job/java-developer-with-aws-hsbc-technology-poland-krakow
Remote Java Developer with React,Fullstack,React,Mid,Objectivity - part of Accenture,Remote,10000  – 17500  PLN,15960  – 26880  PLN,"""Java 11/17"" ""JUnit5"" ""Java"" ""React"" ""Degree"" ""DevOps"" ""Kotlin"" ""Angielski (B2)"" ","""Microservices"" ""React"" ""TypeScript"" ""AWS"" ""Spring Integration"" ""Mockito"" ",https://nofluffjobs.com/pl/job/remote-java-developer-with-react-objectivity-part-of-accenture
Solution Architect,Architecture,,Senior,HSBC Technology Poland,Kraków,25000  – 29000  PLN,,"""Degree"" ""Architecture"" ""Java"" ""AWS"" ""GCP"" ""Azure"" ""Data architecture"" ""Data modelling"" ""APIS"" ""Security"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/solution-architect-hsbc-technology-poland-krakow-1
Deep Learning Engineer,AI,,Mid,in4ge sp. z o.o.,Remote,,18000  – 28000  PLN,"""Keras"" ""TensorFlow"" ""PyTorch"" ""Angielski (B2)"" ""Polski (C1)"" ",,https://nofluffjobs.com/pl/job/deep-learning-engineer-in4ge-remote
Azure DevOps Engineer,DevOps,Azure,Senior,Spyrosoft,Remote,20350  PLN,27720  PLN,"""Azure DevOps"" ""Azure SQL Database"" ""Bash script"" ""Terraform"" ""Kubernetes"" ""Azure"" ""Polski"" ""Angielski"" ","""MySQL"" ""PostgreSQL"" ""CloudAdoptionFramework"" ""MsEntra"" ""IoTservices"" ",https://nofluffjobs.com/pl/job/azure-devops-engineer-spyrosoft-remote
Machine Learning Engineer,AI,,Mid,in4ge sp. z o.o.,Remote,,18000  – 26000  PLN,"""Python"" ""TensorFlow"" ""PyTorch"" ""ML"" ""Angielski (B2)"" ""Polski (C1)"" ",,https://nofluffjobs.com/pl/job/machine-learning-engineer-in4ge-remote
Senior Data Scientist,AI,,Senior,in4ge sp. z o.o.,Remote,,20000  – 28000  PLN,"""Data science"" ""Deep learning"" ""Python"" ""R"" ""TensorFlow"" ""PyTorch"" ""scikit-learn"" ""Computer vision"" ""Machine learning"" ""Angielski (B2)"" ""Polski (C1)"" ",,https://nofluffjobs.com/pl/job/senior-data-scientist-in4ge-remote
Delivery Manager,Project Manager,,Senior,Cloudflight,Remote,19400  – 23600  PLN,23520  – 28560  PLN,"""SDLC"" ""Jira"" ""risk management"" ""Team management"" ""Project management"" ""Confluence"" ""Polski (C1)"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/delivery-manager-cloudflight-remote
