Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Remote Senior Azure Architect,Architecture,Azure,Senior,Novaris,Remote,,31920  – 35280  PLN,"""Azure"" ""Terraform"" ""Bicep"" ""Puppet"" ""PowerShell"" ""Python"" ""Bash"" ""GitHub"" ""Azure Pipelines"" ""Angielski (B2)"" ""Polski (B2)"" ",,https://nofluffjobs.com/pl/job/remote-senior-azure-architect-novaris
.NET Developer,Backend,.NET,Mid,Softwarely,Warszawa,,18480  – 21840  PLN,""".NET"" ""WebAPI"" ""Clean Architecture"" ""REST API"" ""XML"" ""XSD"" ""Angielski"" ","""Azure"" ",https://nofluffjobs.com/pl/job/net-developer-softwarely-warszawa
Senior Data Engineer,Data,,Senior,Zowie,Remote,,18000  – 24000  PLN,"""Data engineering"" ""Data modeling"" ""Data integration"" ""ETL"" ""Extract, transform, and load"" ""Data migration"" ""Data Lakes"" ""Data Hubs"" ""Data warehouses"" ""Cloud"" ""Angielski (B2)"" ""Polski (C1)"" ","""PostgreSQL"" ""BigQuery"" ""CloudComposer"" ",https://nofluffjobs.com/pl/job/senior-data-engineer-zowie-remote
UX Product Manager (Kraków),Design,,Mid,Link Group,Kraków,18000  – 25000  PLN,,"""Communication skills"" ""UX design"" ""Product design"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/ux-product-manager-krakow-link-group-krakow
DevOps Engineer + Azure Remote,DevOps,,Mid,Softwarely,Remote,,30240  – 35280  PLN,"""DevOps"" ""Kubernetes"" ""Azure"" ""Ansible"" ""Terraform"" ""CI/CD"" ""Java"" ""Angielski (C1)"" ","""AWS"" ",https://nofluffjobs.com/pl/job/devops-engineer-azure-remote-softwarely
Quality Assurance Specialist (Mid/ Senior),Testing,Web Pages,Mid,Monogo,Warszawa,10000  – 18000  PLN,10500  – 19000  PLN,"""Quality assurance"" ""Test case"" ""SDLC"" ""Jira"" ""Xray"" ""Postman"" ""Manual Testing"" ""ISTQB"" ""DevOps"" ""Git"" ""Web Pages"" ""Angielski (B2)"" ""Polski (B2)"" ","""CMS"" ""Scripting language"" ",https://nofluffjobs.com/pl/job/quality-assurance-specialist-mid-senior-monogo-warszawa
Remote Senior Data Engineer,Data,Python,Senior,Kingfisher plc.,Remote,22000  – 25000  PLN,,"""Python"" ""AWS"" ""SQL"" ""Angielski (B2)"" ","""Azure"" ""Polski"" ",https://nofluffjobs.com/pl/job/remote-senior-data-engineer-kingfisher-plc-
Senior Python Software Engineer,Backend,Python,Senior,Innovecs,Remote,,15975  – 19569  PLN,"""Python"" ""Linux"" ""DevOps"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/senior-python-software-engineer-innovecs-remote
Senior Administrator (L2/L3),Sys. Administrator,,Senior,AVENGA,Remote,,18480  – 23520  PLN,"""Analytical skills"" ""Bash script"" ""Angielski (C1)"" ","""WordPress"" ""CI"" ""PHP"" ""MySQL"" ",https://nofluffjobs.com/pl/job/senior-administrator-l2-l3-avenga-remote
Senior Manual QA Engineer,Testing,,Senior,Innovecs,Remote,,11981  – 14777  PLN,"""Web applications"" ""QA"" ""REST API"" ""Postman"" ""Relational database"" ""PostgreSQL"" ""MySQL"" ""Jira"" ""Linux"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/senior-manual-qa-engineer-innovecs-remote
SAP ABAP Developer,ERP,,Mid,Devire,Poznań,12000  – 14500  PLN,,"""SAP"" ""ABAP"" ""ServiceNow"" ""Angielski (B2)"" ","""SAP Central Finance"" ""SAP Analytics Cloud"" ""SAP S/4HANA"" ""SAP Fiori"" ""SAP FI/CO"" ",https://nofluffjobs.com/pl/job/sap-abap-developer-devire-poznan
Senior PHP Developer,Backend,PHP,Senior,Monogo,Lublin,15000  – 20000  PLN,17000  – 23000  PLN,"""PHP"" ""Laravel"" ""Relational database"" ""REST API"" ""SOAP"" ""API"" ""Docker"" ""Continuous integration"" ""Angielski (B2)"" ""Polski (B2)"" ","""Kubernetes"" ",https://nofluffjobs.com/pl/job/senior-php-developer-monogo-lublin
Mid / Senior Embedded C Developer,Embedded,C,Mid,Antal Poland,Kraków,17000  – 25000  PLN,17000  – 25000  PLN,"""C"" ""FreeRTOS"" ""ARM"" ""I2C"" ""SPI"" ""CAN"" ""SVN"" ""Git"" ""Polski"" ""Angielski (B1)"" ","""CI/CD"" ""Docker"" ""Linux"" ""JavaScript"" ""HTML"" ""CSS"" ""C#"" ""PC"" ""Python"" ""Django"" ""Windows"" ""TCP"" ""MODBUS"" ""Bluetooth"" ""Jenkins"" ""Altium"" ",https://nofluffjobs.com/pl/job/mid-senior-embedded-c-developer-antal-poland-krakow
PHP/JavaScript Developer (100% Remote),Backend,PHP,Mid,Devire,Remote,,11000  – 13500  PLN,"""PHP"" ""JavaScript"" ""MS SQL"" ""REST API"" ""Polski"" ","""Drupal"" ""Zend"" ""Symfony"" ""Node.js"" ""Express.js"" ""AngularJS"" ""Linux"" ""Unix"" ""TDD"" ""MongoDB"" ""AWS"" ""Docker"" ""Electron"" ""MySQL"" ""Angielski"" ",https://nofluffjobs.com/pl/job/php-javascript-developer-100-remote-devire
Senior Java Developer,Backend,Java,Senior,Devire,Warsaw,,29000  – 36000  PLN,"""Java"" ""Data modelling"" ""Communication skills"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/senior-java-developer-devire-warsaw-1
Scrum Master,Agile,,Senior,Next Technology at FlexDev,Poznań,11500  – 16000  PLN,13650  – 18900  PLN,"""Team management"" ""Team player"" ""Communication skills"" ""Leadership skills"" ""Critical thinking"" ""Problem solving"" ""Proactivity"" ""Agile Best Practices"" ""Agile Mindset"" ""Can do attitiude"" ""Scrum"" ""Software Development Life Cycle"" ""Angielski (C1)"" ","""JIRA"" ""Kanban"" ""XP"" ""Lean Management"" ""BDD"" ""Acceptance Criteria"" ""Polski (C1)"" ",https://nofluffjobs.com/pl/job/scrum-master-next-technology-at-flexdev-poznan
